Pendant ID	Pendant Code	Pendant Name	Model
61	CHARM_061_NAME	ازدهار الباقة	charm006
62	CHARM_062_NAME	الشمس الساخنة	charm007
63	CHARM_063_NAME	خفاش الليل مصاص الدماء	charm008
64	CHARM_064_NAME	النمر القرمزي المحظوظ	charm009
65	CHARM_065_NAME	الوميض السماوي	charm010
66	CHARM_066_NAME	مخالب راجانغ	charm011
67	CHARM_067_NAME	قرن راجانغ الغاضب	charm012
68	CHARM_068_NAME	مخالب زينغر جهنمي	charm013
69	CHARM_069_NAME	قرن أحمر بطولي	charm014
70	CHARM_070_NAME	شظية براكيديوس الحانق	charm015
71	CHARM_071_NAME	شظية ألاتريون	charm016
72	CHARM_072_NAME	مخالب راثيان ذهبية	charm017
73	CHARM_073_NAME	مخالب راذالوس فضي	charm018
74	DUMMY000000	Unavailable	charm001
75	DUMMY000001	Unavailable	charm001
76	DUMMY000002	Unavailable	charm001
77	DUMMY000003	Unavailable	charm001
78	DUMMY000004	Unavailable	charm001
79	DUMMY000005	Unavailable	charm001
80	DUMMY000006	Unavailable	charm001
81	CHARM_081_NAME	شظية فيلكانا شديد الغضب	charm026
82	CHARM_082_NAME	شظية ناميال شديد الغضب	charm027
83	DUMMY000007	Unavailable	charm001
84	DUMMY000008	Unavailable	charm001
85	CHARM_085_NAME	رمز فاتاليس الأسطوري	charm030
86	CHARM_086_NAME	حفيف رياح عصر اللازورد	charm031
87	CHARM_087_NAME	HARDUMMY	charm032
88	CHARM_088_NAME	"قسم شرطة مدينة ""راكون"""	charm033
89	CHARM_089_NAME	مظلة	charm034
90	CHARM_090_NAME	عِقد مولي - الحظ	charm035
91	CHARM_091_NAME	عِقد مولي - الصحة	charm036
92	CHARM_092_NAME	عِقد مولي - الأمان	charm037
93	CHARM_093_NAME	عِقد مولي - الحب	charm038
94	CHARM_094_NAME	عِقد مولي - الحماية	charm039
95	CHARM_095_NAME	عِقد مولي - الشغف	charm040
96	CHARM_096_NAME	عِقد مولي - السلام	charm041
97	CHARM_097_NAME	دمية فيلاين محشوة	charm042
98	CHARM_098_NAME	HARDUMMY	charm044
99	CHARM_099_NAME	HARDUMMY	charm045
100	CHARM_100_NAME	HARDUMMY	charm043
101	CHARM_101_NAME	ازدهار الباقة (زهري)	charm006
102	CHARM_102_NAME	ازدهار الباقة (برتقالي)	charm006
103	CHARM_103_NAME	ازدهار الباقة (أحمر)	charm006
104	CHARM_104_NAME	ازدهار الباقة (أزرق)	charm006
105	CHARM_105_NAME	الشمس الساخنة (ثلج)	charm007
106	CHARM_106_NAME	الشمس الساخنة (عنب)	charm007
107	CHARM_107_NAME	الشمس الساخنة (تنين)	charm007
108	CHARM_108_NAME	الشمس الساخنة (ليتشي)	charm007
109	CHARM_109_NAME	خفاش المَوقِد الليلي	charm008
110	CHARM_110_NAME	خفاش سيلف الليلي	charm008
111	CHARM_111_NAME	خفاش الصقيع الليلي	charm008
112	CHARM_112_NAME	خفاش الجنية الليلي	charm008
113	CHARM_113_NAME	النمر الخوخي المحظوظ	charm009
114	CHARM_114_NAME	النمر الأخضر المحظوظ	charm009
115	CHARM_115_NAME	النمر البنفسجي المحظوظ	charm009
116	CHARM_116_NAME	النمر المحظوظ السماوي	charm009
117	CHARM_117_NAME	الوميض الخوخي	charm010
118	CHARM_118_NAME	الوميض الأحمر	charm010
119	CHARM_119_NAME	الوميض الأزرق	charm010
120	CHARM_120_NAME	الوميض الأخضر	charm010
121	CHARM_121_NAME	مخالب باريوث أنياب الصقيع	charm046
122	CHARM_122_NAME	ازدهار الباقة (أخضر)	charm006
123	CHARM_123_NAME	ازدهار الباقة (أرجواني)	charm006
124	CHARM_124_NAME	الشمس الساخنة (جوافة)	charm007
125	CHARM_125_NAME	الشمس الساخنة (ليمون)	charm007
126	CHARM_126_NAME	خفاش الكهرباء الليلي	charm008
127	CHARM_127_NAME	خفاش الخصلة الليلي	charm008
128	CHARM_128_NAME	النمر الأخضر الداكن المحظوظ	charm009
129	CHARM_129_NAME	النمر البرتقالي المحظوظ	charm009
130	CHARM_130_NAME	الوميض الأرجواني	charm010
131	CHARM_131_NAME	الوميض العقيق	charm010
132	CHARM_132_NAME	ناجية توفو	charm047
133	CHARM_133_NAME	وشاح مقدس أحمر	charm048
134	CHARM_134_NAME	وشاح الأعماق أحمر	charm049
135	CHARM_135_NAME	دمية فيلاين البيضاء	charm042
136	CHARM_136_NAME	دمية ميلينكس المحشوة	charm053
137	CHARM_137_NAME	دمية فيلاين الوردية	charm042
138	CHARM_138_NAME	دمية فيلاين العنبية	charm042
139	CHARM_139_NAME	دمية فيلاين الخضراء	charm042
140	CHARM_140_NAME	دمية فيلاين البرتقالية	charm042
141	CHARM_141_NAME	وشاح مقدس أخضر	charm048
142	CHARM_142_NAME	وشاح مقدس لازوردي	charm048
143	CHARM_143_NAME	الوشاح المقدس السماوي	charm048
144	CHARM_144_NAME	وشاح مقدس أرجواني	charm048
145	CHARM_145_NAME	وشاح مقدس برتقالي	charm048
146	CHARM_146_NAME	وشاح مقدس وردي	charm048
147	CHARM_147_NAME	وشاح الأعماق أخضر	charm049
148	CHARM_148_NAME	وشاح الأعماق لازوردي	charm049
149	CHARM_149_NAME	وشاح الأعماق السماوي	charm049
150	CHARM_150_NAME	وشاح الأعماق الأرجواني	charm049
151	CHARM_151_NAME	وشاح الأعماق البرتقالي	charm049
152	CHARM_152_NAME	وشاح الأعماق الوردي	charm049
153	CHARM_153_NAME	شريط بوكي	charm052
154	CHARM_154_NAME	شريط بوكي المرجاني	charm056
155	CHARM_155_NAME	نزهة باولومو	charm050
156	CHARM_156_NAME	نزهة ظل الليل	charm054
157	CHARM_157_NAME	تأرجح راجانغ	charm055
158	CHARM_158_NAME	تأرجح راجانغ الغاضب	charm051
159	CHARM_159_NAME	الميدوسو الطائرة	charm057
160	CHARM_160_NAME	البالون الأحمر	charm058
161	CHARM_161_NAME	البالون الأحمر والأبيض	charm058
162	CHARM_162_NAME	بالون قوس قزح	charm058
163	CHARM_163_NAME	مستوطنة الميدوسو الطائرة	charm057
164	CHARM_164_NAME	تميمة النجمة الوحيدة	charm069
165	CHARM_165_NAME	حلية كولف ذهبي متدلية	charm059
166	CHARM_166_NAME	حلية إمبراطور ذهبي متدلية	charm060
167	CHARM_167_NAME	قلب كولف زمردي	charm061
168	CHARM_168_NAME	قلب كولف ياقوتي	charm061
169	CHARM_169_NAME	قلب كولف بلوري	charm061
170	CHARM_170_NAME	قلب كولف توباز	charm062
171	CHARM_171_NAME	قلب كولف ياقوتي أزرق	charm062
172	CHARM_172_NAME	قلب كولف جوهرة وردية	charm062
173	CHARM_173_NAME	خنزير سماوي	charm065
174	CHARM_174_NAME	بيلزبور	charm066
175	CHARM_175_NAME	تنين سمائي ذهبي	charm067
176	CHARM_176_NAME	تنين سمائي فضي	charm068
177	CHARM_177_NAME	سلسلة مكاسب رئيس المطعم	charm070
178	CHARM_178_NAME	فراشات شبحية من اللازورد	charm071
179	CHARM_179_NAME	فراشات شبحية من اليشم	charm071
180	CHARM_180_NAME	فراشات شبحية من الماغينتا	charm071
181	CHARM_181_NAME	ساعة آلية ذهبية	charm075
182	CHARM_182_NAME	ساعة آلية فضية	charm076
183	CHARM_183_NAME	8 الخارق المصغر (اللاعب 1)	charm064
184	CHARM_184_NAME	8 الخارق المصغر (اللاعب 2)	charm063
185	CHARM_185_NAME	سكين بلوري ياقوتي	charm078
186	CHARM_186_NAME	سكين بلوري كهرماني	charm078
187	CHARM_187_NAME	سكين بلوري لازوردي	charm078
188	CHARM_188_NAME	الحشرات الرعدية	charm073
189	CHARM_189_NAME	حشرات التنين	charm074
190	CHARM_190_NAME	طلسم ثلج فيلكانا	charm080
191	CHARM_191_NAME	شمعة غلافنيوس متوهج	charm077
192	CHARM_192_NAME	كولو-يا-كو مصعوق	charm079
193	DUMMY000009	Unavailable	charm001
194	CHARM_194_NAME	بلورة نقابة المخلص	charm081
195	CHARM_195_NAME	بلورة الرابطة التوجيهية	charm082
196	CHARM_196_NAME	MH Riders - كيرين	charm083
