Weapon ID	Weapon Name	File Path
153	مروحة فيلاين غاروغا<ICON ALPHA>+	otomo/wp/ot_we064
154	قاصف فيلاين ميوسربر<ICON ALPHA>+	otomo/wp/ot_we065
155	دمية فيلاين زوراه<ICON ALPHA>+	otomo/wp/ot_we019
156	جهاز ف ذهبي<ICON ALPHA>+	otomo/wp/ot_we066
157	عصا فيلاين العناية الكبرى<ICON ALPHA>+	otomo/wp/ot_we071
158	لكمة المهشم فيلاين<ICON ALPHA>+	otomo/wp/ot_we070
159	رمح فيلاين صافي<ICON ALPHA>+	otomo/wp/ot_we067
160	منجل فيلاين إسكادور<ICON ALPHA>+	otomo/wp/ot_we068
161	مظلة فيلاين إليزا<ICON ALPHA>+	otomo/wp/ot_we034
162	مروحة كولف لفيلاين<ICON ALPHA>+	otomo/wp/ot_we025
163	المدفع الفتّاك<ICON ALPHA>+	otomo/wp/ot_we035
164	عصا شكوبو الذهبية<ICON ALPHA>+	otomo/wp/ot_we038
165	عصا فيلاين نجمية لازوردية<ICON ALPHA>+	otomo/wp/ot_we037
166	HARDUMMY	otomo/wp/ot_we036
167	سيف ساموراي لفيلاين<ICON ALPHA>+	otomo/wp/ot_we039
168	عصا فراشة فيلاين<ICON ALPHA>+	otomo/wp/ot_we040
169	قيثارة ألوها فيلاين<ICON ALPHA>+	otomo/wp/ot_we041
170	قرعة فيلاين المضيئة<ICON ALPHA>+	otomo/wp/ot_we042
171	جرس النمر القطبي لفيلاين<ICON ALPHA>+	otomo/wp/ot_we043
172	حامل ميكروفون نجم فيلاين<ICON ALPHA>+	otomo/wp/ot_we044
173	مجرف بلوط لفيلاين<ICON ALPHA>+	otomo/wp/ot_we001
174	صولجان فيلاين بازيل<ICON ALPHA>+	otomo/wp/ot_we026
175	صولجان فانغيس فيلاين<ICON ALPHA>+	otomo/wp/ot_we033
176	مطرقة فيلاين نيرغي<ICON ALPHA>+	otomo/wp/ot_we010
177	سيف فيلاين هازاك<ICON ALPHA>+	otomo/wp/ot_we015
178	باقة فيلاين زينو<ICON ALPHA>+	otomo/wp/ot_we024
179	كتاب فيلاين للنقابة<ICON ALPHA>+	otomo/wp/ot_we063
180	سلة فيلاين وردية<ICON ALPHA>+	otomo/wp/ot_we075
181	قرن فيلاين بوكي<ICON ALPHA>+	otomo/wp/ot_we076
182	كرة فيلاين فرانكي الصلبة<ICON ALPHA>+	otomo/wp/ot_we077
183	مصباح شيشيماي فيلاين<ICON ALPHA>+	otomo/wp/ot_we078
184	ماكينة فضائية<ICON ALPHA>+	otomo/wp/ot_we079
185	مجرف فيلاين بلوط	otomo/wp/ot_we000
186	مجرف فيلاين بلوط	otomo/wp/ot_we000
187	مجرف فيلاين بلوط	otomo/wp/ot_we000
188	مروحة عصر اللازورد F<ICON ALPHA>+	otomo/wp/ot_we080
189	HARDUMMY	otomo/wp/ot_we081
190	مرجان دودة ضخمة<ICON ALPHA>+	otomo/wp/ot_we082
191	مطرقة بوابوا العظمية	otomo/wp/ot_we062
192	سيف فيلاين أنياب الصقيع<ICON ALPHA>+	otomo/wp/ot_we083
193	سلاح فيلاين فاتاليس<ICON ALPHA>+	otomo/wp/ot_we084
194	مجرف فيلاين بلوط	otomo/wp/ot_we000
195	عصا الملحن لفيلاين<ICON ALPHA>+	otomo/wp/ot_we085
196	بلطة فيلاين الريفية<ICON ALPHA>+	otomo/wp/ot_we086
197	هراوة ملعونة<ICON ALPHA>+	otomo/wp/ot_we073
198	مجرف فيلاين بلوط	otomo/wp/ot_we000
199	مجرف فيلاين بلوط	otomo/wp/ot_we000
200	مجرف فيلاين بلوط	otomo/wp/ot_we000
