Food Code	Food Name	Food Desc
FISH_25_ID	كافيار وردي	سمك يساعد على تنشيط مهارات طعام المدفعية.بيض سمك وردي رائع مملح قليلًا.
FISH_26_ID	حبّار الزنبق	سمك يساعد على تنشيط مهارات طعام المدفعية.يقال إنه يكسبك بعض البصيرة.
FISH_27_ID	الأخطبوط الراقص	سمك يساعد على تنشيط مهارات طعام المدفعية.طهو الأخطبوط يجعل أقدامه تلتف مثل قدمي الراقص.
FISH_28_ID	كافيار وجداني	سمك يساعد على تنشيط مهارات طعام المدفعية.بيض سمك لذيذ للغاية حتى إنه يعتبر غذاء للروح.
FISH_29_ID	الحبّار الحاكم	سمك يساعد على تنشيط مهارات طعام المدفعية.حجم هذا الحبّار يتطلّب حرفيًااعتباره كحاكم مكان ما.
VEGE_00_ID	كرفس فاتن	خضار يساعد على تنشيط مهاراتطعام الشجاعة. بمجرد تذوقه، لن تستطيعمقاومة طعمه.
VEGE_01_ID	رابسكالين	خضار يساعد على تنشيط مهارات طعامالشجاعة. إذا تناولته نيئًا، يكون مذاقه حارًاحتى إن ديفيلجو قد يذرف الدمع.
VEGE_02_ID	صبار الجوهرة	خضار يساعد على تنشيط مهارات طعام الشجاعة.إنه كبير ويحتوي على لحم لذيذ ودسم.
VEGE_03_ID	زهرة التنين	خضار يساعد على تنشيط مهارات طعام الشجاعة.زهرة تحتوي على ثمرة قاسية كقشور التنين المجنح.
VEGE_04_ID	الصبار الملكي	خضار يساعد على تنشيط مهارات طعام الشجاعة.إنه صبار من نوعية فاخرة تكاد تكون ملكية.
VEGE_05_ID	طماطم دسمة	خضار يساعد على تنشيط مهارات طعام الشجاعة.طماطم فاخرة تحتوي على عصارة لذيذة.
VEGE_06_ID	الذرة الحجرية	خضار يساعد على تنشيط مهارات طعام المرونة.ساق الذرة هذا يحتاج تقريبًا إلى قوى خارقةلتقشيره.
VEGE_07_ID	البطاطا الراسخة	خضار يساعد على تنشيط مهارات طعام المرونة.الجذور المتينة التي تمتد منها تجعلمهمة الحصاد شاقة.
VEGE_08_ID	قلنسوة الفطر الفاخر	خضار يساعد على تنشيط مهاراتطعام المرونة. فطر لذيذ، حتى الطهاةاعتادوا على أكله أثناء الطهي.
VEGE_09_ID	فطر القمر المضيء	خضار يساعد على تنشيط مهارات طعام المرونة.إنه فطر يضيء بشكل خافت مثل القمر.
VEGE_10_ID	فطر الروح	خضار يساعد على تنشيط مهارات طعام المرونة.توهّج هذا الفطر لا يمكن وصفه إلا بأنه من عالمآخر.
VEGE_11_ID	الفطر الملوّث	خضار يساعد على تنشيط مهارات طعام المرونة.ليس غريبًا أنه يصعب إيجاده، فقد كان يُعتقدأنه مجرد أسطورة.
VEGE_12_ID	اليقطين الضخم	خضار يساعد على تنشيط مهارات طعام الحيوية.إنه يقطين فاخر ورائع ومتناسب.لكن مذاقه غالبًا يكون بعيد كل البعد عن هيئته.
VEGE_13_ID	بصل الهراوة	خضار يساعد على تنشيط مهارات طعام الحيوية.كما يوحي اسمه، فإن مذاقه الحار ومظهرهالقاسي غالبًا يجعلانه كالأوغريش.
VEGE_14_ID	زهرة البريق	خضار يساعد على تنشيط مهارات طعام الحيوية.إن عبيرها يرسم في العقل صورةخافتة وملوّنة لضوء الشمس.
VEGE_15_ID	عشب قبلة الشمس	خضار يساعد على تنشيط مهارات طعام الحيوية.يزعم أن هذا العشب يمتلك قوى علاجية عديدة.
VEGE_16_ID	الزهرة الذهبية	خضار يساعد على تنشيط مهارات طعام الحيوية.زهرة تطلق أشعة جميلة ذهبية.
VEGE_17_ID	كمأة الملك	خضار يساعد على تنشيط مهارات طعام الحيوية.كمية قليلة منه تضيف قدر كبير من النكهاتالرائعة إلى أي صحن.
VEGE_18_ID	كرفس عطِر	خضار يساعد على تنشيط مهارات طعام الذكاء.إن نكهته تختلف كثيرًا حسبطريقة إعداده.
VEGE_19_ID	فلفل حلو منشور	خضار يساعد على تنشيط مهارات طعام الذكاء.يختلف لونه كثيرًا وفقًا لطريقةتحضيره.
VEGE_20_ID	فاكهة متعفنة	خضار يساعد على تنشيط مهارات طعام الذكاء.نضجت الفاكهة رغم الظروفالقاسية في الوادي المتعفن.
VEGE_21_ID	توت فردوسي	خضار يساعد على تنشيط مهارات طعام الذكاء.يُشاد بمذاقه كما لو أنه طعام من أفضل الأماكن.
VEGE_22_ID	فاكهة فردوسية	خضار يساعد على تنشيط مهارات طعام الذكاء.إنها تمتلك نكهة ساحرة للغاية تبدو كما لو أنهامن عالم آخر.
VEGE_23_ID	ملفوف المليون طيّة	خضار يساعد على تنشيط مهارات طعام الذكاء.إنه يتميز بتركيبته الاستثنائية وذلك بفضلعدد طيّات أوراقه الذي لا يحصى.
VEGE_24_ID	بذرة كوت-كو	خضار يساعد على تنشيط مهارات طعام المدفعية.مذاق هذه البذرة العرضيّة حار بما يكفيليجعلك تنفث نارًا مثل يان كوت-كو.
VEGE_25_ID	مانجو مذابة	خضار يساعد على تنشيط مهارات طعام المدفعية.هذه المانجو تنضج بسرعة بعد قطفها،وتواصل ثورانها بسبب الحرارة لفترة طويلة بعد ذلك.
VEGE_26_ID	فاكهة حجرية	خضار يساعد على تنشيط مهارات طعام المدفعية.تمتلك هذه الفاكهة قشرة قاسية مثل الحجر.
VEGE_27_ID	التفاح المقدس	خضار يساعد على تنشيط مهارات طعام المدفعية.إنها فاكهة استوائية تنمو بصعوبة.
VEGE_28_ID	فاكهة برية	خضار يساعد على تنشيط مهارات طعام المدفعية.مذاقه الغريب هو المفضل بين خبراء الأطعمة.
VEGE_29_ID	دوريان الزمردي	خضار يساعد على تنشيط مهارات طعام المدفعية.إنها فاكهة نادرة تتوهج كالزمردوتكاد تكون لها القيمة نفسها.
LIQUOR_00_ID	طمي البطاطا	مشروب يساعد على تنشيط مهارات طعام البصيرة.يتم احتساء هذا المشروب بسرعة وسهولة.
LIQUOR_01_ID	خمر التنين	مشروب يساعد على تنشيط مهارات طعام البصيرة.شراب قوي بما يكفي للإطاحة بتنين مجنح،وإن كانت طريقة اختبار الأمر مطروحة للنقاش.
LIQUOR_02_ID	مشروب قاهر العفريت	مشروب يساعد على تنشيط مهاراتطعام البصيرة. هذا المشروب لاذع بما يكفيلحفر ثقب في معدة ديفيلجو.
LIQUOR_03_ID	كهرمان التنين المجنح	مشروب يساعد على تنشيط مهاراتطعام البصيرة. إنه خمر عطِر وعتيق.
LIQUOR_04_ID	مشروب السمكة الذهبية	مشروب يساعد على تنشيط مهارات طعام البصيرة.اعتبر نفسك محظوظًا للحصول على مشروبالكأس المقدس.
LIQUOR_05_ID	ساكي قاتل التنين	مشروب يساعد على تنشيط مهارات طعام البصيرة.اُستخلص نبيذ الأرز وفق عملية تم البحث فيها لفترةطويلة. خلاصة ساكي.
LIQUOR_06_ID	مشروب الصياد	مشروب يساعد على تنشيط مهارات طعام الحظ.إنه أفضل شراب منعش بعد فترة طويلة في الصيد.
LIQUOR_07_ID	براندي نجمي	مشروب يساعد على تنشيط مهارات طعام الحظ.يظهر على ملصق زجاجته نجم الياقوت الأزرقالشهير الخاص بلجنة البحث.
LIQUOR_08_ID	جعة السيد	مشروب يساعد على تنشيط مهارات طعام الحظ.هذا المشروب الغني والناعم تم تخميره مع شعير محمّصوله شعبية بين هواة الخمر.
LIQUOR_09_ID	مشروب راذا	مشروب يساعد على تنشيط مهارات طعام الحظ.إنه مشروب معتق في برميل محروق بواسطةلهب راذالوس الناري.
LIQUOR_10_ID	جعة أستيرا	مشروب يساعد على تنشيط مهارات طعام الحظ.إنه المشروب المحلّي للجنة البحث.ويعتبر الأفضل للاحتساء أثناء النخب الاحتفالي.
LIQUOR_11_ID	النبيذ المبارك	مشروب يساعد على تنشيط مهارات طعام الحظ.يحمل المشروب الرقم القياسي لبقائه أطول فترةعلى قمة الترتيب الشهري لنبيذ الصياد.
LIQUOR_12_ID	جرعة قرن عظيم	مشروب يساعد على تنشيط مهارات طعام الاستعداد.مصنوع من مسحوق قرون الحيواناتالتي توجد في نطاق الصقيع.
LIQUOR_13_ID	جعة مباركة	مشروب يساعد على تنشيط مهارات طعام الاستعداد.عادة تُمنح للمسافرين كميدالية حظ جيد للطريق.
LIQUOR_14_ID	شراب الزبد	مشروب يساعد على تنشيط مهارات طعام الاستعداد.إنه مشروب منعش مصنوع من قبعيّة محصودة حديثًا من النطاق.
LIQUOR_15_ID	نبيذ العسل المُحصن	مشروب يساعد على تنشيط مهارات طعام الاستعداد.تقوم المكونات الطبيعية المُنتقاة بعناية في هذا المشروب بتدفئة الجسم إلى الصميم.
LIQUOR_16_ID	شراب ساحر	مشروب يساعد على تنشيط مهارات طعام الاستعداد.تسحر نكهة هذه الفاكهة الحلوة مَن يشم رائحتها.
LIQUOR_17_ID	شراب مكسيكي	مشروب يساعد على تنشيط مهارات طعام الاستعداد.مشروب فعال يتناوله الصيادون المتهورون لإثبات قوة تحملهم.
LIQUOR_18_ID	شراب جليدي	مشروب يساعد على تنشيط مهارات طعام الرائد.يُقدم شراب المطعم رفيع المستوى بمكعبات الثلج،يُقدم الآن وفوقه طبقة ثلجية.
LIQUOR_19_ID	شراب النخب	مشروب يساعد على تنشيط مهارات طعام الرائد.شراب مُعتق يُتناول عند الاحتفالبالصيد الناجح والمناسبات السعيدة الأخرى.
LIQUOR_20_ID	جرعة الثلج الذائب	مشروب يساعد على تنشيط مهارات طعام الرائد.مذاق الثلج الذائب الصافي يجعل تناول هذا الشراب نخبًا تقليديًا بعد القتال.
LIQUOR_21_ID	شراب كوكتيل الثلج	مشروب يساعد على تنشيط مهارات طعام الرائد.شراب فاخر يُقدم فوق قطع فضية من رقائق الثلج الكثيفة.
LIQUOR_22_ID	شراب بلور ثلجي	مشروب يساعد على تنشيط مهارات طعام الرائد.شراب شفاف من الواضح أنه يبدو وكأن الفقاعات تصعد خارج كوب فارغ.
LIQUOR_23_ID	شراب روحي حارق	مشروب يساعد على تنشيط مهارات طعام الرائد.تُشعل رشفة واحدة من هذه الجعة الفعالة نارًا تبدأ من المعدة وصولًا إلى كل الأعضاء.
