Gallery ID	Gallery Name	Gallery Desc
EVC1026	포식자들의 영역 다툼	먹이를 찾아 육산호의 대지를 떠돌던 오도가론.난폭하게 콧김을 불며 헌터를 노려보는 순간뒤에서 포효와 함께 불길한 그림자가 나타난다.
EVC1027	세리에나 방어전	격룡항포의 발사 준비가 될 때까지이베르카나의 맹공을 막아 내라!세리에나 방어전은 어떻게 될 것인가...?
EVC1028	추격의 봉화	훌륭하게 이베르카나를 물리친 헌터.모두가 안도하는 가운데 조사팀 리더는다음에 해야 할 일을 전한다.
EVC1029	추격의 끝에	헌터는 이베르카나를 쫓아바다 건너 극한지에 발을 디딘다.다시 마주 보게 된 양자의 운명은 과연…
EVC1030	멈추지 않는 대지의 이변	빙룡을 물리치고 월석의 수수께끼를 푼두 사람. 그러나 기쁨도 잠시, 용인족 헌터에게서 나쁜 소식이 도착한다.
EVC1031	새로운 재앙의 흔적	용결정의 땅에서 네르기간테의 흔적을 발견한헌터가 조사를 개시하려는 순간,하늘에서 붉게 물든 폭발물이 떨어진다...
EVC1032	죽음을 두른 발하자크	독기가 감돌며 평소와는 다른 분위기의고대수의 숲. 발하자크는근처의 모든 것을 독기로 덮으면서 나아간다.
EVC1033	명해의 빛	일곱 빛깔로 반짝이는 날개가 눈에 비친 순간,수수께끼의 물줄기에 삼켜진 헌터.눈을 떠보니, 그곳에는...
EVC1034	멈춰 서지 않고 앞으로	위대한 존재의 조사를 위해 기구에 탑승한정예 중, 누구보다 답을 원하던필드마스터의 모습은 보이지 않았다...
EVC1035	위대한 존재	결전의 땅에서 네르기간테를 물리친 헌터.그러나 울려 퍼지는 노랫소리와 함께위대한 존재가 모습을 드러내려 하고 있었다.
EVC1036	대자연의 힘	지제룡과의 사투를 마친 헌터의 곁으로 모이는조사단의 동료들. 위대한 자연의 힘에맞서는 그들이 보게 된 것은...
EVC1037	달과 희망의 푸른 별	레이기에나로 시작된 조사는 위대한 존재를알아내는 것으로 막을 내렸다. 끝없는 탐구심을가슴에 품고 조사단은 이야기를 나눈다.
EVC1038	끝없는 탐구	연회의 밤이 끝나고, 조사단은다음 조사를 향해 움직이기 시작한다.
EVC1041	인도하는 땅으로	네르기간테를 쫓는 헌터 일행의 눈앞에갑자기 나타난 것은 다양한 생물들이 모이는생명의 요람이었다.
EVC1042	삼파전의 틈에서	인도하는 땅을 탐색하던 헌터는 떼 지어날아다니는 뇌광충 무리를 발견한다. 거기에나타난 리오레우스, 그리고 더 큰 위협이...
EVC1043	영역은 결코 내줄 수 없어!	영역을 지키는 얀가루루가 앞에 나타난 것은먹이를 찾아다니는 이블조였다.두 마리의 싸움에 휘말리게 된 헌터는...
EVC1044	등 뒤에서 엄습하는 강자의 고동	인도하는 땅을 탐색하던 중, 안내 벌레의 인도를 받아도착한 거대한 암벽 앞에 서서 생각에 잠긴 대단장. 그러나다음 순간, 등 뒤에서 새로운 위협이 그림자를 드리우는데…!
EVC1045	처절한 포효	용암 지대를 발견한 헌터 일행은무언가를 경계하는 듯한 모습의 키린과 마주쳤다.키린의 시선이 향한 곳에는 과연 무엇이….
EVC1046	새로운 극한지	인도하는 땅에서 새로운 지대를 발견했다헌터들은 얼어붙은 대지에 남겨진새로운 흔적을 발견하는데…
EVC1047	이변의 근원	대단장과 용인족 헌터의 안내를 받아이변의 원인을 조사하던 헌터 일행.상황을 토대로 추측하건대 이는 바로…. 
EVC1048	완전한 자	깊은 골짜기에서 조우한 재앙의 그림자,꿰뚫는 듯한 시선으로 여린 생명을 노린다.
EVC1052	명적룡, 또다시	또다시 깊은 골짜기에 모습을 드러낸 재앙의 그림자,이 땅의 운명은 푸른별의 손에 쥐어졌다.
EVC1050	나타난 대지의 화신	지맥의 흐름 끝에서 위대한 존재는포효한다. 큰 바위를 두른 채, 몸동작 하나로땅을 뒤흔드는 모습은 말 그대로 대지의 화신.
EVC1056	파멸과의 대치	냉기를 흩뿌리며, 작열에 몸을 태우는 이채로운 용 알바트리온. 헌터들은'파괴의 상징'과 대치한다.
EVC1053	운명을 걸고	먼 옛날 하룻밤 새 멸망한 왕국, 슈레이드.또다시 나타난 흑룡이 초래한 운명은그들의 어깨에 걸려 있었다.
EVC1054	세상을 멸망에서 구하기 위해	다른 이들의 희망을 짊어진 자가새로운 땅을 함께 걷고, 굳건한인연은 그 헌터의 등을 밀어준다.
