Food Code	Food Name	Food Desc
MEAT_14_ID	주사위 미트	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 작게 잘라나뉘어진 조금 질 좋은 고기.
MEAT_15_ID	빅 설로인	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 질과 양을 겸비한아프토노스의 고급 부위.
MEAT_16_ID	가브리브 로스	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 남기는부분이 없도록 덥석 물어서 먹자.
MEAT_17_ID	기간트 미트	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 아무리 덩어리가거대해도 순식간에 먹어 치울 수 있다.
MEAT_18_ID	화이트리버	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 걸쭉한식감이 인기 만점!
MEAT_19_ID	가슴앓이 갈비	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 거의 비계인데도 자꾸만 먹게 되는 고기.
MEAT_20_ID	안창 안창살	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 먹으면왠지 마음이 들뜨게 된다.
MEAT_21_ID	아뜨아뜨 하트	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 식감이 인기있는 부위. 뜨거울 때 먹어야 제맛!
MEAT_22_ID	호화 볼기살	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 귀한 부위를호쾌하게 잘라낸 특별한 식재료.
MEAT_23_ID	도스푸아그라	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 크림 같은식감과 깊은 맛이 인기 만점.
MEAT_24_ID	폰터키	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 살은 별로안 붙어 있다.
MEAT_25_ID	머튼그레이트	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 다양한 방법으로 조리할 수 있는 식재료.
MEAT_26_ID	초식룡의 알	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 고기류 식재료. 아주 큰달걀 프라이를 만들 수 있다.
MEAT_27_ID	킹 터키	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 왕이라는수식어가 아깝지 않은 훌륭한 살집.
MEAT_28_ID	마그마 머튼	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 삶으면삶을수록 맛이 좋아지는 식재료.
MEAT_29_ID	카이저 터키	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 고기 식재료. 황제라는말이 아깝지 않은 압도적인 살집.
FISH_00_ID	갈기 참치	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 용감한갈기 만큼이나 맛도 좋다.
FISH_01_ID	스네이크 연어	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 꿈틀거리는연어. 뱀 같은 생선이다.
FISH_02_ID	용기 뱀장어	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 먹으면용기가 솟아오른다고 한다.
FISH_03_ID	회어	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 살이 올라맛있기에 널리 사랑받고 있다.
FISH_04_ID	고대 참돔	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 고대로부터사랑받고 있는 고급 식재료.
FISH_05_ID	건방진 방어	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 건방지게생겼지만, 용감하게 살아가는 생선.
FISH_06_ID	큰 고동	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 껍데기가클수록 가치가 높다고 한다.
FISH_07_ID	가리비 칩	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 보존용으로건조한 식재료. 스프에도 사용된다.
FISH_08_ID	엄선 항아리전복	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 맛도 크기도일품인 항아리 전복.
FISH_09_ID	갈색 항아리전복	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 향기도 맛도독특하게 변화한 전복.
FISH_10_ID	비장의 항아리전복	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 진미 중의진미로 취급받는 항아리 전복.
FISH_11_ID	큰뿔 소라	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 껍데기에 큰뿔이 있다. 생태에 대해서 조사 중.
FISH_12_ID	군단 정어리	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 큰 무리를이루어 자기 영역을 지킨다고 한다.
FISH_13_ID	무사 가다랑어	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 투구처럼보이는 멋진 모양이 특징.
FISH_14_ID	가쟈우의 아가미살	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 차분하게구워야 하지만 맛은 일품이다.
FISH_15_ID	가쟈우의 내장	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 양질의 지방이 많이 포함되어 있어 맛이 좋다.
FISH_16_ID	장군 가다랑어	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 온몸의생김새가 갑옷과 투구처럼 보인다.
FISH_17_ID	새빨간 도미	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 불타오르는듯한 빨간색이 특징인 고급 식재료.
FISH_18_ID	등접힌 새우	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 등이 접힐 듯구부러진 모양이 특징인 갑각류.
FISH_19_ID	갑옷 가재	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 갑옷처럼튼튼한 껍질을 두른 갑각류.
FISH_20_ID	산호 새우	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 아름다운연분홍색의 작은 갑각류.
FISH_21_ID	성채 가재	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 껍데기에조개류를 공생시켜서 커 보인다.
FISH_22_ID	여왕 새우	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 여왕으로군림하고 있는 새우.
FISH_23_ID	천년 게	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 천년을살고 있다고 알려진 멋진 게.
FISH_24_ID	뼈문어	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 식감은마치 뼈를 씹는 것 같다.
FISH_25_ID	핑크 캐비아	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 선명한 핑크색으로 빛나는 절인 상어알.
FISH_26_ID	백합 오징어	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 좋은아이디어가 생각나게 해 준다고도.
FISH_27_ID	문어 페스타	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 요리하면춤을 춘 듯한 모양이 되어 버린다.
FISH_28_ID	소울 캐비아	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 감동적인감칠맛을 숨긴 해산물의 진미.
FISH_29_ID	대왕 오징어	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 생선 식재료. 대왕이라는이름에 어울리는 커다란 식재료.
VEGE_00_ID	스테디샐러리	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 풍미가 약간강하지만, 자꾸만 입에 넣게 된다.
VEGE_01_ID	무서어니언	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 생으로먹으면 눈물이 날 만큼 자극적이다.
VEGE_02_ID	왕구슬 선인장	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 큼직하고과육이 가득하다.
VEGE_03_ID	드래곤 플라워	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 용의 비늘만큼 단단한 껍질을 지닌 꽃.
VEGE_04_ID	임금님 선인장	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 임금님이라는 이름에 어울리는 품질의 식물.
VEGE_05_ID	서리내림 토마토	≪용감≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 달콤한과즙이 듬뿍 담긴 최고의 토마토.
VEGE_06_ID	견고한 수수	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 껍질을벗기기가 쉽지 않은 채소.
VEGE_07_ID	굳센 포테토	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 뿌리를뽑는 데 힘이 많이 든다.
VEGE_08_ID	엄선 줄무늬버섯	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 요리사도감탄할 정도로 품질 좋은 버섯.
VEGE_09_ID	달빛버섯	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 달빛처럼희미하게 빛나는 줄무늬버섯.
VEGE_10_ID	혼령빛 줄무늬버섯	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 환상적인빛을 휘감은 버섯.
VEGE_11_ID	대지죽순	≪인내≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 꽤 희귀해한때 환상의 식재료라 불렸다.
VEGE_12_ID	둔덕호박	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 묵직하고멋진 호박. 맛은...
VEGE_13_ID	기둥파	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 이름처럼매우 거친 형태와 매운맛이 특징.
VEGE_14_ID	샤인 플라워	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 따스한햇빛이 생각나는 향기를 지닌 꽃.
VEGE_15_ID	백양초	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 만병에효과가 있다고 알려진 식물.
VEGE_16_ID	골드 플라워	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 황금에비유될 만큼 꽃이 아름답다.
VEGE_17_ID	킹 트러플	≪열혈≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 요리에 조금넣기만 해도 행복한 향기가 퍼진다.
VEGE_18_ID	오향 샐러리	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 조리 방법에따라 향기가 달라진다.
VEGE_19_ID	무지개색 파프리카	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 조리 방법에따라 색이 달라진다.
VEGE_20_ID	독기의 과실	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 가혹한환경에서 성장을 이루어 낸 과일.
VEGE_21_ID	헤븐 베리	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 승천할만큼 자극적인 맛을 지닌 식물.
VEGE_22_ID	피안의 과실	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 이 세상음식 같지 않은 냄새가 난다.
VEGE_23_ID	밀리언 캐비지	≪두뇌≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 수북하게겹쳐진 잎이 기적의 식감을 준다.
VEGE_24_ID	쿡 콩	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 가끔 불이날 것처럼 매운 콩이 섞여 있다.
VEGE_25_ID	불익는 망고	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 수확 후에도계속 열을 지녀서 빨리 익는다.
VEGE_26_ID	락 후르츠	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 바위처럼단단한 껍질을 지닌 식물이다.
VEGE_27_ID	트로피컬 파인	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 자라는속도가 느린 열대 과일.
VEGE_28_ID	와일드 후루츠	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 애호가들이좋아하는 와일드한 맛.
VEGE_29_ID	에메랄두리안	≪화포≫ 계통의 식사 스킬 발동이쉬워지는 채소 식재료. 녹색보석에 비유할 만큼 희귀한 열매.
LIQUOR_00_ID	진흙고구마주	≪눈썰미≫ 계통의 식사 스킬 발동이쉬워지는 술. 숙취를 조심할 것.
LIQUOR_01_ID	용주	≪눈썰미≫ 계통의 식사 스킬 발동이쉬워지는 술. 용도 취할 만큼 독한술이다.
LIQUOR_02_ID	귀신고구마주	≪눈썰미≫ 계통의 식사 스킬 발동이쉬워지는 술. 귀신도 괴로워할 만큼씁쓸한 술이다.
LIQUOR_03_ID	용호박석주	≪눈썰미≫ 계통의 식사 스킬 발동이쉬워지는 술. 숙성으로 이끌어내는깊은 맛이 인기인 술.
LIQUOR_04_ID	황금고구마주	≪눈썰미≫ 계통의 식사 스킬 발동이쉬워지는 술. 쉽게 손에 넣을 수 없는환상의 고급 술.
LIQUOR_05_ID	프리미엄 드래곤 슬레이어	≪눈썰미≫ 계통의 식사 스킬 발동이쉬워지는 술. 장인이 오래 연구하고양조한 끝에 만들어낸 최고의 술.
LIQUOR_06_ID	사냥꾼 맥주	≪행운≫ 계통의 식사 스킬 발동이쉬워지는 술. 한 번 사냥을 다녀온후에 시원하게 한 잔!
LIQUOR_07_ID	스타 브랜디	≪행운≫ 계통의 식사 스킬 발동이쉬워지는 술. 맛을 보장하는조사단의 별이 찍힌 술.
LIQUOR_08_ID	달인 맥주	≪행운≫ 계통의 식사 스킬 발동이쉬워지는 술. 애호가들이즐겨 찾는 깊은 맛의 흑맥주.
LIQUOR_09_ID	레우스 위스키	≪행운≫ 계통의 식사 스킬 발동이쉬워지는 술. 화룡의 입김으로그슬은 나무통으로 숙성시킨 명품.
LIQUOR_10_ID	아스테라 맥주	≪행운≫ 계통의 식사 스킬 발동이쉬워지는 술. 조사 거점에서 만든현지의 맥주. 축배로 딱 좋다.
LIQUOR_11_ID	브레스 와인	≪행운≫ 계통의 식사 스킬 발동이쉬워지는 술. 일생에 한 번은마셔보고 싶은 와인 랭킹 1위.
LIQUOR_12_ID	맹각약선주	≪여행 준비≫ 계통의 식사 스킬 발동이쉬워지는 술. 바다 건너 극한지의생물의 뿔을 생약으로 배합한 술.
LIQUOR_13_ID	럭키 테킬라	≪여행 준비≫ 계통의 식사 스킬 발동이쉬워지는 술. 여행의 행운을 바라며마시는 좋은 예감의 술.
LIQUOR_14_ID	머위주	≪여행 준비≫ 계통의 식사 스킬 발동이쉬워지는 술. 특산 머윗대를 절여자양 강장 효과가 있다.
LIQUOR_15_ID	특농벌꿀주	≪여행 준비≫ 계통의 식사 스킬 발동이쉬워지는 술. 까다로운 자연 재료를 사용해몸속부터 따뜻하게 해 준다.
LIQUOR_16_ID	마녀의 사과주	≪여행 준비≫ 계통의 식사 스킬 발동이쉬워지는 술. 감미롭고 요염한 향기가마치 마녀의 유혹처럼 느껴진다.
LIQUOR_17_ID	크레이지 테킬라	≪여행 준비≫ 계통의 식사 스킬 발동이쉬워지는 술. 용감한 사냥꾼이 담력을실험하기 위해 마시는 미치도록 독한 술.
LIQUOR_18_ID	고드름 보드카	≪개척자≫ 계통의 식사 스킬 발동이쉬워지는 술. 보드카에 고드름을 띄워 만든호쾌한 술.
LIQUOR_19_ID	해피 테킬라	≪개척자≫ 계통의 식사 스킬 발동이쉬워지는 술. 사냥 성공 등을 축하하는자리에서 마시는 축배용 술.
LIQUOR_20_ID	눈녹임 하이볼	≪개척자≫ 계통의 식사 스킬 발동이쉬워지는 술. 눈 녹은 물이 상쾌하게 퍼져화해하는 자리에 딱 좋은 술.
LIQUOR_21_ID	은령 하이볼	≪개척자≫ 계통의 식사 스킬 발동이쉬워지는 술. 은빛으로 빛나는 초고경도 얼음을잔뜩 넣은 술.
LIQUOR_22_ID	크리스털 하이볼	≪개척자≫ 계통의 식사 스킬 발동이쉬워지는 술. 마치 거품만 떠 있는 것처럼보일 정도로 맑은 술.
LIQUOR_23_ID	작염의 스피리터스	≪개척자≫ 계통의 식사 스킬 발동이쉬워지는 술. 한 모금만 마셔도 온몸이빨갛게 달아오를 만큼 독하다.
