Quest ID	Quest Name	Quest Target	Fail Condition
00405	날아라, 파오우르무!	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
00407	라도발킨 사냥은 힘들어!	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
00408	화려한 헌터: 레이기에나	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
00431	특수 격투장: 만악룡 편	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
00432	특수 격투장: 자화룡 편	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
00433	특수 격투장: 부공룡 편	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
00434	특수 격투장: 골추룡 편	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
00451	날뛰는 어금니와의 대치	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
00452	나는야 숲의 운반자	비룡의 알 2개 납품	제한 시간 종료3번 힘이 다한다
00461	여왕은 황야에서 타오른다	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
00471	어둠을 두른 붉은 빛	샤무오스 11마리 토벌	제한 시간 종료3번 힘이 다한다
00472	어둠 속의 치치야크	치치야크 사냥	제한 시간 종료3번 힘이 다한다
00473	폭신폭신 파오우르무	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
00474	육지의 조개는 심해를 꿈꾸는가?	특산 항아리전복 10개 납품	제한 시간 종료3번 힘이 다한다
00475	포획: 부공룡 생태 조사	파오우르무 포획	제한 시간 종료3번 힘이 다한다파오우르무 토벌
00481	노도 같은 칸타로스 축제	칸타로스 14마리 토벌	제한 시간 종료3번 힘이 다한다
00482	도스기르오스는 마비의 향기	도스기르오스 사냥	제한 시간 종료3번 힘이 다한다
00483	뼈전차, 골짜기를 달리다	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
00484	날갯짓하는 악몽	라피노스 5마리 토벌	제한 시간 종료3번 힘이 다한다
00501	골짜기 아래에 기다리는 것은	임무 달성	제한 시간 종료3번 힘이 다한다
00502	불의 용은 숲의 꼭대기에	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
00503	뿔의 용은 모래의 바닥에	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
00504	조라-마그다라오스 유인 작전	임무 달성	제한 시간 종료3번 힘이 다한다유인 실패
00531	특수 격투장: 풍표룡 편	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
00532	특수 격투장: 참조룡 편	오도가론 사냥	제한 시간 종료3번 힘이 다한다
00533	특수 격투장: 화룡 편	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
00534	특수 격투장: 각룡 편	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
00551	왕은 정점에서 잠든다	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
00552	가장 강하고 무서운 최고의 부부!	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00561	모래 위 한 쌍의 뿔	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
00571	빙결의 소나타	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
00572	창백의 발굽이 내는 음률	키린 토벌	제한 시간 종료3번 힘이 다한다
00581	끔찍한 발톱	오도가론 사냥	제한 시간 종료3번 힘이 다한다
00582	포획: 참조룡 생태 조사	오도가론 포획	제한 시간 종료3번 힘이 다한다오도가론 토벌
00583	호랑이 굴에 가야 고기를 얻는다	고기 덩어리 2개 납품	제한 시간 종료3번 힘이 다한다
00601	경악의! 푸케푸케! 조사!	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
00605	난폭한 놈, 더 날뛰다	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
00607	이상한 나라의 여왕	임무 달성	제한 시간 종료3번 힘이 다한다
00631	특수 격투장: 독요조 상위 편	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
00632	특수 격투장: 토사룡 상위 편	볼보로스 사냥	제한 시간 종료3번 힘이 다한다
00633	특수 격투장: 비뢰룡 상위 편	토비카가치 사냥	제한 시간 종료3번 힘이 다한다
00634	특수 격투장: 만악룡 상위 편	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
00635	특수 격투장: 자화룡 상위 편	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
00636	특수 격투장: 부공룡 상위 편	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
00637	특수 격투장: 골추룡 상위 편	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
00641	그리운 어벤트로트	조라-마그다라오스 유인	제한 시간 종료3번 힘이 다한다유인 실패
00651	도스쟈그라스 사냥	도스쟈그라스 사냥	제한 시간 종료3번 힘이 다한다
00652	푸케푸케 사냥	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
00653	토비카가치 사냥	토비카가치 사냥	제한 시간 종료3번 힘이 다한다
00654	안쟈나프 사냥	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
00655	잠자는 숲 속의 여왕	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
00656	포획: 비뢰처럼 움직여라	토비카가치 포획	제한 시간 종료3번 힘이 다한다토비카가치 토벌
00661	쿠루루야크 사냥	쿠루루야크 사냥	제한 시간 종료3번 힘이 다한다
00662	볼보로스 사냥	볼보로스 사냥	제한 시간 종료3번 힘이 다한다
00663	독요조, 황야에 잠복하다	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
00665	쥬라토도스 사냥	쥬라토도스 사냥	제한 시간 종료3번 힘이 다한다
00666	리오레이아 사냥	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
00667	난폭한 놈, 황야에 오다	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
00671	치치야크 사냥	치치야크 사냥	제한 시간 종료3번 힘이 다한다
00672	파오우르무 사냥	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
00681	짜릿한 그 녀석의 숨은 맛	도스기르오스 사냥	제한 시간 종료3번 힘이 다한다
00682	라도발킨 사냥	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
00683	주방장의! 두근두근 납품 의뢰	고대의 화석 4개 납품	제한 시간 종료3번 힘이 다한다
00684	주방장의! 두근두근 토벌 의뢰	기르오스 10마리 토벌	제한 시간 종료3번 힘이 다한다
00691	가스토돈은 갑자기 멈추지 않아	가스토돈 13마리 토벌	제한 시간 종료3번 힘이 다한다
00692	바르노스 토벌	바르노스 5마리 토벌	제한 시간 종료3번 힘이 다한다
00693	도도가마루 사냥	도도가마루 사냥	제한 시간 종료3번 힘이 다한다
00694	주방장의! 조마조마 격퇴 의뢰	가쟈부 10마리 토벌	제한 시간 종료3번 힘이 다한다
00701	갈망의 검은 상처	네르기간테 토벌	제한 시간 종료3번 힘이 다한다
00731	특수 격투장: 앵화룡 상위 편	리오레이아 아종 사냥	제한 시간 종료3번 힘이 다한다
00732	특수 격투장: 풍표룡 상위 편	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
00733	특수 격투장: 참조룡 상위 편	오도가론 사냥	제한 시간 종료3번 힘이 다한다
00734	특수 격투장: 폭추룡 상위 편	우라간킨 사냥	제한 시간 종료3번 힘이 다한다
00735	특수 격투장: 화룡 상위 편	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
00736	특수 격투장: 창화룡 상위 편	리오레우스 아종 사냥	제한 시간 종료3번 힘이 다한다
00737	특수 격투장: 각룡 상위 편	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
00738	특수 격투장: 흑각룡 상위 편	디아블로스 아종 사냥	제한 시간 종료3번 힘이 다한다
00751	리오레우스 사냥	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
00752	리오레우스 아종 사냥	리오레우스 아종 사냥	제한 시간 종료3번 힘이 다한다
00753	창홍난무	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00761	리오레이아 아종 사냥	리오레이아 아종 사냥	제한 시간 종료3번 힘이 다한다
00762	디아블로스 사냥	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
00763	흑각룡은 모래를 좋아해	디아블로스 아종 사냥	제한 시간 종료3번 힘이 다한다
00764	황야의 대대대폭동!	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00771	대지의 눈보라는 분홍색	리오레이아 아종 사냥	제한 시간 종료3번 힘이 다한다
00772	레이기에나 사냥	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
00773	즐거울 일은 오도가론 다음에	오도가론 사냥	제한 시간 종료3번 힘이 다한다
00774	차가운 발톱과 참혹의 발톱	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00781	오도가론 사냥	오도가론 사냥	제한 시간 종료3번 힘이 다한다
00791	용암룡 볼가노스	볼가노스 사냥	제한 시간 종료3번 힘이 다한다
00792	우라간킨이 굴러갑니다!	우라간킨 사냥	제한 시간 종료3번 힘이 다한다
00793	푸른 하늘의 왕	리오레우스 아종 사냥	제한 시간 종료3번 힘이 다한다
00794	기습하는 불의 벌판 바젤기우스	바젤기우스 사냥	제한 시간 종료3번 힘이 다한다
00795	불과 불에 만나는 자들	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00801	강철의 크샬다오라	크샬다오라 토벌	제한 시간 종료3번 힘이 다한다
00802	폭염의 테오-테스카토르	테오-테스카토르 토벌	제한 시간 종료3번 힘이 다한다
00803	어두운 바닥의 발하자크	발하자크 토벌	제한 시간 종료3번 힘이 다한다
00804	결말의 땅	임무 달성	제한 시간 종료3번 힘이 다한다
00805	터지는 비늘을 넘은 길	바젤기우스 2마리 사냥	제한 시간 종료3번 힘이 다한다
00806	그 우렛소리는 천벌인가 축복인가	키린 토벌	제한 시간 종료3번 힘이 다한다
00851	불현듯 이는 황천의 예감	크샬다오라 토벌	제한 시간 종료3번 힘이 다한다
00861	뜨거운 모래의 아지랑이	테오-테스카토르 토벌	제한 시간 종료3번 힘이 다한다
00871	환수는 이렇게 아름다운 것	키린 토벌	제한 시간 종료3번 힘이 다한다
00881	비석 아래에서 눈을 뜨다	발하자크 토벌	제한 시간 종료3번 힘이 다한다
00891	고룡을 먹는 자	네르기간테 토벌	제한 시간 종료3번 힘이 다한다
00892	폭풍의 주인	크샬다오라 토벌	제한 시간 종료3번 힘이 다한다
00893	지옥불의 아성	테오-테스카토르 토벌	제한 시간 종료3번 힘이 다한다
00894	고룡을 먹는 자	네르기간테 토벌	제한 시간 종료3번 힘이 다한다
00895	강풍의 상처는 남지 않는다	크샬다오라 토벌	제한 시간 종료3번 힘이 다한다
00896	업화의 상처는 남지 않는다	테오-테스카토르 토벌	제한 시간 종료3번 힘이 다한다
00961	터지는 비늘을 넘은 길	바젤기우스 2마리 사냥	제한 시간 종료3번 힘이 다한다
00971	그 우렛소리는 천벌인가 축복인가	키린 토벌	제한 시간 종료3번 힘이 다한다
00991	어두운 강에 등불을 밝혀라	제노-지바 토벌	제한 시간 종료3번 힘이 다한다
00992	신대륙의 하얀 바람	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00995	길을 인도해 주는 푸른 별	모든 타겟 토벌	제한 시간 종료3번 힘이 다한다
00996	진흙과 뼈망치의 격전!	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00997	신대륙의 하늘과 꽃	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
00998	나락에서 그대를 부른다	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01101	시작의 세례!?	브란토도스 사냥	제한 시간 종료3번 힘이 다한다
01102	힘쓰는 일은 버프바로에게 맡겨	버프바로 사냥	제한 시간 종료3번 힘이 다한다
01121	쌓인 눈의 다이버	브란토도스 사냥	제한 시간 종료3번 힘이 다한다
01122	사나운 소도 다루기 나름!?	버프바로 사냥	제한 시간 종료3번 힘이 다한다
01123	포획: 눈 밑에서 3년	브란토도스 포획	제한 시간 종료3번 힘이 다한다브란토도스 토벌
01124	얼음 나무 그늘에서 빛나는 눈	우르그 10마리 토벌	제한 시간 종료3번 힘이 다한다
01125	추운 곳에서 안녕하세요	특산 머윗대 20개 납품	제한 시간 종료3번 힘이 다한다
01131	특수 격투장: 독요조 마스터 편	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
01132	특수 격투장: 토사룡 마스터 편	볼보로스 사냥	제한 시간 종료3번 힘이 다한다
01133	특수 격투장: 비뢰룡 마스터 편	토비카가치 사냥	제한 시간 종료3번 힘이 다한다
01134	특수 격투장: 맹우룡 마스터 편	버프바로 사냥	제한 시간 종료3번 힘이 다한다
01151	돌아온 도스쟈그라스	도스쟈그라스 사냥	제한 시간 종료3번 힘이 다한다
01152	혀가 길어 웃긴 짐승	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
01153	번개는 화살처럼	토비카가치 사냥	제한 시간 종료3번 힘이 다한다
01154	떠돌이 수집가 등장	쿠루루야크 사냥	제한 시간 종료3번 힘이 다한다
01155	포획: 나무를 뿌리 뽑는 사나운 뿔	버프바로 포획	제한 시간 종료3번 힘이 다한다버프바로 토벌
01161	황야의 보물 사냥꾼	쿠루루야크 사냥	제한 시간 종료3번 힘이 다한다
01162	좌우명은 저돌맹진	볼보로스 사냥	제한 시간 종료3번 힘이 다한다
01163	너와 나의 진흙탕 행진	쥬라토도스 사냥	제한 시간 종료3번 힘이 다한다
01164	독요조의 맛집 탐방?	푸케푸케 사냥	제한 시간 종료3번 힘이 다한다
01171	치치야크☆반짝!	치치야크 사냥	제한 시간 종료3번 힘이 다한다
01181	우리들의 대부	도스기르오스 사냥	제한 시간 종료3번 힘이 다한다
01191	오늘 저녁은 용결정	도도가마루 사냥	제한 시간 종료3번 힘이 다한다
01192	빅 혼 크래셔	버프바로 사냥	제한 시간 종료3번 힘이 다한다
01201	빙토의 파수꾼 - 토비카가치 아종	토비카가치 아종 사냥	제한 시간 종료3번 힘이 다한다
01202	잠의 비룡과 네 개의 눈	파오우르무 아종 사냥	제한 시간 종료3번 힘이 다한다
01203	물 마시는 곳을 점거하라!	푸케푸케 아종 사냥	제한 시간 종료3번 힘이 다한다
01221	토비카가치 아종 사냥	토비카가치 아종 사냥	제한 시간 종료3번 힘이 다한다
01222	포획: 독과 마비 차례	토비카가치 아종 포획	제한 시간 종료3번 힘이 다한다토비카가치 아종 토벌
01223	보와! 보와보와보와!	보와보와 14마리 토벌	제한 시간 종료3번 힘이 다한다
01224	우리들의 공동전선	브란토도스 사냥	제한 시간 종료3번 힘이 다한다
01225	오는 말이 고우면 가는 말도 곱다	브란토도스 사냥	제한 시간 종료3번 힘이 다한다
01231	특수 격투장: 만악룡 마스터 편	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
01232	특수 격투장: 골추룡 마스터 편	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
01233	특수 격투장: 수요조 마스터 편	푸케푸케 아종 사냥	제한 시간 종료3번 힘이 다한다
01234	특수 격투장: 비독룡 마스터 편	토비카가치 아종 사냥	제한 시간 종료3번 힘이 다한다
01235	특수 격투장: 자화룡 마스터 편	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
01236	특수 격투장: 앵화룡 마스터 편	리오레이아 아종 사냥	제한 시간 종료3번 힘이 다한다
01237	특수 격투장: 부공룡 마스터 편	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
01238	특수 격투장: 부면룡 마스터 편	파오우르무 아종 사냥	제한 시간 종료3번 힘이 다한다
01251	숲의 폭군, 다시 나타나다	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
01252	육지의 여왕 - 리오레이아의 한숨	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
01253	포획: 잘 자렴 파오우르무	파오우르무 아종 포획	제한 시간 종료3번 힘이 다한다파오우르무 아종 토벌
01261	여왕님의 우아한 하루	리오레이아 사냥	제한 시간 종료3번 힘이 다한다
01262	파오우르무 아종 사냥	파오우르무 아종 사냥	제한 시간 종료3번 힘이 다한다
01263	폭군, 황야에서 날뛰다	안쟈나프 사냥	제한 시간 종료3번 힘이 다한다
01264	화려한 여왕들	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01271	날아라, 파오우르무!	파오우르무 사냥	제한 시간 종료3번 힘이 다한다
01272	산호의 땅에 봄이 오다	리오레이아 아종 사냥	제한 시간 종료3번 힘이 다한다
01273	수분 보충은 중요합니다!	푸케푸케 아종 사냥	제한 시간 종료3번 힘이 다한다
01274	과음 주의보!	푸케푸케 아종 사냥	제한 시간 종료3번 힘이 다한다
01281	라도발킨 사냥	라도발킨 사냥	제한 시간 종료3번 힘이 다한다
01282	벌레? 벌레!? 벌레!!!	모든 타겟 토벌	제한 시간 종료3번 힘이 다한다
01291	태고의 빛을 찾아서	대지의 호박 20개 납품	제한 시간 종료3번 힘이 다한다
01301	얼어붙은 땅의 백기사	벨리오로스 사냥	제한 시간 종료3번 힘이 다한다
01302	절영	나르가쿠르가 사냥	제한 시간 종료3번 힘이 다한다
01303	작열의 칼날, 디노발드!	디노발드 사냥	제한 시간 종료3번 힘이 다한다
01304	절대 강자	티가렉스 사냥	제한 시간 종료3번 힘이 다한다
01305	분쇄의 크로스 카운터	브라키디오스 사냥	제한 시간 종료3번 힘이 다한다
01306	얼음과 불의 틈새에서	이베르카나 격퇴	제한 시간 종료3번 힘이 다한다
01321	빙아룡 - 벨리오로스!	벨리오로스 사냥	제한 시간 종료3번 힘이 다한다
01322	포획: 냐이스룸! 돌 편	티가렉스 포획	제한 시간 종료3번 힘이 다한다티가렉스 토벌
01323	고고한 백기사	벨리오로스 사냥	제한 시간 종료3번 힘이 다한다
01331	특수 격투장: 풍표룡 마스터 편	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
01332	특수 격투장: 참조룡 마스터 편	오도가론 사냥	제한 시간 종료3번 힘이 다한다
01333	특수 격투장: 폭추룡 마스터 편	우라간킨 사냥	제한 시간 종료3번 힘이 다한다
01334	특수 격투장: 화룡 마스터 편	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
01335	특수 격투장: 각룡 마스터 편	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
01336	특수 격투장: 빙아룡 마스터 편	벨리오로스 사냥	제한 시간 종료3번 힘이 다한다
01337	특수 격투장: 신룡 마스터 편	나르가쿠르가 사냥	제한 시간 종료3번 힘이 다한다
01338	특수 격투장: 참룡 마스터 편	디노발드 사냥	제한 시간 종료3번 힘이 다한다
01339	특수 격투장: 쇄룡 마스터 편	브라키디오스 사냥	제한 시간 종료3번 힘이 다한다
01340	특수 격투장: 굉룡 마스터 편	티가렉스 사냥	제한 시간 종료3번 힘이 다한다
01351	하늘의 왕은 군림하되...	리오레우스 사냥	제한 시간 종료3번 힘이 다한다
01352	질풍의 신룡	나르가쿠르가 사냥	제한 시간 종료3번 힘이 다한다
01353	일도양단의 극의	디노발드 사냥	제한 시간 종료3번 힘이 다한다
01354	비장의 카드는 빨강과 검정	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01361	사투! 각룡 디아블로스	디아블로스 사냥	제한 시간 종료3번 힘이 다한다
01362	혁작의 일섬	디노발드 사냥	제한 시간 종료3번 힘이 다한다
01363	요리의 비법은 칼과 화력	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01371	천공무도회에 어서 오세요	레이기에나 사냥	제한 시간 종료3번 힘이 다한다
01372	암풍	나르가쿠르가 사냥	제한 시간 종료3번 힘이 다한다
01373	처참한 시간이 다가오다	오도가론 사냥	제한 시간 종료3번 힘이 다한다
01381	오닉스, 그것은 참극	오도가론 사냥	제한 시간 종료3번 힘이 다한다
01382	골짜기에 울려 퍼지는 포효	티가렉스 사냥	제한 시간 종료3번 힘이 다한다
01383	폭주, 폭전, 대경쟁!	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01391	폭쇄 경보 발령 중	브라키디오스 사냥	제한 시간 종료3번 힘이 다한다
01392	용암룡은 뜨거울 때 쳐라	볼가노스 사냥	제한 시간 종료3번 힘이 다한다
01393	회전이라고 하면 폭추	우라간킨 사냥	제한 시간 종료3번 힘이 다한다
01394	포획: 점균에 비결이!?	브라키디오스 포획	제한 시간 종료3번 힘이 다한다브라키디오스 토벌
01395	폭발 분쇄 페스티벌!	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01401	찰나의 흰 안개	얼려 찌르는 레이기에나 사냥	제한 시간 종료3번 힘이 다한다
01402	부식의 칼날 - 디노발드 아종	디노발드 아종 사냥	제한 시간 종료3번 힘이 다한다
01403	흉악함의 끝 - 오도가론 아종	오도가론 아종 사냥	제한 시간 종료3번 힘이 다한다
01404	세리에나 방어전	임무 달성	제한 시간 종료3번 힘이 다한다방어 실패
01405	폭군 대장 사냥 대작전	안쟈나프 아종 사냥	제한 시간 종료3번 힘이 다한다
01421	풍상고결의 헌터	얼려 찌르는 레이기에나 사냥	제한 시간 종료3번 힘이 다한다
01422	폭군, 추위에도 태연	안쟈나프 아종 사냥	제한 시간 종료3번 힘이 다한다
01423	무용가들의 듀엣	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01424	비장의 수는 수증기 안에	탕화 암석 2개 납품	제한 시간 종료3번 힘이 다한다
01431	특수 격투장: 창화룡 마스터 편	리오레우스 아종 사냥	제한 시간 종료3번 힘이 다한다
01432	특수 격투장: 흑각룡 마스터 편	디아블로스 아종 사냥	제한 시간 종료3번 힘이 다한다
01433	특수 격투장: 류참룡 마스터 편	디노발드 아종 사냥	제한 시간 종료3번 힘이 다한다
01434	특수 격투장: 흉조룡 마스터 편	오도가론 아종 사냥	제한 시간 종료3번 힘이 다한다
01435	특수 격투장: 뇌악룡 마스터 편	안쟈나프 아종 사냥	제한 시간 종료3번 힘이 다한다
01451	하늘은 푸르고 넓다!	리오레우스 아종 사냥	제한 시간 종료3번 힘이 다한다
01452	숲에 흉조 있음	오도가론 아종 사냥	제한 시간 종료3번 힘이 다한다
01461	소녀여, 사막에서 뛰쳐나와 달려라	디아블로스 아종 사냥	제한 시간 종료3번 힘이 다한다
01462	검게 번쩍이는	디아블로스 아종 사냥	제한 시간 종료3번 힘이 다한다
01471	검은 죄인	오도가론 아종 사냥	제한 시간 종료3번 힘이 다한다
01481	부식의 글라디우스	디노발드 아종 사냥	제한 시간 종료3번 힘이 다한다
01482	포획: 냐이스룸! 밝은 철 편	디노발드 아종 포획	제한 시간 종료3번 힘이 다한다디노발드 아종 토벌
01483	냐이스룸! 어두운 철 편	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01491	재조사-리오레우스 아종	리오레우스 아종 사냥	제한 시간 종료3번 힘이 다한다
01492	포획: 번개 턱을 포획하라!	안쟈나프 아종 포획	제한 시간 종료3번 힘이 다한다안쟈나프 아종 토벌
01501	얼음 용	이베르카나 토벌	제한 시간 종료3번 힘이 다한다
01502	대재앙, 나타나다	홍련의 솟구치는 바젤기우스 사냥	제한 시간 종료3번 힘이 다한다
01503	죽음을 두른 발하자크	죽음을 두른 발하자크 토벌	제한 시간 종료3번 힘이 다한다
01504	바다에 길잡이가 뜰 때까지	네로미에르 토벌	제한 시간 종료3번 힘이 다한다
01521	얼음 관의 프라즈다룸	이베르카나 토벌	제한 시간 종료3번 힘이 다한다
01551	맑은 하늘을 부르는 용	크샬다오라 토벌	제한 시간 종료3번 힘이 다한다
01552	황혼은 평원과 언덕의 주인	죽음을 두른 발하자크 토벌	제한 시간 종료3번 힘이 다한다
01561	모래 위의 알현	테오-테스카토르 토벌	제한 시간 종료3번 힘이 다한다
01562	공폭룡의 잔치	미친 이블조 사냥	제한 시간 종료3번 힘이 다한다
01571	번개	키린 토벌	제한 시간 종료3번 힘이 다한다
01572	방황하는 해신의 기억	네로미에르 토벌	제한 시간 종료3번 힘이 다한다
01581	생명을 먹어 황천으로 돌아가지 못하는	죽음을 두른 발하자크 토벌	제한 시간 종료3번 힘이 다한다
01591	풍상룡	크샬다오라 토벌	제한 시간 종료3번 힘이 다한다
01592	태양의 증표	테오-테스카토르 토벌	제한 시간 종료3번 힘이 다한다
01593	난폭하게 솟구치는 바젤기우스	홍련의 솟구치는 바젤기우스 사냥	제한 시간 종료3번 힘이 다한다
01594	포획: 냐이스룸! 은 편	홍련의 솟구치는 바젤기우스 포획	제한 시간 종료3번 힘이 다한다홍련의 솟구치는 바젤기우스 토벌
01601	인도된 자의 노래	임무 달성	제한 시간 종료3번 힘이 다한다
01602	인도의 노래	임무 달성	제한 시간 종료3번 힘이 다한다
01603	게으른 잠과 독한 술의 하루하루	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01604	관철하라! 무도가의 혼!!	모든 타겟 사냥	제한 시간 종료3번 힘이 다한다
01605	사랑스러운 그대와 이 세상 끝에서	모두를 멸하는 네르기간테 토벌	제한 시간 종료3번 힘이 다한다
01606	방약무인한 녀석이 왔다!	얀가루루가 사냥	제한 시간 종료3번 힘이 다한다
