Pendant ID	Pendant Code	Pendant Name	Model
106	DUMMY000015	Unavailable	charm001
107	DUMMY000016	Unavailable	charm001
108	DUMMY000017	Unavailable	charm001
109	DUMMY000018	Unavailable	charm001
110	DUMMY000019	Unavailable	charm001
111	DUMMY000020	Unavailable	charm001
112	DUMMY000021	Unavailable	charm001
113	CHARM_113_NAME	만복의 호랑이-분홍	charm009
114	CHARM_114_NAME	만복의 호랑이-연두	charm009
115	CHARM_115_NAME	만복의 호랑이-연보라	charm009
116	CHARM_116_NAME	만복의 호랑이-하늘	charm009
117	CHARM_117_NAME	대감사 은장식-벚꽃	charm010
118	CHARM_118_NAME	대감사 금장식-빨강	charm010
119	CHARM_119_NAME	대감사 금장식-파랑	charm010
120	CHARM_120_NAME	대감사 동장식-초록	charm010
121	DUMMY000022	Unavailable	charm001
122	CHARM_122_NAME	활짝 핀 부케-그린	charm006
123	CHARM_123_NAME	활짝 핀 부케-퍼플	charm006
124	DUMMY000023	Unavailable	charm001
125	DUMMY000024	Unavailable	charm001
126	DUMMY000025	Unavailable	charm001
127	DUMMY000026	Unavailable	charm001
128	CHARM_128_NAME	만복의 호랑이-짙은 초록	charm009
129	CHARM_129_NAME	만복의 호랑이-오렌지	charm009
130	CHARM_130_NAME	대감사 동장식-보라	charm010
131	CHARM_131_NAME	대감사 흑요장식	charm010
132	CHARM_132_NAME	두부 생존자	charm047
133	CHARM_133_NAME	성역의 용해포-빨강	charm048
134	CHARM_134_NAME	심연의 용해포-빨강	charm049
135	CHARM_135_NAME	아이루 테디-화이트	charm042
136	CHARM_136_NAME	메라루 테디	charm053
137	CHARM_137_NAME	아이루 테디-핑크	charm042
138	CHARM_138_NAME	아이루 테디-그레이프	charm042
139	CHARM_139_NAME	아이루 테디-민트	charm042
140	CHARM_140_NAME	아이루 테디-오렌지	charm042
141	CHARM_141_NAME	성역의 용해포-초록	charm048
142	CHARM_142_NAME	성역의 용해포-파랑	charm048
143	CHARM_143_NAME	성역의 용해포-하늘	charm048
144	CHARM_144_NAME	성역의 용해포-보라	charm048
145	CHARM_145_NAME	성역의 용해포-오렌지	charm048
146	CHARM_146_NAME	성역의 용해포-벚꽃	charm048
147	CHARM_147_NAME	심연의 용해포-녹색	charm049
148	CHARM_148_NAME	심연의 용해포-파랑	charm049
149	CHARM_149_NAME	심연의 용해포-하늘	charm049
150	CHARM_150_NAME	심연의 용해포-보라	charm049
151	CHARM_151_NAME	심연의 용해포-오렌지	charm049
152	CHARM_152_NAME	심연의 용해포-벚꽃	charm049
153	CHARM_153_NAME	푸케푸케 스트랩	charm052
154	CHARM_154_NAME	푸케푸케 아종 스트랩	charm056
155	CHARM_155_NAME	외출용 파오우르무	charm050
156	CHARM_156_NAME	외출용 파오우르무 아종	charm054
157	CHARM_157_NAME	그네 라잔	charm055
158	CHARM_158_NAME	그네 격앙 라잔	charm051
159	CHARM_159_NAME	하늘의 해파리	charm057
160	CHARM_160_NAME	풍선【적】	charm058
161	CHARM_161_NAME	풍선【홍백】	charm058
162	CHARM_162_NAME	풍선【컬러풀】	charm058
163	CHARM_163_NAME	하늘의 해파리【군체】	charm057
164	CHARM_164_NAME	샛별의 수호	charm069
165	CHARM_165_NAME	금빛장신구【난휘룡】	charm059
166	CHARM_166_NAME	황제금 장신구【난휘룡】	charm060
167	CHARM_167_NAME	골드맘하트-취옥	charm061
168	CHARM_168_NAME	골드맘하트-홍옥	charm061
169	CHARM_169_NAME	골드맘하트-수정	charm061
170	CHARM_170_NAME	플래티넘맘하트-황옥	charm062
171	CHARM_171_NAME	플래티넘맘하트-청옥	charm062
172	CHARM_172_NAME	플래티넘맘하트-벚꽃	charm062
173	DUMMY000027	Unavailable	charm001
174	DUMMY000028	Unavailable	charm001
175	DUMMY000029	Unavailable	charm001
176	DUMMY000030	Unavailable	charm001
177	DUMMY000031	Unavailable	charm001
178	DUMMY000032	Unavailable	charm001
179	DUMMY000033	Unavailable	charm001
180	DUMMY000034	Unavailable	charm001
181	DUMMY000035	Unavailable	charm001
182	DUMMY000036	Unavailable	charm001
183	DUMMY000037	Unavailable	charm001
