Equip Series ID / Transmog ID	Equip Name	Model Path
405	EX안가루다α	pl088_0000
406	EX안가루다β	pl088_0010
407	EX그리드α	pl050_0500
408	EX그리드β	pl050_0510
409	【쟈나프α】의상	pl020_0000
410	【쟈나프β】의상	pl020_0010
411	EX길드워크α	pl092_0000
412	EX길드워크β	pl092_0000
413	Unavailable	pl095_0010
414	EX골드루나α	pl021_0200
415	EX골드루나β	pl021_0210
416	EX실버솔α	pl033_0200
417	EX실버솔β	pl033_0210
418	【쥬라】의상	pl011_0000
419	【카가치】의상	pl013_0000
420	EX진오우α	pl107_0000
421	EX진오우β	pl107_0010
422	EX극오우α	pl107_0100
423	EX극오우β	pl107_0110
424	EX가루루가α	pl108_0000
425	EX가루루가β	pl108_0010
426	EX조라마그나α	pl038_0000
427	EX조라마그나β	pl038_0010
428	EX금빛α	pl109_0000
429	EX금빛β	pl109_0010
430	EX제천α	pl109_0500
431	EX제천β	pl109_0510
432	EX브라키움α	pl082_0500
433	EX브라키움β	pl082_0510
434	EX용문α	pl087_0000
435	EX용문β	pl087_0010
436	EX에스카드라α	pl052_0000
437	EX에스카드라β	pl052_0010
438	EX봉인의 용해포α	pl100_0000
439	EX용인족의 귀α	pl101_0000
440	【아프토페이크】의상	pl097_0000
441	EX껴입기펭귄페이크α	pl098_0000
442	EX엠프리스α	pl051_0001
443	EX엠프리스β	pl051_0011
444	EX맘가이라α	pl049_0001
445	EX맘가이라β	pl049_0011
446	EX로제α	pl124_0000
447	【우르무】의상	pl024_0000
448	EX패션α	pl125_0000
449	【레이아α】의상	pl021_0000
450	EX마계의 주인α	pl126_0000
451	【레이아β】의상	pl021_0010
452	EX우론α	pl127_0000
453	【발킨α】의상	pl028_0000
454	EX아스트라α	pl128_0000
455	【발킨β】의상	pl028_0010
456	【로제】의상	pl124_0000
457	【패션】의상	pl125_0000
458	【마계의 주인】의상	pl126_0000
459	【우론】의상	pl127_0000
460	【아스트라】의상	pl128_0000
461	【하이메탈】의상	pl025_0000
462	【테르마이】의상	pl106_0000
463	【토끼귀】의상	pl111_0000
464	【폭신폭신 뜸부기】의상	pl112_0000
465	EX은천원숭이α	pl113_0000
466	【카가치의목도리】의상	pl114_0000
467	EX머슬α	pl115_0000
468	EX렉스로어α	pl083_0100
469	EX렉스로어β	pl083_0110
470	가디언α	pl121_0000
471	【유쿠모】의상	pl122_0000
472	【은기사】의상	pl123_0000
473	HARDUMMY	pl068_0010
474	EX텐터클γ	pl086_0020
475	【파란별 장군】의상	pl072_0000
476	EX푸른빛무사α	pl072_0001
477	EX라비나γ	pl085_0020
478	EX오르문그α	pl089_0500
479	EX오르문그β	pl089_0510
480	EX드래곤α	pl129_0000
481	EX드래곤β	pl129_0010
482	HARDUMMY	pl068_0020
483	Unavailable	None
484	EX레온α	pl130_0000
485	EX클레어α	pl131_0000
486	【레온】의상	pl130_0000
487	【클레어】의상	pl131_0000
488	【가스토】의상	pl015_0000
489	【바르노스】의상	pl016_0000
490	【가마루】의상	pl039_0000
491	【잉곳】의상	pl031_0000
492	【리오하트α】의상	pl021_0100
493	【리오하트β】의상	pl021_0110
494	【라바α】의상	pl040_0000
495	【라바β】의상	pl040_0010
496	【기에나α】의상	pl027_0000
497	【기에나β】의상	pl027_0010
498	【가론α】의상	pl029_0000
499	【가론β】의상	pl029_0010
500	【레우스α】의상	pl033_0000
501	【레우스β】의상	pl033_0010
502	【리오소울α】의상	pl033_0100
503	【리오소울β】의상	pl033_0110
504	【디아블로α】의상	pl034_0000
505	【디아블로β】의상	pl034_0010
506	【디아네로α】의상	pl034_0100
507	【디아네로β】의상	pl034_0110
508	【간킨α】의상	pl041_0000
509	【간킨β】의상	pl041_0010
510	【바젤α】의상	pl042_0000
511	【바젤β】의상	pl042_0010
512	【반기스α】의상	pl050_0000
513	【반기스β】의상	pl050_0010
514	【도베르α】의상	pl044_0000
515	【도베르β】의상	pl044_0000
516	【다마스크α】의상	pl043_0000
517	【다마스크β】의상	pl043_0010
518	【조라마그나α】의상	pl038_0000
519	【조라마그나β】의상	pl038_0010
520	【조라마그나γ】의상	pl038_0020
521	【오그α】의상	pl030_0000
522	【오그β】의상	pl030_0010
523	【오그γ】의상	pl030_0020
524	【카이저α】의상	pl046_0000
525	【카이저β】의상	pl046_0010
526	【카이저γ】의상	pl046_0020
527	【크샤나α】의상	pl047_0000
528	【크샤나β】의상	pl047_0010
529	【크샤나γ】의상	pl047_0020
530	【우르즈α】의상	pl032_0000
531	【우르즈β】의상	pl032_0010
532	【우르즈γ】의상	pl032_0020
533	【키린α】의상	pl035_0000
534	【키린β】의상	pl035_0010
535	【키린γ】의상	pl035_0020
536	【제노라지α】의상	pl045_0000
537	【제노라지β】의상	pl045_0010
538	【제노라지γ】의상	pl045_0020
539	【엠프리스α】의상	pl051_0000
540	【엠프리스β】의상	pl051_0010
541	【엠프리스γ】의상	pl051_0020
542	【맘가이라α】의상	pl049_0000
543	【맘가이라β】의상	pl049_0010
544	【맘가이라γ】의상	pl049_0020
545	【가디언】의상	pl121_0000
546	【EX랑고】의상	pl007_0001
547	【EX타로스】의상	pl017_0001
548	【EX우르그】의상	pl102_0000
549	【EX코르토스】의상	pl103_0000
550	【EX쟈그라스】의상	pl008_0001
551	【EX치치】의상	pl023_0001
552	【EX기르오스】의상	pl022_0001
553	【EX가마루】의상	pl039_0001
554	【EX쿠루루】의상	pl009_0001
555	【EX푸케푸케】의상	pl010_0001
556	【EX푸케라그나】의상	pl010_0101
557	【EX보로스】의상	pl012_0001
558	【EX쥬라】의상	pl011_0001
559	【EX브란】의상	pl110_0000
560	【EX카가치】의상	pl013_0001
561	【EX베니카가치】의상	pl013_0101
562	【EX버프바로α】의상	pl084_0000
563	【EX버프바로β】의상	pl084_0010
564	【EX쟈나프α】의상	pl020_0001
565	【EX쟈나프β】의상	pl020_0011
566	【EX쟈나르α】의상	pl020_0101
567	【EX쟈나르β】의상	pl020_0111
568	【EX레이아α】의상	pl021_0001
569	【EX레이아β】의상	pl021_0011
570	【EX리오하트α】의상	pl021_0101
571	【EX리오하트β】의상	pl021_0111
572	【EX우르무】의상	pl024_0001
573	【EX우르무메어】의상	pl024_0101
574	【EX발킨】의상	pl028_0001
575	【아티어】의상	pl091_0000
576	【EX벨리오α】의상	pl089_0000
577	【EX벨리오β】의상	pl089_0010
578	【EX레우스α】의상	pl033_0001
579	【EX레우스β】의상	pl033_0011
580	【EX리오소울α】의상	pl033_0101
581	【EX리오소울β】의상	pl033_0111
582	【EX디아블로α】의상	pl034_0001
583	【EX디아블로β】의상	pl034_0011
584	【EX디아네로α】의상	pl034_0101
585	【EX디아네로β】의상	pl034_0111
586	【EX기에나α】의상	pl027_0001
587	【EX기에나β】의상	pl027_0011
588	【EX브리나α】의상	pl027_0500
589	【EX브리나β】의상	pl027_0510
590	【EX가론α】의상	pl029_0001
591	【EX가론β】의상	pl029_0011
592	【EX데스가론α】의상	pl029_0101
593	【EX데스가론β】의상	pl029_0111
594	【EX라바】의상	pl040_0001
595	【EX간킨】의상	pl041_0001
596	【EX나르가α】의상	pl080_0000
597	【EX나르가β】의상	pl080_0010
598	【EX디노α】의상	pl081_0000
599	【EX디노β】의상	pl081_0010
600	【EX디노이에로α】의상	pl081_0100
601	【EX디노이에로β】의상	pl081_0110
602	【EX브라키α】의상	pl082_0000
603	【EX브라키β】의상	pl082_0010
604	【EX렉스α】의상	pl083_0000
605	【EX렉스β】의상	pl083_0010
606	【EX렉스로어α】의상	pl083_0100
607	【EX렉스로어β】의상	pl083_0110
608	【검은띠】의상	pl093_0000
609	【EX프라이드α】의상	pl042_0500
610	【EX프라이드β】의상	pl042_0510
611	【EX그리드α】의상	pl050_0500
612	【EX그리드β】의상	pl050_0510
613	【EX라비나α】의상	pl085_0000
614	【EX라비나β】의상	pl085_0010
615	【EX바르퍼α】의상	pl032_0500
616	【EX바르퍼β】의상	pl032_0510
617	【EX카이저α】의상	pl046_0001
618	【EX카이저β】의상	pl046_0011
619	【EX크샤나α】의상	pl047_0001
620	【EX크샤나β】의상	pl047_0011
621	【EX키린α】의상	pl035_0001
622	【EX키린β】의상	pl035_0011
623	【EX텐터클α】의상	pl086_0000
624	【EX텐터클β】의상	pl086_0010
625	【길드팰리스】의상	pl094_0000
626	【날렵함의귀걸이】의상	pl095_0000
627	【양동의귀걸이】의상	pl095_0010
628	【EX안가루다α】의상	pl088_0000
629	【EX안가루다β】의상	pl088_0010
630	【EX가루루가α】의상	pl108_0000
631	【EX가루루가β】의상	pl108_0010
632	【EX진오우α】의상	pl107_0000
633	【EX진오우β】의상	pl107_0010
634	【EX골드루나α】의상	pl021_0200
635	【EX골드루나β】의상	pl021_0210
636	【EX실버솔α】의상	pl033_0200
637	【EX실버솔β】의상	pl033_0210
638	【EX엠프리스α】의상	pl051_0001
639	【EX엠프리스β】의상	pl051_0011
640	【EX조크α】의상	pl030_0500
641	【EX조크β】의상	pl030_0510
642	【길드워크】의상	pl092_0000
643	【EX금빛α】의상	pl109_0000
644	【EX금빛β】의상	pl109_0010
645	【EX극오우α】의상	pl107_0100
646	【EX극오우β】의상	pl107_0110
647	【EX용문α】의상	pl087_0000
648	【EX용문β】의상	pl087_0010
649	【EX제천α】의상	pl109_0500
650	【EX제천β】의상	pl109_0510
651	【EX브라키움α】의상	pl082_0500
652	【EX브라키움β】의상	pl082_0510
653	【EX오르문그α】의상	pl089_0500
654	【EX오르문그β】의상	pl089_0510
655	【EX에스카드라α】의상	pl052_0000
656	【EX에스카드라β】의상	pl052_0010
657	【EX드래곤α】의상 	pl129_0000
658	【EX드래곤β】의상 	pl129_0010
659	【EX맘가이라α】의상	pl049_0001
660	【EX맘가이라β】의상	pl049_0011
661	【봉인의 용해포】의상	pl100_0000
662	【용인족의 귀】의상	pl101_0000
663	【껴입기펭귄페이크】의상	pl098_0000
664	【은천원숭이】의상	pl113_0000
665	【머슬α】의상	pl115_0000
666	【푸른빛무사】의상	pl072_0001
667	Unavailable	None
668	HARDUMMY	pl068_0020
669	【EX라비나γ】의상	pl085_0020
670	【EX텐터클γ】의상	pl086_0020
671	Unavailable	None
672	【머슬γ】의상	pl115_0001
673	【이너α】의상	pl500_0000
674	【아크로크β】의상	pl104_0000
675	【이너β】의상	pl501_0000
676	EX아르테미스α	pl133_0000
677	【아르테미스】의상	pl133_0000
678	EX아르테미스α	pl132_0010
679	Unavailable	None
680	Unavailable	None
681	Unavailable	None
682	Unavailable	None
683	Unavailable	None
684	Unavailable	None
685	Unavailable	None
686	Unavailable	None
687	Unavailable	None
688	Unavailable	None
689	Unavailable	None
690	Unavailable	None
691	Unavailable	None
692	Unavailable	None
693	Unavailable	None
694	Unavailable	None
695	Unavailable	None
696	Unavailable	None
697	Unavailable	None
698	Unavailable	None
699	Unavailable	None
700	Unavailable	None
701	Unavailable	None
702	Unavailable	None
703	Unavailable	None
704	Unavailable	None
705	Unavailable	None
706	Unavailable	None
707	Unavailable	None
708	Unavailable	None
709	Unavailable	None
710	Unavailable	None
711	Unavailable	None
712	Unavailable	None
713	Unavailable	None
714	Unavailable	None
715	Unavailable	None
716	Unavailable	None
717	Unavailable	None
718	Unavailable	None
719	Unavailable	None
720	Unavailable	None
721	Unavailable	None
722	Unavailable	None
723	Unavailable	None
724	Unavailable	None
725	Unavailable	None
726	Unavailable	None
727	Unavailable	None
728	Unavailable	None
729	Unavailable	None
730	Unavailable	None
731	Unavailable	None
732	Unavailable	None
733	Unavailable	None
734	Unavailable	None
735	Unavailable	None
736	Unavailable	None
737	Unavailable	None
738	Unavailable	None
739	Unavailable	None
740	Unavailable	None
741	Unavailable	None
742	Unavailable	None
743	Unavailable	None
744	Unavailable	None
745	Unavailable	None
746	Unavailable	None
747	Unavailable	None
748	Unavailable	None
749	Unavailable	None
750	Unavailable	None
751	Unavailable	None
