Weapon ID	Weapon Name	File Path
50	신의고양이검피카고로α	otomo/wp/ot_we018
20	라바고양이메이스α	otomo/wp/ot_we020
21	간킨고양이철괴α	otomo/wp/ot_we021
26	바젤고양이메이스α	otomo/wp/ot_we026
51	데스기어고양이사이즈α	otomo/wp/ot_we027
52	기면고양이석기α	otomo/wp/ot_we031
10	오그고양이해머α	otomo/wp/ot_we010
15	우르즈고양이소드α	otomo/wp/ot_we015
22	카이저고양이메일α	otomo/wp/ot_we022
23	원드고양이다오라α	otomo/wp/ot_we023
24	제노고양이부케α	otomo/wp/ot_we024
25	Unavailable	otomo/wp/ot_we001
53	기면족의석기	otomo/wp/ot_we200
54	테토루픽	otomo/wp/ot_we100
100	괴물의 저주 지팡이α	otomo/wp/ot_we073
101	도토리고양이삽	otomo/wp/ot_we000
102	Unavailable	otomo/wp/ot_we001
55	맘고양이팬α	otomo/wp/ot_we025
56	반기스고양이폭추α	otomo/wp/ot_we033
57	엘리자고양이파라솔α	otomo/wp/ot_we034
58	록버스터α	otomo/wp/ot_we035
59	HARDUMMY	otomo/wp/ot_we036
60	파란별고양이총채	otomo/wp/ot_we037
61	황금 초코보α	otomo/wp/ot_we038
62	무사고양이태도α	otomo/wp/ot_we039
63	파피고양이스틱	otomo/wp/ot_we040
64	알로하냥이우쿨렐레	otomo/wp/ot_we041
65	고스트고양이램프	otomo/wp/ot_we042
66	스노고양이벨	otomo/wp/ot_we043
67	스타고양이스탠드	otomo/wp/ot_we044
68	파피고양이스틱α	otomo/wp/ot_we040
69	알로하냥이우쿨렐레α	otomo/wp/ot_we041
70	고스트고양이램프α	otomo/wp/ot_we042
71	스노고양이벨α	otomo/wp/ot_we043
72	스타고양이스탠드α	otomo/wp/ot_we044
110	EX탐색고양이픽α	otomo/wp/ot_we060
111	EX본고양이해머α	otomo/wp/ot_we028
112	EX아이언고양이소드α	otomo/wp/ot_we029
113	EX쟈그고양이총망치α	otomo/wp/ot_we002
114	EX쿠루루고양이우드α	otomo/wp/ot_we003
115	EX푸케푸케고양이애로우α	otomo/wp/ot_we004
116	EX보로스고양이메이스α	otomo/wp/ot_we005
117	EX쥬라고양이소드α	otomo/wp/ot_we006
118	EX브란고양이보드α	otomo/wp/ot_we051
119	EX카가치고양이포크α	otomo/wp/ot_we007
120	EX버프바로고양이인형α	otomo/wp/ot_we052
121	EX쟈나프고양이뼈망치α	otomo/wp/ot_we008
122	EX레이아고양이레이피어α	otomo/wp/ot_we009
123	EX우르무고양이발α	otomo/wp/ot_we011
124	EX발킨고양이볼α	otomo/wp/ot_we013
125	EX은방울꽃고양이로드α	otomo/wp/ot_we030
126	EX데스기어고양이사이즈α	otomo/wp/ot_we027
127	EX벨리오고양이식칼α	otomo/wp/ot_we046
128	EX레우스고양이블레이드α	otomo/wp/ot_we016
129	EX디아고양이해머α	otomo/wp/ot_we017
130	EX기에나고양이소드α	otomo/wp/ot_we012
131	EX가론고양이사슬낫α	otomo/wp/ot_we014
132	EX라바고양이메이스α	otomo/wp/ot_we020
133	EX간킨고양이철괴α	otomo/wp/ot_we021
134	EX나르가고양이수리검α	otomo/wp/ot_we047
135	EX작염의블레이냥α	otomo/wp/ot_we048
136	EX브라키고양이펀치α	otomo/wp/ot_we049
137	EX렉스고양이울림망치α	otomo/wp/ot_we050
138	EX브리나고양이소드α	otomo/wp/ot_we056
139	EX아티어고양이원반α	otomo/wp/ot_we061
140	EX기면고양이석기α	otomo/wp/ot_we031
141	EX보와보와고양이뼈망치α	otomo/wp/ot_we062
142	EX라비고양이랜스α	otomo/wp/ot_we053
143	EX프라이드고양이메이스α	otomo/wp/ot_we059
144	EX발고양이셉터α	otomo/wp/ot_we057
145	EX터클고양이로드α	otomo/wp/ot_we054
146	EX카이저고양이메이스α	otomo/wp/ot_we022
147	EX원드고양이다오라α	otomo/wp/ot_we023
148	EX신의고양이검피카고로α	otomo/wp/ot_we018
149	EX가루다고양이보주α	otomo/wp/ot_we055
150	EX조크고양이클로α	otomo/wp/ot_we058
151	EX그리드고양이본α	otomo/wp/ot_we069
152	EX고양이비룡도【녹】α	otomo/wp/ot_we072
153	EX가루루가고양이부채α	otomo/wp/ot_we064
154	Ex왕고양이검골골α	otomo/wp/ot_we065
155	EX마그나고양이퍼펫α	otomo/wp/ot_we019
156	EX황금고양이의기계장치α	otomo/wp/ot_we066
157	EX제천고양이의여의봉α	otomo/wp/ot_we071
158	EX폭쇄고양이펀치α	otomo/wp/ot_we070
159	EX명적룡고양이창α	otomo/wp/ot_we067
160	도토리고양이삽	otomo/wp/ot_we000
161	EX엘리자고양이파라솔α	otomo/wp/ot_we034
162	EX맘고양이팬α	otomo/wp/ot_we025
163	EX록버스터α	otomo/wp/ot_we035
164	EX황금 초코보α	otomo/wp/ot_we038
165	HARDUMMY	otomo/wp/ot_we037
166	HARDUMMY	otomo/wp/ot_we036
167	EX무사고양이태도α	otomo/wp/ot_we039
168	EX파피고양이스틱α	otomo/wp/ot_we040
169	도토리고양이삽	otomo/wp/ot_we000
170	도토리고양이삽	otomo/wp/ot_we000
171	EX스노고양이벨α	otomo/wp/ot_we043
172	EX스타고양이스탠드α	otomo/wp/ot_we044
173	EX도토리고양이삽α	otomo/wp/ot_we001
174	EX바젤고양이메이스α	otomo/wp/ot_we026
175	EX반기스고양이폭추α	otomo/wp/ot_we033
176	EX오그고양이해머α	otomo/wp/ot_we010
177	EX우르즈고양이소드α	otomo/wp/ot_we015
178	EX제노고양이부케α	otomo/wp/ot_we024
179	EX길드고양이북α	otomo/wp/ot_we063
180	EX로제고양이바스켓α	otomo/wp/ot_we075
181	도토리고양이삽	otomo/wp/ot_we000
182	도토리고양이삽	otomo/wp/ot_we000
183	EX사자춤등불α	otomo/wp/ot_we078
184	EX우주고양이머신α	otomo/wp/ot_we079
185	도토리고양이삽	otomo/wp/ot_we000
186	도토리고양이삽	otomo/wp/ot_we000
187	도토리고양이삽	otomo/wp/ot_we000
188	HARDUMMY	otomo/wp/ot_we080
189	HARDUMMY	otomo/wp/ot_we081
190	EX흔들흔들고양이산호α	otomo/wp/ot_we082
191	보와보와의 뼈망치	otomo/wp/ot_we062
192	도토리고양이삽	otomo/wp/ot_we000
193	도토리고양이삽	otomo/wp/ot_we000
194	도토리고양이삽	otomo/wp/ot_we000
195	EX마에스트로고양이지휘봉α	otomo/wp/ot_we085
196	EX방랑고양이픽α	otomo/wp/ot_we086
197	EX괴물의 저주 지팡이α	otomo/wp/ot_we073
198	도토리고양이삽	otomo/wp/ot_we000
199	도토리고양이삽	otomo/wp/ot_we000
200	도토리고양이삽	otomo/wp/ot_we000
