Gallery ID	Gallery Name	Gallery Desc
EVC0026	Hacia el Lecho	Conducidos por el Almirante, <LSNR {el cazador} {la cazadora}> y la Encargadallegan a una tierra de altísimos cristales resplandecientes.
EVC0063	El tragón de cristal	Dentro de una cueva refulgente, un voraz Dodogama devora cristales.Aún hambriento, se vuelve hacia <LSNR {el cazador} {la cazadora}>.
EVC0027	La flecha negra	<LSNR {El cazador} {La cazadora}> finalmente se enfrenta al devoradorde dragones ancianos, el temible Nergigante.
EVC0028	Enigmas crecientes	Aunque <LSNR {el cazador} {la cazadora}> sale triunfante de la batalla contra Nergigante,siguen quedando misterios por desentrañar.
EVC0064	El wyvern de magma	Dentro de una cueva llena de lava hirviente, la tensión aumentacuando el suelo tiembla bajo los pies <LSNR {del cazador} {de la cazadora}>.
EVC0065	Trueno incesante	Una rueda gigante como de piedra recorre veloz el Lecho de los Ancianos,soltando a su paso rocas ardientes...
EVC0029	Vaal Hazak, monstruo infernal	Una manada de Girros se aparta de su festín para amenazar <LSNR {al cazador} {a la cazadora}>,sin prestar atención a la carroña que dejan.
EVC0030	Kushala Daora, dragón de acero	<LSNR {El cazador} {La cazadora}>, <LSNR {fascinado} {fascinada}> por la fortaleza de cristales refulgentes,es <LSNR {sacado} {sacada}> de su ensueño por un remolino que lo eleva.
EVC0031	El infernal Teostra	Avanzando prudente por un túnel de lava, <LSNR {el cazador} {la cazadora}> es <LSNR {asaltado} {asaltada}>por una ráfaga de llamas, pero resiste para encontrar...
EVC0032	Donde converge la vida	El grupo llega al núcleo del Torrente Eterno,donde un ser desconocido palpita dentro de su capullo...
EVC0033	Misión cumplida	Ya alejada la amenaza del monstruo sin nombre,<LSNR {el cazador} {la cazadora}> se retira porque todo comienza a derrumbarse.
EVC0035	El desenlace	Después de tantos años, la misteriosa migración de los ancianosse resuelve. En la celebración, el gremio anuncia...
EVC0036	A Tierra Nueva	Aunque se ha resuelto un misterio, los cazadores siguen viajandohacia los horizontes más lejanos del Nuevo Mundo.
EVC0066	El coloso volcánico	Un enorme dragón anciano marcha despacio hacia su destino desconocido,como un volcán andante que sacude la tierra.
EVC0067	Emperador de los ancianos	Ha nacido una criatura nueva. Latiendo con la energíaque absorbió del Torrente Eterno, su grito es espeluznante.
EVC0068	El fin de la Tierra	El Valle Putrefacto: un paisaje ominoso de cadáveres y vapor nocivoque corroe por dentro a los que se adentran en él.
EVC0070	El insaciable Deviljho	La entrada al Bosque Primigenio ha quedadoprohibida a casi toda la comisión, pero unapesadilla terrible espera a la Encargada.
EVC0071	La leal emperatriz	Nergigante aparece ante un Teostra herido.Los dos dragones ancianos parecen estar listos paraatacarse cuando la emperatriz hace acto de presencia.
EVC0072	Oro serpenteante	La luz se filtra en el interior de una cueva,revelando una criatura rugiente de formaparecida a una gigantesca montaña de oro.
EVC0074	Un visitante de Eorzea	¡En plena persecución de un cactilio aparecenun misterioso cristal azul, un Kulu-Ya-Kuy una extraña criatura peluda!
EVC0075	La bestia desciende	Un gran meteorito deja una gran zona ardiendoy en ruinas. <LSNR {El cazador} {La cazadora}> se dirige al lugar delimpacto, donde descubre una bestia desconocida.
EVC0078	Geralt de Rivia	El brujo Geralt llega al Nuevo Mundo,y la comisión le pide que investigueun extraño acontecimiento.
EVC0079	Criatura de otro mundo	Un leshen, una criatura que lo controlatodo en sus dominios, ha causadolos incidentes en el Bosque Primigenio.
EVC0080	Salió de un portal	Un leshen anciano llega al BosquePrimigenio y asume control inmediatode los Jagras que allí habitan.
EVC0081	Fin: misterio resuelto	Geralt derrota al leshen y deja para tiuna piedra rúnica al irse de Astera.Pero aún queda un pequeño misterio...
EVC0082	Fin: regalo del jefe	Geralt disipa la maldición del jefe,y los Gajalaka devuelven el favorcon un pequeño espectáculo.
EVC0083	Fin: un amiguito	Geralt vence al leshen, y al abandonarAstera ve llegar con un regalo a unGrimalkyne a lomos de un Pukei-Pukei.
EVC0084	Fin: misión completada	Tras salvar al jefe Gajalaka y alPukei-Pukei, Geralt regresa a su propiomundo a través del portal del leshen.
EVC1000	Retumbos	<LSNR {El cazador} {La cazadora}> y la Encargada se dirigenal Bosque Primigenio para investigarlos extraños avistamientos de Legiana.
EVC1001	Partidas y descubrimientos	La comisión persigue al grupo de Legianaa bordo de la nave. ¿Qué les espera enmar abierto?
EVC1040	Un mundo nevado	<LSNR {Al cazador} {A la cazadora}> y a la Encargada les aguardaun mundo recubierto de deslumbrantenieve todavía por descubrir.
EVC1002	Una sombra entre la nieve	La búsqueda de un lugar donde aterrizarcontinúa, y un claro prometedor escondenuevos y extraños rastros en la nieve.
EVC1003	Seliana	La nave aterriza en la zona reciénasegurada. La construcción de una nueva basecomienza bajo las órdenes del Comandante.
EVC1004	Una tierra de hielo eterno	Una tierra prístina oculta en la nievedurante generaciones. ¿Qué le depara<LSNR {al cazador} {a la cazadora}>?
EVC1005	Caos de Banbaro	La exploración del Arroyo de Escarchapara asegurar una ruta de suministros seestanca por culpa de unos árboles caídos.
EVC1006	Seliana toma forma	La llegada del convoy infunde nueva vidaal esfuerzo por construir Seliana. El Líderdel equipo de campo da instrucciones.
EVC1007	El Vípero al acecho	La Rastreadora se une al dúo paraexplorar el Páramo Helado, pero unTobi-Kadachi Vípero acecha en la oscuridad.
EVC1008	Un barco congelado en el tiempo	Descubrimiento de un antiguo naufragioen el Arroyo. ¿Cuándo y por qué llegóeste navío a estas tierras?
EVC1009	El asedio del letargo	El cansancio se apodera <LSNR {del cazador} {de la cazadora}>poco después de llegar al Yermo de Agujaspara estudiar una nueva subespecie.
EVC1010	Un torrente de problemas	Shamos rodean al Pukei-Pukei Coralino,cabreados porque esté en su territorio, peroel recién llegado no les presta atención.
EVC1011	La bestia tras la ventisca	<LSNR {El cazador} {La cazadora}> va al Arroyo de Escarchaa buscar a la Encargada y la Rastreadoray encuentra unos dracoalados congelados.
EVC1012	El dragón de hielo	La Encargada y la Rastreadora compartensus descubrimientos y una canción resuenaa lo lejos, acompañada por una ventisca.
EVC1013	La sombra veloz	En plena investigación en el BosquePrimigenio, una emboscada de Nargacuga.Además, un Rathalos se une a la fiesta.
EVC1014	La hoja forjada en combate	Una Rathian vuelve a su nido a curarse.Pero algo todavía más feroz se acercasigilosamente por detrás <LSNR {del cazador} {de la cazadora}>.
EVC1015	La resistencia de los vivos	<LSNR {El cazador} {La cazadora}> y la Encargada vuelvena Astera y se encuentran con un enormeAnjanath congelado.
EVC1016	Truenos en el cañón	Un Radobaan se topa con un salvajeTigrex carroñero, pero pronto quedaclaro cuál es la especie dominante.
EVC1017	La amenaza viscosa	Trozos de suelo arrasado en el Lecho delos Ancianos conducen <LSNR {al cazador} {a la cazadora}> a unBrachydios cubierto de una baba verde.
EVC1018	Piedra lunar	La Encargada estudia el cristal quele dio su abuelo. Le dijo que era unapiedra de la luna. ¿Qué secretos esconde?
EVC1019	Cero absoluto	Velkhana aparece, cubierto de hieloy congelando la tierra con su aliento.El batir de sus alas provoca ventiscas.
EVC1020	Abrazo congelado	<LSNR {El cazador} {La cazadora}> le asesta a Velkhana ungolpe mortal, pero una bruma helada yletal rodea el cuerpo del dragón anciano.
EVC1021	Persecución en el frío	El dúo se dirige al Arroyo de Escarchaen persecución de Velkhana, perola Rastreadora sigue desaparecida.
EVC1022	Un deseo heredado	La Rastreadora aparece a salvo.La veterana reconoce a su antiguo yoen la desolada cara de la Encargada.
EVC1025	Un enigma corrosivo	Una manada de Girros ha rodeado a unGlavenus Acídico, pero las sacudidas desu afilada cola los envía por los aires.
EVC1026	Choque de depredadores	Un Odogaron en busca de una presa en losAltiplanos Coralinos ve <LSNR {al cazador} {a la cazadora}>.En ese momento, se oye un rugido detrás.
EVC1027	La defensa de Seliana	¡Mantén a raya a Velkhana hasta queel Demoledragones esté operativo!¡El destino de Seliana está en tus manos!
EVC1028	Pasando a la ofensiva	Seliana celebra haber conseguido repelera Velkhana y el Líder del equipo decampo habla de lo que está por llegar.
EVC1029	Al final de la batalla	<LSNR {El cazador} {La cazadora}> llega al Arroyo de Escarchaen busca de Velkhana. ¿Qué le depararáel futuro?
EVC1030	Desastres antinaturales	Velkhana cae, y se revela así el secretodel cristal. Pero el Cazador wyverianointerrumpe el júbilo con malas noticias.
EVC1031	Rastros de calamidad inminente	<LSNR {El cazador} {La cazadora}> halla púas de Nergiganteen el Lecho de los Ancianos, y prontoestalla una lluvia de explosivos rojos.
EVC1032	Vaal Hazak Espóreo	Un inquietante miasma cubre el BosquePrimigenio a causa del avance nefastode Vaal Hazak.
EVC1033	Una luz desde el abismo	Unas relucientes alas de los coloresdel arcoíris llaman la atención<LSNR {del} {de la}><LSNR {cazador} {cazadora}>. Entonces, un torrente de agua...
EVC1034	Adelante, sin vacilación	Un equipo monta en la nave para buscaral Omnidragón, pero la Rastreadora, quejuró encontrarlo, no se encuentra allí.
EVC1035	El Omnidragón	Después de la difícil victoria contra elNergigante, una extraña melodía anunciala llegada del Omnidragón.
EVC1036	El poder de la naturaleza	El resto se une <LSNR {al cazador} {a la cazadora}>, encima deShara Ishvalda inerte, pero la naturalezaaún les tiene una sorpresa reservada.
EVC1037	La luna y la Estrella Azul	La comisión repasa la investigación,que comenzó con un éxodo de Legiana yterminó al desenmascarar al Omnidragón.
EVC1038	Una búsqueda sin fin	Después de una noche de celebración,la comisión debe decidir cuál serála siguiente investigación.
EVC1041	Hacia las Tierras Destino	La persecución del Nergigante conduce aldúo a la cuna de la vida del Nuevo Mundo,donde conviven especies diferentes.
EVC1042	Atrapado en fuego cruzado	Al explorar las Tierras Destino, <LSNR {el cazador} {la cazadora}>encuentra un enjambre de electrobichos,un Rathalos y algo todavía más mortal.
EVC1043	¡Este territorio es mío!	Un Yian Garuga protege su territoriode un Deviljho hambriento y <LSNR {el cazador} {la cazadora}>se encuentra en pleno fuego cruzado.
EVC1044	Un gran poder al acecho	El Almirante investiga las Tierras Destinoy sigue a los Lafarillos hasta un enorme muro.¡De pronto, una terrible amenaza aparece tras él!
EVC1045	El poder del Rajang	En el bioma volcánico de las Tierras Destino,<LSNR {el cazador} {la cazadora}> descubre a un Kirin agitado.Pero no es su presencia lo que le preocupa...
EVC1046	Un nuevo mundo frío	<LSNR {El cazador} {La cazadora}> descubre un nuevo bioma enlas Tierras Destino, con rastros frescosde pisadas en la nieve...
EVC1047	La causa de todo	El Almirante y al Cazador wyveriano guíanal grupo, hasta descubrir que la criaturacausante de los últimos problemas es...
EVC1048	El ser perfecto	La criatura maligna descubierta en elbarranco observa con mirada penetrantea las diminutas formas de vida frente a él.
EVC1052	El retorno de Safi'jiiva	El terror del fondo del barranco ha vuelto,y ahora el futuro de todo este mundo estáen manos de la estrella azul de la comisión.
EVC1050	La encarnación de la tierra	El Omnidragón ruge desde el corazóndel Torrente Eterno. Cubierto de piedra,hace vibrar la tierra con cada movimiento.
EVC1056	Cara a cara con la destrucción	Aparece Alatreon, un maléfico monstruocapaz de invocar tanto al frío como al calor.<LSNR {El cazador} {La cazadora}> se enfrenta a este símbolode destrucción.
EVC1053	Haciéndose cargo del destino	He aquí Skrad, el reino asolado en una noche.De repente, en él aparece Fatalis, dejandoel futuro del mundo en manos de los cazadores.
EVC1054	Este no es el fin	<LSNR {Alentado y motivado} {Alentada y motivada}> por sueños y enseñanzasde quienes han participado en sus aventuras,<LSNR {el cazador} {la cazadora}> planta cara heroicamente.
