Weapon ID	Weapon Name	File Path
128	Hoja Rathalos F <ICON ALPHA>+	otomo/wp/ot_we016
129	Martillo Diablos F <ICON ALPHA>+	otomo/wp/ot_we017
130	Espada Legiana F <ICON ALPHA>+	otomo/wp/ot_we012
131	Hoja cadena Garon F <ICON ALPHA>+	otomo/wp/ot_we014
132	Maza Lavasioth F <ICON ALPHA>+	otomo/wp/ot_we020
133	Hierro Uragaan F <ICON ALPHA>+	otomo/wp/ot_we021
134	Shuriken Narga F <ICON ALPHA>+	otomo/wp/ot_we047
135	Hoja abrasadora F <ICON ALPHA>+	otomo/wp/ot_we048
136	Puño Brachy F <ICON ALPHA>+	otomo/wp/ot_we049
137	Martillo Tigrex F <ICON ALPHA>+	otomo/wp/ot_we050
138	Espada aulladora F <ICON ALPHA>+	otomo/wp/ot_we056
139	Disco Artiano F <ICON ALPHA>+	otomo/wp/ot_we061
140	Espada Gajalaka F <ICON ALPHA>+	otomo/wp/ot_we031
141	Mart. hueso Boaboa F <ICON ALPHA>+	otomo/wp/ot_we062
142	Lanza de escarcha F <ICON ALPHA>+	otomo/wp/ot_we053
143	Maza Magma F <ICON ALPHA>+	otomo/wp/ot_we059
144	Cetro espectral F <ICON ALPHA>+	otomo/wp/ot_we057
145	Vara Nami F <ICON ALPHA>+	otomo/wp/ot_we054
146	Maza de Káiser F <ICON ALPHA>+	otomo/wp/ot_we022
147	Vara de Daora F <ICON ALPHA>+	otomo/wp/ot_we023
148	Zapurr filo divino F <ICON ALPHA>+	otomo/wp/ot_we018
149	Orbe Ishvalda F <ICON ALPHA>+	otomo/wp/ot_we055
150	Garra regia F <ICON ALPHA>+	otomo/wp/ot_we058
151	Hueso voraz F <ICON ALPHA>+	otomo/wp/ot_we069
152	"Filo Wyvern ""Verde"" F <ICON ALPHA>+"	otomo/wp/ot_we072
153	Abanico Garuga F <ICON ALPHA>+	otomo/wp/ot_we064
154	Zas usurpador F <ICON ALPHA>+	otomo/wp/ot_we065
155	Muñeco de Zorah F <ICON ALPHA>+	otomo/wp/ot_we019
156	Artilugio de oro F <ICON ALPHA>+	otomo/wp/ot_we066
157	Báculo Rabioso F <ICON ALPHA>+	otomo/wp/ot_we071
158	Puño Colérico F <ICON ALPHA>+	otomo/wp/ot_we070
159	Lanza Safi F <ICON ALPHA>+	otomo/wp/ot_we067
160	Pica bellota F	otomo/wp/ot_we000
161	Parasol Elisa F <ICON ALPHA>+	otomo/wp/ot_we034
162	Abanico Kulve F <ICON ALPHA>+	otomo/wp/ot_we025
163	Mega Buster <ICON ALPHA>+	otomo/wp/ot_we035
164	Vara de chocobo dorado <ICON ALPHA>+	otomo/wp/ot_we038
165	HARDUMMY	otomo/wp/ot_we037
166	HARDUMMY	otomo/wp/ot_we036
167	Espada samurái F <ICON ALPHA>+	otomo/wp/ot_we039
168	Vara primaveral F <ICON ALPHA>+	otomo/wp/ot_we040
169	Pica bellota F	otomo/wp/ot_we000
170	Pica bellota F	otomo/wp/ot_we000
171	Campana gato nival F <ICON ALPHA>+	otomo/wp/ot_we043
172	Soporte de micro F <ICON ALPHA>+	otomo/wp/ot_we044
173	Pica bellota F <ICON ALPHA>+	otomo/wp/ot_we001
174	Mazo Bazel F <ICON ALPHA>+	otomo/wp/ot_we026
175	Maza Vangis F <ICON ALPHA>+	otomo/wp/ot_we033
176	Martillo Nergigante F <ICON ALPHA>+	otomo/wp/ot_we010
177	Espada Vaal F <ICON ALPHA>+	otomo/wp/ot_we015
178	Ramo Xeno F <ICON ALPHA>+	otomo/wp/ot_we024
179	Libro gremio F <ICON ALPHA>+	otomo/wp/ot_we063
180	Cesta de rosas F <ICON ALPHA>+	otomo/wp/ot_we075
181	Pica bellota F	otomo/wp/ot_we000
182	Pica bellota F	otomo/wp/ot_we000
183	Lámpara Shishi-mai F <ICON ALPHA>+	otomo/wp/ot_we078
184	Máquina espacial <ICON ALPHA>+	otomo/wp/ot_we079
185	Pica bellota F	otomo/wp/ot_we000
186	Pica bellota F	otomo/wp/ot_we000
187	Pica bellota F	otomo/wp/ot_we000
188	HARDUMMY	otomo/wp/ot_we080
189	HARDUMMY	otomo/wp/ot_we081
190	Coral de gorgasia <ICON ALPHA>+	otomo/wp/ot_we082
191	Martillo de hueso Boaboa	otomo/wp/ot_we062
192	Pica bellota F	otomo/wp/ot_we000
193	Pica bellota F	otomo/wp/ot_we000
194	Pica bellota F	otomo/wp/ot_we000
195	Vara de director F <ICON ALPHA>+	otomo/wp/ot_we085
196	Pico rural F <ICON ALPHA>+	otomo/wp/ot_we086
197	Báculo maldito <ICON ALPHA>+	otomo/wp/ot_we073
198	Pica bellota F	otomo/wp/ot_we000
199	Pica bellota F	otomo/wp/ot_we000
200	Pica bellota F	otomo/wp/ot_we000
