Insect ID	Insect Code	Insect Name	Model
83	ROD_INSECT_081_NAME	Escarabrilla I Velox	mus027
84	ROD_INSECT_082_NAME	Escarabrilla II Velox	mus027
85	ROD_INSECT_083_NAME	Escarabrilla III Velox	mus027
86	ROD_INSECT_084_NAME	Escarabrilla I Sanare	mus027
87	ROD_INSECT_085_NAME	Escarabrilla II Sanare	mus027
88	ROD_INSECT_086_NAME	Escarabrilla III Sanare	mus027
89	ROD_INSECT_087_NAME	Mariquitorre I Forz	mus028
90	ROD_INSECT_088_NAME	Mariquitorre II Forz	mus028
91	ROD_INSECT_089_NAME	Mariquitorre III Forz	mus028
92	ROD_INSECT_090_NAME	Mariquitorre I Velox	mus028
93	ROD_INSECT_091_NAME	Mariquitorre II Velox	mus028
94	ROD_INSECT_092_NAME	Mariquitorre III Velox	mus028
95	ROD_INSECT_093_NAME	Alavalor I Forz	mus029
96	ROD_INSECT_094_NAME	Alavalor II Forz	mus029
97	ROD_INSECT_095_NAME	Alavalor III Forz	mus029
98	ROD_INSECT_096_NAME	Alavalor I Sanare	mus029
99	ROD_INSECT_097_NAME	Alavalor II Sanare	mus029
100	ROD_INSECT_098_NAME	Alavalor III Sanare	mus029
101	ROD_INSECT_099_NAME	Chiropterón I	mus013
102	ROD_INSECT_100_NAME	Chiropterón II	mus013
103	ROD_INSECT_101_NAME	Chiropterón III	mus013
104	ROD_INSECT_192_NAME	Alma de dragón Nexus	mus023
