部位ID	部位名称	防具ID	防具名称	幻化ID	防御	稀有度	模型地址
0	头盔	117	独角仙护头阿尔法	117	42	4	pl019_0000 (男性限定)
0	头盔	118	独角仙护头贝塔	118	42	4	pl019_0000 (男性限定)
0	头盔	170	燕尾蝶护头阿尔法	165	42	4	pl019_0000 (女性限定)
0	头盔	171	燕尾蝶护头贝塔	166	42	4	pl019_0000 (女性限定)
0	头盔	119	旅团帽阿尔法	119	52	5	pl036_0000
0	头盔	120	旅团帽贝塔	120	52	5	pl036_0000
0	头盔	121	大马士革头盔阿尔法	121	60	6	pl043_0000
0	头盔	122	大马士革头盔贝塔	122	60	6	pl043_0010
0	头盔	123	杜宾头盔阿尔法	123	60	6	pl044_0000
0	头盔	124	杜宾头盔贝塔	124	60	6	pl044_0000
0	头盔	129	钢龙强力阿尔法	129	64	7	pl047_0000
0	头盔	130	钢龙强力贝塔	130	64	7	pl047_0010
0	头盔	127	帝王皇冠阿尔法	127	64	7	pl046_0000
0	头盔	128	帝王皇冠贝塔	128	64	7	pl046_0010
0	头盔	105	麒麟角阿尔法	105	64	7	pl035_0000
0	头盔	106	麒麟角贝塔	106	64	7	pl035_0010
0	头盔	99	乌尔德头盔阿尔法	99	64	7	pl032_0000
0	头盔	100	乌尔德头盔贝塔	100	64	7	pl032_0010
0	头盔	115	爆鳞龙头盔阿尔法	115	58	6	pl042_0000
0	头盔	116	爆鳞龙头盔贝塔	116	58	6	pl042_0010
0	头盔	131	死神首脑阿尔法	133	62	6	pl026_0000
0	头盔	132	死神首脑贝塔	134	62	6	pl026_0000
0	头盔	133	公会十字头饰阿尔法	135	62	7	pl048_0000
0	头盔	134	公会十字头饰贝塔	136	62	7	pl048_0000
0	头盔	149	骷髅面罩阿尔法	131	64	6	pl054_0000
0	头盔	150	Unavailable	132	2	0	pl001_0000
0	头盔	153	艾露猫头套阿尔法	151	56	5	pl055_0000
0	头盔	187	Unavailable	180	2	0	pl001_0000
0	头盔	154	蘑菇猪头套阿尔法	152	40	4	pl056_0000
0	头盔	188	Unavailable	181	2	0	pl001_0000
0	头盔	179	Unavailable	172	2	0	pl001_0000
0	头盔	180	Unavailable	173	2	0	pl001_0000
0	头盔	181	封龙耳饰阿尔法	174	60	6	pl059_0000
0	头盔	182	Unavailable	175	2	0	pl001_0000
0	头盔	183	知性眼镜阿尔法	176	56	5	pl060_0000
0	头盔	184	Unavailable	177	2	0	pl001_0000
0	头盔	185	龙王的独眼阿尔法	178	70	7	pl061_0000
0	头盔	186	Unavailable	179	2	0	pl001_0000
0	头盔	125	冥灯幽火头饰阿尔法	125	72	7	pl045_0000
0	头盔	126	冥灯幽火头饰贝塔	126	72	7	pl045_0010
0	头盔	135	Unavailable	137	2	0	pl001_0000
0	头盔	136	Unavailable	138	2	0	pl001_0000
0	头盔	137	铸岛熔岩头饰阿尔法	139	44	5	pl038_0000
0	头盔	138	铸岛熔岩头饰贝塔	140	44	5	pl038_0010
0	头盔	151	追踪者头饰阿尔法	141	70	7	pl053_0000
0	头盔	152	追踪者头饰贝塔	142	70	7	pl053_0000
0	头盔	172	Unavailable	143	2	0	pl001_0000
0	头盔	173	Unavailable	144	2	0	pl001_0000
0	头盔	155	【旅团】服装·头部	145	0	6	pl036_0000
0	头盔	156	【公会十字】服装·头部	146	0	6	pl048_0000
0	头盔	145	【盛开】服装·头部	147	0	3	pl074_0000
0	头盔	146	【潜水员】服装·头部	148	0	3	pl075_0000
0	头盔	157	【收获】服装·头部	149	0	3	pl076_0000
0	头盔	158	【猎户星】服装·头部	150	0	3	pl077_0000
0	头盔	159	【盛装】服装·头部	153	0	3	pl078_0000
0	头盔	160	Unavailable	158	2	0	pl001_0000
0	头盔	299	HARDUMMY	154	0	7	pl068_0000
0	头盔	291	【隆】服装·头部	155	0	7	pl069_0000
0	头盔	292	【樱】服装·头部	156	0	7	pl070_0000
0	头盔	144	Unavailable	157	2	0	pl001_0000
0	头盔	297	【巴耶克】服装·头部	159	0	7	pl120_0000
0	头盔	162	Unavailable	160	2	0	pl001_0000
0	头盔	177	Unavailable	170	2	0	pl001_0000
0	头盔	178	Unavailable	171	2	0	pl001_0000
0	头盔	176	原型头盔	169	6	0	pl018_0000
0	头盔	190	Unavailable	182	2	0	pl001_0000
0	头盔	191	绚辉龙铠罗头盔阿尔法	183	72	7	pl049_0000
0	头盔	192	绚辉龙铠罗头盔贝塔	184	72	7	pl049_0010
0	头盔	193	盛开头饰	185	18	2	pl074_0000
0	头盔	194	潜水员修诺	186	22	2	pl075_0000
0	头盔	195	收获头饰	187	26	2	pl076_0000
0	头盔	196	猎户星头饰	188	30	3	pl077_0000
0	头盔	197	盛装头饰	189	34	3	pl078_0000
0	头盔	200	铠武者·头部	190	0	3	pl067_0000
0	头盔	201	残虐头盔阿尔法	191	58	6	pl050_0000
0	头盔	202	残虐头盔贝塔	192	58	6	pl050_0010
0	头盔	203	Unavailable	193	2	0	pl001_0000
0	头盔	204	黎明武士【寂】·头部	194	0	6	pl066_0000
0	头盔	205	黎明武士【誉】·头部	195	0	6	pl066_0010
0	头盔	206	腾龙战盔阿尔法	196	72	7	pl073_0000
0	头盔	207	盛开头饰阿尔法	197	40	4	pl074_0000
0	头盔	208	潜水员修诺阿尔法	198	46	4	pl075_0000
0	头盔	209	收获头饰阿尔法	199	52	5	pl076_0000
0	头盔	210	猎户星头饰阿尔法	200	58	5	pl077_0000
0	头盔	211	盛装头饰阿尔法	201	64	6	pl078_0000
0	头盔	212	燕尾蝶男护头	202	22	2	pl057_0000 (男性限定)
0	头盔	213	燕尾蝶男护头阿尔法	203	42	4	pl057_0000 (男性限定)
0	头盔	214	燕尾蝶男护头贝塔	204	42	4	pl057_0010 (男性限定)
0	头盔	215	独角仙后护头	205	22	2	pl057_0000 (女性限定)
0	头盔	216	独角仙后护头阿尔法	206	42	4	pl057_0000 (女性限定)
0	头盔	217	独角仙后护头贝塔	207	42	4	pl057_0000 (女性限定)
0	头盔	218	乌尔德头盔伽马	208	72	7	pl032_0020
0	头盔	219	麒麟角伽马	209	72	7	pl035_0020
0	头盔	220	帝王皇冠伽马	210	72	7	pl046_0020
0	头盔	221	钢龙强力伽马	211	72	7	pl047_0020
0	头盔	222	战纹头盔伽马	212	72	7	pl030_0020
0	头盔	223	铸岛熔岩头饰伽马	213	72	7	pl038_0020
0	头盔	224	冥灯幽火头饰伽马	214	72	7	pl045_0020
0	头盔	225	HARDUMMY	215	46	4	pl068_0000
0	头盔	226	隆面罩	216	12	1	pl069_0000
0	头盔	227	隆面罩阿尔法	217	60	6	pl069_0000
0	头盔	228	樱面罩阿尔法	218	50	5	pl070_0000
0	头盔	229	苍星之将【头盔】阿尔法	219	56	6	pl072_0000
0	头盔	230	但丁假发阿尔法	220	64	7	pl071_0000
0	头盔	231	皇后琴弦阿尔法	221	70	7	pl051_0000
0	头盔	232	皇后琴弦贝塔	222	70	7	pl051_0010
0	头盔	233	封印的眼罩阿尔法	223	46	4	pl063_0000
0	头盔	234	墨镜阿尔法	224	46	4	pl062_0000
0	头盔	235	扒手龙头套阿尔法	225	46	4	pl065_0000
0	头盔	236	摇曳鳗头套阿尔法	226	46	4	pl064_0000
0	头盔	237	【蝴蝶】服装·头部	227	0	6	pl117_0000
0	头盔	238	【死神】服装·头部	228	0	6	pl026_0000
0	头盔	239	【但丁】服装·头部	230	0	7	pl071_0000
0	头盔	240	【腾龙】服装·头部	231	0	7	pl073_0000
0	头盔	241	【追踪者】服装·头部	234	0	6	pl053_0000
0	头盔	242	【原型】服装·头部	237	0	6	pl018_0000
0	头盔	243	【甲虫】服装·头部	238	0	6	pl116_0000
0	头盔	244	dummy013	239	2	0	pl001_0000
0	头盔	245	【墨镜】服装	229	0	3	pl062_0000
0	头盔	246	【蘑菇猪头套】服装	232	0	3	pl056_0000
0	头盔	247	【艾露猫头套】服装	233	0	3	pl055_0000
0	头盔	248	【封印的眼罩】服装	235	0	3	pl063_0000
0	头盔	249	【摇曳鳗头套】服装	236	0	3	pl064_0000
0	头盔	250	【骷髅面罩】服装	240	0	3	pl054_0000
0	头盔	251	【扒手龙头套】服装	241	0	3	pl065_0000
0	头盔	298	HARDUMMY	242	64	7	pl068_0000
0	头盔	253	皇后琴弦伽马	243	70	7	pl051_0020
0	头盔	293	杰洛特面罩阿尔法	244	70	7	pl118_0000
0	头盔	294	希里面罩阿尔法	245	70	7	pl119_0000
0	头盔	295	【杰洛特】服装·头部	246	0	7	pl118_0000
0	头盔	296	【希里】服装·头部	247	0	7	pl119_0000
0	头盔	258	绚辉龙铠罗头盔伽马	248	72	7	pl049_0020
0	头盔	259	防卫队【头盔】阿尔法	249	50	5	pl121_0000
0	头盔	300	【冰狼】服装·头部	250	0	8	pl105_0000
0	头盔	301	【守护者】服装·头部	545	0	5	pl121_0000
0	头盔	302	精英·骨制头盔阿尔法	252	114	8	pl003_0000
0	头盔	303	精英·骨制头盔贝塔	253	114	8	pl003_0000
0	头盔	304	精英·合金头盔阿尔法	254	114	8	pl004_0000
0	头盔	305	精英·合金头盔贝塔	255	114	8	pl004_0000
0	头盔	306	精英·巨蜂头盔阿尔法	256	116	8	pl007_0001
0	头盔	307	精英·巨蜂头盔贝塔	257	116	8	pl007_0001
0	头盔	308	精英·巨甲虫头盔阿尔法	258	116	8	pl017_0001
0	头盔	309	精英·巨甲虫头盔贝塔	259	116	8	pl017_0001
0	头盔	314	精英·猫蜥龙护目镜阿尔法	264	116	8	pl058_0000
0	头盔	315	精英·猫蜥龙护目镜贝塔	265	116	8	pl058_0000
0	头盔	316	精英·突击龙角阿尔法	266	116	8	pl015_0000
0	头盔	317	精英·突击龙角贝塔	267	116	8	pl015_0000
0	头盔	320	精英·冰豺狼围巾阿尔法	270	116	8	pl102_0000
0	头盔	321	精英·冰豺狼围巾贝塔	271	116	8	pl102_0000
0	头盔	324	精英·贼龙头盔阿尔法	274	116	8	pl008_0001
0	头盔	325	精英·贼龙头盔贝塔	275	116	8	pl008_0001
0	头盔	326	精英·眩鸟头盔阿尔法	276	116	8	pl023_0001
0	头盔	327	精英·眩鸟头盔贝塔	277	116	8	pl023_0001
0	头盔	328	精英·痹贼龙头盔阿尔法	278	116	8	pl022_0001
0	头盔	329	精英·痹贼龙头盔贝塔	279	116	8	pl022_0001
0	头盔	330	精英·岩贼龙头盔阿尔法	280	120	8	pl039_0001
0	头盔	331	精英·岩贼龙头盔贝塔	281	120	8	pl039_0001
0	头盔	332	精英·搔鸟头盔阿尔法	282	116	8	pl009_0001
0	头盔	333	精英·搔鸟头盔贝塔	283	116	8	pl009_0001
0	头盔	334	精英·毒妖鸟头盔阿尔法	284	118	8	pl010_0001
0	头盔	335	精英·毒妖鸟头盔贝塔	285	118	8	pl010_0001
0	头盔	336	精英·土砂龙头盔阿尔法	286	118	8	pl012_0001
0	头盔	337	精英·土砂龙头盔贝塔	287	118	8	pl012_0001
0	头盔	338	精英·泥鱼龙头盔阿尔法	288	118	8	pl011_0001
0	头盔	339	精英·泥鱼龙头盔贝塔	289	118	8	pl011_0001
0	头盔	340	精英·冰鱼龙头盔阿尔法	290	118	8	pl110_0000
0	头盔	341	精英·冰鱼龙头盔贝塔	291	118	8	pl110_0000
0	头盔	342	精英·飞雷龙头盔阿尔法	292	120	8	pl013_0001
0	头盔	343	精英·飞雷龙头盔贝塔	293	120	8	pl013_0001
0	头盔	344	精英·矿石头盔阿尔法	294	128	8	pl025_0000
0	头盔	345	精英·矿石头盔贝塔	295	128	8	pl025_0000
0	头盔	346	精英·猛牛龙头盔阿尔法	296	130	8	pl084_0000
0	头盔	347	精英·猛牛龙头盔贝塔	297	130	8	pl084_0010
0	头盔	348	精英·蛮颚龙头盔阿尔法	298	132	8	pl020_0001
0	头盔	349	精英·蛮颚龙头盔贝塔	299	132	8	pl020_0011
0	头盔	350	精英·雌火龙头盔阿尔法	300	130	8	pl021_0001
0	头盔	351	精英·雌火龙头盔贝塔	301	130	8	pl021_0011
0	头盔	352	精英·火龙心头盔阿尔法	302	132	8	pl021_0101
0	头盔	353	精英·火龙心头盔贝塔	303	132	8	pl021_0111
0	头盔	354	精英·浮空龙头盔阿尔法	304	130	8	pl024_0001
0	头盔	355	精英·浮空龙头盔贝塔	305	130	8	pl024_0001
0	头盔	356	精英·浮梦头盔阿尔法	306	132	8	pl024_0101
0	头盔	357	精英·浮梦头盔贝塔	307	132	8	pl024_0101
0	头盔	358	精英·妖水头盔阿尔法	308	132	8	pl010_0101
0	头盔	359	精英·妖水头盔贝塔	309	132	8	pl010_0101
0	头盔	360	精英·朱毒头盔阿尔法	310	132	8	pl013_0101
0	头盔	361	精英·朱毒头盔贝塔	311	132	8	pl013_0101
0	头盔	362	精英·骨锤龙头盔阿尔法	312	134	8	pl028_0001
0	头盔	363	精英·骨锤龙头盔贝塔	313	134	8	pl028_0001
0	头盔	364	【皮制】服装·头部	314	0	4	pl001_0000
0	头盔	365	【锁甲】服装·头部	315	0	4	pl014_0000
0	头盔	366	【猎人阿尔法】服装·头部	316	0	4	pl002_0000
0	头盔	367	【猎人贝塔】服装·头部	317	0	4	pl002_0010
0	头盔	368	【骨制】服装·头部	318	0	4	pl003_0000
0	头盔	369	【合金】服装·头部	319	0	4	pl004_0000
0	头盔	370	【巨蜂】服装·头部	320	0	4	pl007_0000
0	头盔	371	【巨甲】服装·头部	321	0	4	pl017_0000
0	头盔	374	精英·敏捷耳饰阿尔法	324	154	10	pl095_0000
0	头盔	375	【温泉金猴】服装	325	0	11	pl113_0001
0	头盔	376	【猫蜥龙】服装·头部	326	0	4	pl058_0000
0	头盔	377	【精灵鹿头套】服装	327	0	8	pl096_0000
0	头盔	378	精英·铸铁头盔阿尔法	328	136	9	pl031_0000
0	头盔	379	精英·铸铁头盔贝塔	329	136	9	pl031_0000
0	头盔	380	精英·冰牙龙头盔阿尔法	330	138	9	pl089_0000
0	头盔	381	精英·冰牙龙头盔贝塔	331	138	9	pl089_0010
0	头盔	382	精英·火龙头盔阿尔法	332	140	9	pl033_0001
0	头盔	383	精英·火龙头盔贝塔	333	140	9	pl033_0011
0	头盔	384	精英·角龙头盔阿尔法	334	140	9	pl034_0001
0	头盔	385	精英·角龙头盔贝塔	335	140	9	pl034_0011
0	头盔	386	精英·风漂龙头盔阿尔法	336	140	9	pl027_0001
0	头盔	387	精英·风漂龙头盔贝塔	337	140	9	pl027_0011
0	头盔	388	精英·惨爪头盔阿尔法	338	140	9	pl029_0001
0	头盔	389	精英·惨爪头盔贝塔	339	140	9	pl029_0011
0	头盔	390	精英·熔岩龙头盔阿尔法	340	140	9	pl040_0001
0	头盔	391	精英·熔岩龙头盔贝塔	341	140	9	pl040_0001
0	头盔	392	精英·爆锤龙头盔阿尔法	342	144	9	pl041_0001
0	头盔	393	精英·爆锤龙头盔贝塔	343	144	9	pl041_0001
0	头盔	394	精英·迅龙头盔阿尔法	344	140	9	pl080_0000
0	头盔	395	精英·迅龙头盔贝塔	345	140	9	pl080_0010
0	头盔	396	精英·斩龙头盔阿尔法	346	142	9	pl081_0000
0	头盔	397	精英·斩龙头盔贝塔	347	142	9	pl081_0010
0	头盔	398	精英·碎龙头盔阿尔法	348	142	9	pl082_0000
0	头盔	399	精英·碎龙头盔贝塔	349	142	9	pl082_0010
0	头盔	400	精英·轰龙头盔阿尔法	350	142	9	pl083_0000
0	头盔	401	精英·轰龙头盔贝塔	351	142	9	pl083_0010
0	头盔	402	精英·雷颚头盔阿尔法	352	146	10	pl020_0101
0	头盔	403	精英·雷颚头盔贝塔	353	146	10	pl020_0111
0	头盔	404	【贼龙】服装·头部	354	0	4	pl008_0000
0	头盔	405	【搔鸟】服装·头部	355	0	4	pl009_0000
0	头盔	406	精英·黑带头盔阿尔法	356	150	10	pl093_0000
0	头盔	407	精英·黑带头盔贝塔	357	150	10	pl093_0000
0	头盔	408	【龙王的独眼】服装	358	0	8	pl061_0000
0	头盔	409	【知性眼镜】服装	359	0	8	pl060_0000
0	头盔	410	【羽毛装饰】服装	360	0	8	pl037_0000
0	头盔	411	【眩鸟】服装·头部	361	0	4	pl023_0000
0	头盔	412	【痹贼龙】服装·头部	362	0	4	pl022_0000
0	头盔	413	精英·霜漂头盔阿尔法	363	146	10	pl027_0500
0	头盔	414	精英·霜漂头盔贝塔	364	146	10	pl027_0510
0	头盔	415	精英·火龙魂头盔阿尔法	365	148	10	pl033_0101
0	头盔	416	精英·火龙魂头盔贝塔	366	148	10	pl033_0111
0	头盔	417	精英·暴君角龙头盔阿尔法	367	148	10	pl034_0101
0	头盔	418	精英·暴君角龙头盔贝塔	368	148	10	pl034_0111
0	头盔	419	精英·亡爪头盔阿尔法	369	148	10	pl029_0101
0	头盔	420	精英·亡爪头盔贝塔	370	148	10	pl029_0111
0	头盔	421	精英·斩黄头盔阿尔法	371	150	10	pl081_0100
0	头盔	422	精英·斩黄头盔贝塔	372	150	10	pl081_0110
0	头盔	423	精英·机械头盔阿尔法	373	142	9	pl091_0000
0	头盔	424	精英·机械头盔贝塔	374	142	9	pl091_0000
0	头盔	425	【骷髅方巾】服装	375	0	10	pl099_0000
0	头盔	426	【毒妖鸟阿尔法】服装·头部	376	0	4	pl010_0000
0	头盔	427	【毒妖鸟贝塔】服装·头部	377	0	4	pl010_0010
0	头盔	428	精英·杜宾头盔阿尔法	378	152	10	pl044_0000
0	头盔	429	精英·杜宾头盔贝塔	379	152	10	pl044_0000
0	头盔	430	精英·大马士革头盔阿尔法	380	152	10	pl043_0000
0	头盔	431	精英·大马士革头盔贝塔	381	152	10	pl043_0010
0	头盔	432	精英·雪崩头盔阿尔法	382	154	11	pl085_0000
0	头盔	433	精英·雪崩头盔贝塔	383	154	11	pl085_0010
0	头盔	434	精英·矜持头盔阿尔法	384	154	10	pl042_0500
0	头盔	435	精英·矜持头盔贝塔	385	154	10	pl042_0510
0	头盔	436	精英·死灭头盔阿尔法	386	156	11	pl032_0500
0	头盔	437	精英·死灭头盔贝塔	387	156	11	pl032_0510
0	头盔	438	精英·帝王皇冠阿尔法	388	156	11	pl046_0001
0	头盔	439	精英·帝王皇冠贝塔	389	156	11	pl046_0011
0	头盔	440	精英·钢龙强力阿尔法	390	156	11	pl047_0001
0	头盔	441	精英·钢龙强力贝塔	391	156	11	pl047_0011
0	头盔	442	精英·麒麟角阿尔法	392	154	11	pl035_0001
0	头盔	443	精英·麒麟角贝塔	393	154	11	pl035_0011
0	头盔	444	精英·触角头盔阿尔法	394	158	11	pl086_0000
0	头盔	445	精英·触角头盔贝塔	395	158	11	pl086_0010
0	头盔	446	【蒸汽贵族阿尔法】服装·头部	396	0	9	pl104_0000
0	头盔	447	【土砂龙】服装·头部	397	0	4	pl012_0000
0	头盔	448	精英·公会宫殿头盔阿尔法	398	154	10	pl094_0000
0	头盔	449	精英·公会宫殿头盔贝塔	399	154	10	pl094_0000
0	头盔	450	精英·弧锁头盔阿尔法	400	142	9	pl104_0000
0	头盔	451	精英·弧锁头盔贝塔	401	142	9	pl104_0010
0	头盔	452	【水晶耳环】服装	402	0	8	pl059_0000
0	头盔	453	精英·狂纹头盔阿尔法	403	166	11	pl030_0500
0	头盔	454	精英·狂纹头盔贝塔	404	166	11	pl030_0510
0	头盔	455	精英·迦楼罗头盔阿尔法	405	162	11	pl088_0000
0	头盔	456	精英·迦楼罗头盔贝塔	406	162	11	pl088_0010
0	头盔	457	精英·贪欲头盔阿尔法	407	156	10	pl050_0500
0	头盔	458	精英·贪欲头盔贝塔	408	156	10	pl050_0510
0	头盔	459	【蛮颚龙阿尔法】服装·头部	409	0	4	pl020_0000
0	头盔	460	【蛮颚龙贝塔】服装·头部	410	0	4	pl020_0010
0	头盔	461	精英·公会成果头饰阿尔法	411	162	11	pl092_0000
0	头盔	462	精英·公会成果头饰贝塔	412	162	11	pl092_0000
0	头盔	463	精英·佯动耳饰阿尔法	413	162	11	pl095_0010
0	头盔	464	精英·金黄澄月头盔阿尔法	414	162	11	pl021_0200
0	头盔	465	精英·金黄澄月头盔贝塔	415	162	11	pl021_0210
0	头盔	466	精英·银白耀日头盔阿尔法	416	164	11	pl033_0200
0	头盔	467	精英·银白耀日头盔贝塔	417	164	11	pl033_0210
0	头盔	468	【泥鱼龙】服装·头部	418	0	4	pl011_0000
0	头盔	469	【飞雷龙】服装·头部	419	0	4	pl013_0000
0	头盔	470	精英·雷狼龙头盔阿尔法	420	158	10	pl107_0000
0	头盔	471	精英·雷狼龙头盔贝塔	421	158	10	pl107_0010
0	头盔	472	精英·狱狼龙头盔阿尔法	422	160	10	pl107_0100
0	头盔	473	精英·狱狼龙头盔贝塔	423	160	10	pl107_0110
0	头盔	474	精英·黑狼鸟头盔阿尔法	424	154	10	pl108_0000
0	头盔	475	精英·黑狼鸟头盔贝塔	425	154	10	pl108_0010
0	头盔	476	精英·铸岛熔岩头饰阿尔法	426	160	11	pl038_0000
0	头盔	477	精英·铸岛熔岩头饰贝塔	427	160	11	pl038_0010
0	头盔	478	精英·金色毛发阿尔法	428	158	10	pl109_0000
0	头盔	479	精英·金色毛发贝塔	429	158	10	pl109_0010
0	头盔	480	精英·齐天毛发阿尔法	430	170	11	pl109_0500
