部位ID	部位名称	防具ID	防具名称	模型地址
0	头盔	117	精英·泥魚龍貓頭盔α	otomo/equip/ot006/helm
0	头盔	118	精英·冰魚龍貓護目鏡α	otomo/equip/ot051/helm
0	头盔	119	精英·飛雷龍貓頭巾α	otomo/equip/ot007/helm
0	头盔	120	精英·猛牛龍貓頭巾α	otomo/equip/ot052/helm
0	头盔	121	精英·蠻顎龍貓頭盔α	otomo/equip/ot008/helm
0	头盔	122	精英·雌火龍貓頭盔α	otomo/equip/ot009/helm
0	头盔	123	精英·浮空龍貓頭盔α	otomo/equip/ot011/helm
0	头盔	124	精英·骨鎚龍貓帽盔α	otomo/equip/ot013/helm
0	头盔	125	精英·瓢蟲貓護頭α	otomo/equip/ot030/helm
0	头盔	126	精英·死神貓頭巾α	otomo/equip/ot027/helm
0	头盔	127	精英·冰牙龍貓頭盔α	otomo/equip/ot046/helm
0	头盔	128	精英·火龍貓頭盔α	otomo/equip/ot016/helm
0	头盔	129	精英·角龍貓頭盔α	otomo/equip/ot017/helm
0	头盔	130	精英·風漂龍貓頭盔α	otomo/equip/ot012/helm
0	头盔	131	精英·慘爪貓頭盔α	otomo/equip/ot014/helm
0	头盔	132	精英·熔岩龍貓頭盔α	otomo/equip/ot020/helm
0	头盔	133	精英·爆鎚貓頭盔α	otomo/equip/ot021/helm
0	头盔	134	精英·迅龍貓頭盔α	otomo/equip/ot047/helm
0	头盔	135	精英·斬龍貓頭盔α	otomo/equip/ot048/helm
0	头盔	136	精英·碎龍貓拳擊護頭α	otomo/equip/ot049/helm
0	头盔	137	精英·轟龍貓頭盔α	otomo/equip/ot050/helm
0	头盔	138	精英·霜漂貓頭盔α	otomo/equip/ot056/helm
0	头盔	139	精英·機械貓核心α	otomo/equip/ot061/helm
0	头盔	140	精英·奇面貓面具α	otomo/equip/ot031/helm
0	头盔	141	精英·獸纏貓面具α	otomo/equip/ot062/helm
0	头盔	142	精英·雪崩貓頭盔α	otomo/equip/ot053/helm
0	头盔	143	精英·矜持貓頭盔α	otomo/equip/ot059/helm
0	头盔	144	精英·死滅貓骷髏α	otomo/equip/ot057/helm
0	头盔	145	精英·觸角貓頭巾α	otomo/equip/ot054/helm
0	头盔	146	精英·帝王貓皇冠α	otomo/equip/ot022/helm
0	头盔	147	精英·鋼龍貓綢帽α	otomo/equip/ot023/helm
0	头盔	148	精英·麒麟貓角α	otomo/equip/ot018/helm
0	头盔	149	精英·迦樓羅貓寶冠α	otomo/equip/ot055/helm
0	头盔	150	精英·狂紋貓頭盔α	otomo/equip/ot058/helm
0	头盔	151	精英·貪欲貓面具α	otomo/equip/ot069/helm
0	头盔	152	精英·劍術貓頭盔α	otomo/equip/ot072/helm
0	头盔	153	精英·黑狼鳥貓頭巾α	otomo/equip/ot064/helm
0	头盔	154	精英·雷狼龍貓頭盔α	otomo/equip/ot065/helm
0	头盔	155	精英·偉大貓皇冠α	otomo/equip/ot019/helm
0	头盔	156	精英·黑衣貓面罩α	otomo/equip/ot066/helm
0	头盔	157	精英·激昂貓頭α	otomo/equip/ot071/helm
0	头盔	158	精英·爆碎貓拳擊護頭α	otomo/equip/ot070/helm
0	头盔	159	精英‧赤龍貓封冠α	otomo/equip/ot067/helm
0	头盔	160	精英·煌黑龍貓智慧α	otomo/equip/ot068/helm
0	头盔	161	精英·伊麗莎貓王冠α	otomo/equip/ot034/helm
0	头盔	162	精英‧絢輝龍貓毛皮α	otomo/equip/ot025/helm
0	头盔	163	精英‧洛克人頭飾α	otomo/equip/ot035/helm
0	头盔	164	精英‧莫古利頭飾α	otomo/equip/ot038/helm
0	头盔	165	精英‧蒼星貓頭盔α	otomo/equip/ot037/helm
0	头盔	166	HARDUMMY	otomo/equip/ot036/helm
0	头盔	167	精英‧武者貓頭盔α	otomo/equip/ot039/helm
0	头盔	168	精英‧燕尾蝶貓頭飾α	otomo/equip/ot040/helm
0	头盔	169	精英·阿羅哈貓草帽α	otomo/equip/ot041/helm
0	头盔	170	精英·幽靈貓頭飾α	otomo/equip/ot042/helm
0	头盔	171	精英‧雪貓頭飾α	otomo/equip/ot043/helm
0	头盔	172	精英‧巨星貓頭飾α	otomo/equip/ot044/helm
0	头盔	173	精英‧皮製貓頭飾α	otomo/equip/ot001/helm
0	头盔	174	精英‧爆鱗龍貓頭盔α	otomo/equip/ot026/helm
0	头盔	175	精英‧殘虐貓頭盔α	otomo/equip/ot033/helm
0	头盔	176	精英‧戰紋貓頭盔α	otomo/equip/ot010/helm
0	头盔	177	精英‧烏爾德貓骷髏α	otomo/equip/ot015/helm
0	头盔	178	精英‧異國貓頭紗α	otomo/equip/ot024/helm
0	头盔	179	精英·公會貓帽α	otomo/equip/ot063/helm
0	头盔	180	精英‧薔薇貓頭飾α	otomo/equip/ot075/helm
0	头盔	181	精英·毒妖鳥玩偶貓頭飾α	otomo/equip/ot076/helm
0	头盔	182	精英·怪物貓頭飾α	otomo/equip/ot077/helm
0	头盔	183	精英‧獅子舞貓頭飾α	otomo/equip/ot078/helm
0	头盔	184	精英‧宇宙貓面具α	otomo/equip/ot079/helm
0	头盔	185	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	186	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	187	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	188	精英‧蒼世貓獅子頭α	otomo/equip/ot080/helm
0	头盔	189	HARDUMMY	otomo/equip/ot081/helm
0	头盔	190	精英·搖曳鰻頭套α	otomo/equip/ot082/helm
0	头盔	191	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	192	精英·霜刃冰牙貓頭盔α	otomo/equip/ot083/helm
0	头盔	193	精英‧黑龍貓頭飾α	otomo/equip/ot084/helm
0	头盔	194	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	195	精英‧巨匠貓髮飾α	otomo/equip/ot085/helm
0	头盔	196	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	197	精英‧孽鬼頭飾α	otomo/equip/ot073/helm
0	头盔	198	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	199	皮製貓頭飾	otomo/equip/ot000/helm
0	头盔	200	皮製貓頭飾	otomo/equip/ot000/helm
1	铠甲	1	皮製貓服飾	otomo/equip/ot001/body
1	铠甲	28	骨製貓鎧甲	otomo/equip/ot028/body
1	铠甲	29	合金貓鎧甲	otomo/equip/ot029/body
1	铠甲	2	凶豺龍貓鎧甲	otomo/equip/ot002/body
1	铠甲	3	搔鳥貓服飾	otomo/equip/ot003/body
1	铠甲	4	毒妖鳥貓外袍	otomo/equip/ot004/body
1	铠甲	5	土砂龍貓鎧甲	otomo/equip/ot005/body
1	铠甲	6	泥魚龍貓鎧甲	otomo/equip/ot006/body
1	铠甲	7	飛雷龍貓服裝	otomo/equip/ot007/body
1	铠甲	8	蠻顎龍貓鎧甲	otomo/equip/ot008/body
1	铠甲	11	浮空龍貓披肩	otomo/equip/ot011/body
1	铠甲	9	雌火龍貓鎧甲	otomo/equip/ot009/body
1	铠甲	13	骨鎚龍貓服裝	otomo/equip/ot013/body
1	铠甲	30	瓢蟲貓上身	otomo/equip/ot030/body
1	铠甲	12	風漂龍貓鎧甲	otomo/equip/ot012/body
1	铠甲	14	慘爪龍鎧甲	otomo/equip/ot014/body
1	铠甲	16	火龍貓鎧甲	otomo/equip/ot016/body
1	铠甲	17	角龍貓鎧甲	otomo/equip/ot017/body
1	铠甲	18	麒麟貓服飾	otomo/equip/ot018/body
1	铠甲	27	死神貓風衣	otomo/equip/ot027/body
1	铠甲	32	皮製貓服飾α	otomo/equip/ot001/body
1	铠甲	33	骨製貓鎧甲α	otomo/equip/ot028/body
1	铠甲	34	合金貓鎧甲α	otomo/equip/ot029/body
1	铠甲	35	凶豺龍貓鎧甲α	otomo/equip/ot002/body
1	铠甲	36	搔鳥貓服飾α	otomo/equip/ot003/body
1	铠甲	37	毒妖鳥貓外袍α	otomo/equip/ot004/body
1	铠甲	38	土砂龍貓鎧甲α	otomo/equip/ot005/body
1	铠甲	39	泥魚龍貓鎧甲α	otomo/equip/ot006/body
1	铠甲	40	飛雷龍貓服裝α	otomo/equip/ot007/body
1	铠甲	19	偉大貓服裝α	otomo/equip/ot019/body
1	铠甲	41	蠻顎龍貓鎧甲α	otomo/equip/ot008/body
1	铠甲	42	浮空龍貓披肩α	otomo/equip/ot011/body
1	铠甲	43	雌火龍貓鎧甲α	otomo/equip/ot009/body
1	铠甲	44	骨鎚龍貓服裝α	otomo/equip/ot013/body
1	铠甲	45	瓢蟲貓上身α	otomo/equip/ot030/body
1	铠甲	46	風漂龍貓鎧甲α	otomo/equip/ot012/body
1	铠甲	47	慘爪龍鎧甲α	otomo/equip/ot014/body
1	铠甲	48	火龍貓鎧甲α	otomo/equip/ot016/body
1	铠甲	49	角龍貓鎧甲α	otomo/equip/ot017/body
1	铠甲	50	麒麟貓服飾α	otomo/equip/ot018/body
1	铠甲	20	熔岩龍貓鎧甲α	otomo/equip/ot020/body
1	铠甲	21	爆鎚龍貓鎧甲α	otomo/equip/ot021/body
1	铠甲	26	爆鱗龍鎧甲α	otomo/equip/ot026/body
1	铠甲	51	死神貓風衣α	otomo/equip/ot027/body
1	铠甲	52	奇面貓蓑衣α	otomo/equip/ot031/body
1	铠甲	10	戰紋貓鎧甲α	otomo/equip/ot010/body
1	铠甲	15	烏爾德貓骨α	otomo/equip/ot015/body
1	铠甲	22	帝王貓胴鎧α	otomo/equip/ot022/body
1	铠甲	23	鋼龍貓復仇α	otomo/equip/ot023/body
1	铠甲	24	異國貓禮服α	otomo/equip/ot024/body
1	铠甲	25	孽鬼身體α	otomo/equip/ot073/body
1	铠甲	53	Unavailable	otomo/equip/ot032/body
1	铠甲	100	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	101	燕尾蝶貓服飾	otomo/equip/ot040/body
1	铠甲	102	阿羅哈貓阿羅哈	otomo/equip/ot041/body
1	铠甲	103	幽靈貓罩袍	otomo/equip/ot042/body
1	铠甲	104	雪貓身體	otomo/equip/ot043/body
1	铠甲	105	巨星貓服裝	otomo/equip/ot044/body
1	铠甲	55	絢輝龍貓服裝α	otomo/equip/ot025/body
1	铠甲	56	殘虐貓鎧甲α	otomo/equip/ot033/body
1	铠甲	57	伊麗莎貓胴鎧α	otomo/equip/ot034/body
1	铠甲	58	洛克人身體α	otomo/equip/ot035/body
1	铠甲	59	HARDUMMY	otomo/equip/ot036/body
1	铠甲	60	蒼星貓鎧甲	otomo/equip/ot037/body
1	铠甲	61	莫古利衣裝α	otomo/equip/ot038/body
1	铠甲	62	武者貓鎧甲α	otomo/equip/ot039/body
1	铠甲	63	燕尾蝶貓服飾α	otomo/equip/ot040/body
1	铠甲	64	阿羅哈貓阿羅哈α	otomo/equip/ot041/body
1	铠甲	65	幽靈貓罩袍α	otomo/equip/ot042/body
1	铠甲	66	雪貓身體α	otomo/equip/ot043/body
1	铠甲	67	巨星貓服裝α	otomo/equip/ot044/body
1	铠甲	110	精英·貓貓粗呢大衣α	otomo/equip/ot060/body
1	铠甲	111	精英·骨製貓鎧甲α	otomo/equip/ot028/body
1	铠甲	112	精英·合金貓鎧甲α	otomo/equip/ot029/body
1	铠甲	113	精英·凶豺龍貓鎧甲α	otomo/equip/ot002/body
1	铠甲	114	精英·搔鳥貓服飾α	otomo/equip/ot003/body
1	铠甲	115	精英·毒妖鳥貓斗篷α	otomo/equip/ot004/body
1	铠甲	116	精英·土砂龍貓鎧甲α	otomo/equip/ot005/body
1	铠甲	117	精英·泥魚龍貓鎧甲α	otomo/equip/ot006/body
1	铠甲	118	精英·冰魚龍貓著服α	otomo/equip/ot051/body
1	铠甲	119	精英·飛雷龍貓服裝α	otomo/equip/ot007/body
1	铠甲	120	精英·猛牛龍貓服裝α	otomo/equip/ot052/body
1	铠甲	121	精英·蠻顎龍貓鎧甲α	otomo/equip/ot008/body
1	铠甲	122	精英·雌火龍貓鎧甲α	otomo/equip/ot009/body
1	铠甲	123	精英·浮空龍貓披肩α	otomo/equip/ot011/body
1	铠甲	124	精英·骨鎚龍貓服裝α	otomo/equip/ot013/body
1	铠甲	125	精英·瓢蟲貓上身α	otomo/equip/ot030/body
1	铠甲	126	精英·死神貓風衣α	otomo/equip/ot027/body
1	铠甲	127	精英·冰牙龍貓鎧甲α	otomo/equip/ot046/body
1	铠甲	128	精英·火龍貓鎧甲α	otomo/equip/ot016/body
1	铠甲	129	精英·角龍貓鎧甲α	otomo/equip/ot017/body
1	铠甲	130	精英·風漂龍貓鎧甲α	otomo/equip/ot012/body
1	铠甲	131	精英·慘爪貓鎧甲α	otomo/equip/ot014/body
1	铠甲	132	精英·熔岩龍貓鎧甲α	otomo/equip/ot020/body
1	铠甲	133	精英·爆鎚貓鎧甲α	otomo/equip/ot021/body
1	铠甲	134	精英·迅龍貓鎧甲α	otomo/equip/ot047/body
1	铠甲	135	精英·斬龍貓鎧甲α	otomo/equip/ot048/body
1	铠甲	136	精英·碎龍貓拳擊裝α	otomo/equip/ot049/body
1	铠甲	137	精英·轟龍貓鎧甲α	otomo/equip/ot050/body
1	铠甲	138	精英·霜漂貓鎧甲α	otomo/equip/ot056/body
1	铠甲	139	精英·機械貓齒輪α	otomo/equip/ot061/body
1	铠甲	140	精英·奇面貓蓑衣α	otomo/equip/ot031/body
1	铠甲	141	精英·獸纏貓風衣α	otomo/equip/ot062/body
1	铠甲	142	精英·雪崩貓鎧甲α	otomo/equip/ot053/body
1	铠甲	143	精英·矜持貓鎧甲α	otomo/equip/ot059/body
1	铠甲	144	精英·死滅貓風衣α	otomo/equip/ot057/body
1	铠甲	145	精英·觸角貓服裝α	otomo/equip/ot054/body
1	铠甲	146	精英·帝王貓胴鎧α	otomo/equip/ot022/body
1	铠甲	147	精英·鋼龍貓復仇α	otomo/equip/ot023/body
1	铠甲	148	精英·麒麟貓服飾α	otomo/equip/ot018/body
1	铠甲	149	精英·迦樓羅貓天衣α	otomo/equip/ot055/body
1	铠甲	150	精英·狂紋貓鎧甲α	otomo/equip/ot058/body
1	铠甲	151	精英·貪欲貓服裝α	otomo/equip/ot069/body
1	铠甲	152	精英·劍術貓鎧甲α	otomo/equip/ot072/body
1	铠甲	153	精英·黑狼鳥貓衣α	otomo/equip/ot064/body
1	铠甲	154	精英·雷狼龍貓鎧甲α	otomo/equip/ot065/body
1	铠甲	155	精英·偉大貓服裝α	otomo/equip/ot019/body
1	铠甲	156	精英·黑衣貓裝束α	otomo/equip/ot066/body
1	铠甲	157	精英·齊天貓上裝α	otomo/equip/ot071/body
1	铠甲	158	精英·爆碎貓拳擊護身α	otomo/equip/ot070/body
1	铠甲	159	精英‧赤龍貓封鎧α	otomo/equip/ot067/body
1	铠甲	160	精英·煌黑龍貓靈魂α	otomo/equip/ot068/body
1	铠甲	161	精英·伊麗莎貓胴鎧α	otomo/equip/ot034/body
1	铠甲	162	精英‧絢輝龍貓服裝α	otomo/equip/ot025/body
1	铠甲	163	精英‧洛克人身體α	otomo/equip/ot035/body
1	铠甲	164	精英‧莫古利衣裝α	otomo/equip/ot038/body
1	铠甲	165	精英‧蒼星貓鎧甲α	otomo/equip/ot037/body
1	铠甲	166	HARDUMMY	otomo/equip/ot036/body
1	铠甲	167	精英‧武者貓鎧甲α	otomo/equip/ot039/body
1	铠甲	168	精英‧燕尾蝶貓服飾α	otomo/equip/ot040/body
1	铠甲	169	精英·阿羅哈貓阿羅哈α	otomo/equip/ot041/body
1	铠甲	170	精英·幽靈貓罩袍α	otomo/equip/ot042/body
1	铠甲	171	精英‧雪貓身體α	otomo/equip/ot043/body
1	铠甲	172	精英‧巨星貓服裝α	otomo/equip/ot044/body
1	铠甲	173	精英‧皮製貓服飾α	otomo/equip/ot001/body
1	铠甲	174	精英‧爆鱗龍鎧甲α	otomo/equip/ot026/body
1	铠甲	175	精英‧殘虐貓鎧甲α	otomo/equip/ot033/body
1	铠甲	176	精英‧戰紋貓鎧甲α	otomo/equip/ot010/body
1	铠甲	177	精英‧烏爾德貓骨α	otomo/equip/ot015/body
1	铠甲	178	精英‧異國貓禮服α	otomo/equip/ot024/body
1	铠甲	179	精英·公會貓風衣α	otomo/equip/ot063/body
1	铠甲	180	精英‧薔薇貓禮服α	otomo/equip/ot075/body
1	铠甲	181	精英·毒妖鳥玩偶貓身體α	otomo/equip/ot076/body
1	铠甲	182	精英·怪物貓身體α	otomo/equip/ot077/body
1	铠甲	183	精英‧獅子舞貓身體α	otomo/equip/ot078/body
1	铠甲	184	精英‧宇宙貓服裝α	otomo/equip/ot079/body
1	铠甲	185	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	186	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	187	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	188	精英‧蒼世貓和服α	otomo/equip/ot080/body
1	铠甲	189	HARDUMMY	otomo/equip/ot081/body
1	铠甲	190	精英·搖曳貓壺α	otomo/equip/ot082/body
1	铠甲	191	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	192	精英·霜刃冰牙貓鎧甲α	otomo/equip/ot083/body
1	铠甲	193	精英‧黑龍貓身體α	otomo/equip/ot084/body
1	铠甲	194	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	195	精英‧巨匠貓服裝α	otomo/equip/ot085/body
1	铠甲	196	精英‧野生貓橡子α	otomo/equip/ot086/body
1	铠甲	197	精英‧孽鬼身體α	otomo/equip/ot073/body
1	铠甲	198	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	199	皮製貓頭飾	otomo/equip/ot000/body
1	铠甲	200	皮製貓頭飾	otomo/equip/ot000/body
