武器类型ID	武器类型	武器ID	武器名称	稀有度	模型类型	主模型地址	附件模型地址
0	大剑	65	激流巨像Ⅰ	4	组合模型	wp/two/two004	
0	大剑	66	激流巨像Ⅱ	5	组合模型	wp/two/two004	
0	大剑	67	激流巨像Ⅲ	5	组合模型	wp/two/two004	
0	大剑	68	土砂龍巨劍Ⅰ	1	组合模型	wp/two/two005	wp/two/parts/op_two004
0	大剑	69	土砂龍巨劍Ⅱ	2	组合模型	wp/two/two005	wp/two/parts/op_two004
0	大剑	70	土砂龍巨劍Ⅲ	3	组合模型	wp/two/two005	wp/two/parts/op_two004
0	大剑	71	土砂龍粉碎者Ⅰ	4	组合模型	wp/two/two006	wp/two/parts/op_two004
0	大剑	72	土砂龍粉碎者Ⅱ	5	组合模型	wp/two/two006	wp/two/parts/op_two004
0	大剑	73	土砂龍粉碎者Ⅲ	5	组合模型	wp/two/two006	wp/two/parts/op_two004
0	大剑	74	尖刺劍Ⅰ	2	组合模型	wp/two/two005	wp/two/parts/op_two007
0	大剑	75	尖刺劍Ⅱ	3	组合模型	wp/two/two005	wp/two/parts/op_two007
0	大剑	76	塊劍拉多巴爾喀Ⅰ	4	组合模型	wp/two/two004	wp/two/parts/op_two007
0	大剑	77	塊劍拉多巴爾喀Ⅱ	5	组合模型	wp/two/two004	wp/two/parts/op_two007
0	大剑	78	塊劍拉多巴爾喀Ⅲ	5	组合模型	wp/two/two004	wp/two/parts/op_two007
0	大剑	79	龍骨大劍Ⅰ	2	组合模型	wp/two/two005	
0	大剑	80	龍骨大劍Ⅱ	3	组合模型	wp/two/two005	
0	大剑	81	龍骨大劍Ⅲ	5	组合模型	wp/two/two005	
0	大剑	98	熔山龍大劍Ⅰ	4	组合模型	wp/two/two005	wp/two/parts/op_two012
0	大剑	82	熔山龍大劍Ⅱ	6	组合模型	wp/two/two005	wp/two/parts/op_two012
0	大剑	83	召雷劍	3	独立模型	wp/two/two002	
0	大剑	84	召雷劍【麒麟】	6	独立模型	wp/two/two002	
0	大剑	85	召雷劍【麒麟王】	7	独立模型	wp/two/two002	
0	大剑	86	黑鋼大劍Ⅰ	4	组合模型	wp/two/two002	
0	大剑	87	黑鋼大劍Ⅱ	5	组合模型	wp/two/two002	
0	大剑	88	鋼冰大劍	6	独立模型	wp/two/two001	
0	大剑	89	鋼龍凍大劍	7	独立模型	wp/two/two001	
0	大剑	90	冥燈龍大劍	7	组合模型	wp/two/two002	wp/two/parts/op_two010
0	大剑	91	龍顎劍	5	独立模型	wp/two/two007	
0	大剑	92	龍顎劍【大牙】	7	独立模型	wp/two/two007	
0	大剑	7	狂戰士之劍	5	独立模型	wp/two/two009	
0	大剑	8	痛苦之劍	6	独立模型	wp/two/two009	
0	大剑	9	龍熱機關式【鋼翼】	3	独立模型	wp/two/two010	
0	大剑	99	龍熱機關式【鋼翼】改	6	独立模型	wp/two/two010	
0	大剑	100	金色的大劍‧水	5	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	101	金色的大劍‧冰	5	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	102	金色的大劍‧睡眠	5	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	103	金色的大劍‧賊	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two003
0	大剑	104	金色的大劍‧毒妖	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two002
0	大剑	105	金色的大劍‧土砂	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two004
0	大剑	106	金色的大劍‧痺賊	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two006
0	大剑	107	金色的大劍‧骨鎚	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two007
0	大剑	108	金色的大劍‧屍套	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two008
0	大剑	109	金色的大劍‧王	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two001
0	大剑	110	金色的大劍‧熔岩	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two009
0	大剑	111	金色的大劍‧熔山	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two012
0	大剑	112	鎧羅炎‧賊	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two003
0	大剑	113	鎧羅炎‧毒妖	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two002
0	大剑	114	鎧羅炎‧土砂	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two004
0	大剑	115	鎧羅炎‧痺賊	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two006
0	大剑	116	鎧羅炎‧骨鎚	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two007
0	大剑	117	鎧羅炎‧屍套	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two008
0	大剑	118	鎧羅炎‧王	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two001
0	大剑	119	鎧羅炎‧熔岩	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two009
0	大剑	120	鎧羅炎‧熔山	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two012
0	大剑	121	鎧羅炎‧水	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	122	鎧羅炎‧冰	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	123	鎧羅炎‧睡眠	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	124	皇后盔	6	组合模型	wp/two/two009	
0	大剑	125	皇后盔‧炎妃	7	组合模型	wp/two/two009	
0	大剑	126	皇后盔‧滅盡	7	组合模型	wp/two/two009	wp/two/parts/op_two005
0	大剑	127	皇后盔‧冥燈	7	组合模型	wp/two/two009	wp/two/parts/op_two010
0	大剑	128	鎧羅炎‧雷	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	129	帝王金大劍‧痺賊	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two006
0	大剑	130	帝王金大劍‧屍套	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two008
0	大剑	131	帝王金大劍‧王	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two001
0	大剑	132	帝王金大劍‧熔山	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two012
0	大剑	133	帝王金大劍‧水	7	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	134	帝王金大劍‧冰	7	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	135	帝王金大劍‧雷	7	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	136	防衛隊炎刃型大劍Ⅰ	0	组合模型	wp/two/two001	
0	大剑	137	防衛隊炎刃型大劍Ⅱ	2	组合模型	wp/two/two001	
0	大剑	138	防衛隊炎刃型大劍Ⅲ	4	组合模型	wp/two/two001	
0	大剑	139	防衛隊炎刃型大劍Ⅳ	5	组合模型	wp/two/two001	
0	大剑	140	防衛隊炎刃型大劍Ⅴ	6	组合模型	wp/two/two001	
0	大剑	141	Unavailable	0	组合模型	wp/two/two002	
0	大剑	142	Unavailable	0	组合模型	wp/two/two002	
0	大剑	143	Unavailable	0	组合模型	wp/two/two002	
0	大剑	144	Unavailable	0	组合模型	wp/two/two002	
0	大剑	145	Unavailable	0	组合模型	wp/two/two002	
0	大剑	146	Unavailable	0	组合模型	wp/two/two002	
0	大剑	147	Unavailable	0	组合模型	wp/two/two002	
0	大剑	148	Unavailable	0	组合模型	wp/two/two002	
0	大剑	149	Unavailable	0	组合模型	wp/two/two002	
0	大剑	150	鉻鋼死神鐮刀Ⅰ	8	组合模型	wp/two/two010	
0	大剑	151	鉻鋼死神鐮刀Ⅱ	9	组合模型	wp/two/two010	
0	大剑	152	鉻鋼死神鐮刀Ⅲ	10	组合模型	wp/two/two010	
0	大剑	153	滅鬼兇器【斷】	11	独立模型	wp/two/two014	
0	大剑	154	雷光懲罰者Ⅳ	8	组合模型	wp/two/two003	
0	大剑	155	迅雷斷裂斧Ⅰ	9	组合模型	wp/two/two003	wp/two/parts/op_two022
0	大剑	156	迅雷斷裂斧Ⅱ	10	组合模型	wp/two/two003	wp/two/parts/op_two022
0	大剑	157	獄界斷罪斧	10	组合模型	wp/two/two003	wp/two/parts/op_two023
0	大剑	158	霜炎Ⅲ	8	组合模型	wp/two/two001	
0	大剑	159	冰尖巨牙	9	独立模型	wp/two/two011	
0	大剑	160	冰尖巨牙‧改	9	独立模型	wp/two/two011	
0	大剑	161	斷海冰牙	10	独立模型	wp/two/two011	
0	大剑	162	凶豺龍兵器Ⅰ	8	组合模型	wp/two/two010	wp/two/parts/op_two003
0	大剑	163	凶豺龍兵器Ⅱ	9	组合模型	wp/two/two010	wp/two/parts/op_two003
0	大剑	164	巨牛大斧Ⅰ	8	组合模型	wp/two/two003	wp/two/parts/op_two020
0	大剑	165	巨牛大斧Ⅱ	9	组合模型	wp/two/two003	wp/two/parts/op_two020
0	大剑	166	Unavailable	0	组合模型	wp/two/two002	
0	大剑	167	蛇神斷頭台Ⅰ	8	组合模型	wp/two/two003	wp/two/parts/op_two006
0	大剑	168	蛇神斷頭台Ⅱ	9	组合模型	wp/two/two003	wp/two/parts/op_two006
0	大剑	169	隱密之炎Ⅰ	9	组合模型	wp/two/two001	wp/two/parts/op_two017
0	大剑	170	隱密之炎Ⅱ	9	组合模型	wp/two/two001	wp/two/parts/op_two017
0	大剑	171	火碎劍Ⅰ	9	组合模型	wp/two/two002	wp/two/parts/op_two009
0	大剑	172	火碎劍Ⅱ	9	组合模型	wp/two/two002	wp/two/parts/op_two009
0	大剑	173	斬龍之炎Ⅰ	9	组合模型	wp/two/two001	wp/two/parts/op_two018
0	大剑	174	斬龍之炎Ⅱ	9	组合模型	wp/two/two001	wp/two/parts/op_two018
0	大剑	175	曼陀羅茁壯Ⅰ	8	组合模型	wp/two/two010	wp/two/parts/op_two002
0	大剑	176	曼陀羅茁壯Ⅱ	9	组合模型	wp/two/two010	wp/two/parts/op_two002
0	大剑	177	潟湖巨像Ⅰ	8	组合模型	wp/two/two004	wp/two/parts/op_two013
0	大剑	178	潟湖巨像Ⅱ	9	组合模型	wp/two/two004	wp/two/parts/op_two013
0	大剑	179	火龍煌劍‧改	9	独立模型	wp/two/two008	
0	大剑	180	火龍煌炎劍	9	独立模型	wp/two/two008	
0	大剑	181	輝劍火龍	11	独立模型	wp/two/two019	
0	大剑	182	大鬼龍顎Ⅰ	8	组合模型	wp/two/two011	
0	大剑	183	大鬼龍顎Ⅱ	9	组合模型	wp/two/two011	
0	大剑	184	大鬼龍顎Ⅲ	10	组合模型	wp/two/two011	
0	大剑	185	嚴冰之翼	10	组合模型	wp/two/two012	
0	大剑	186	冰翼靈羽	11	组合模型	wp/two/two012	
0	大剑	187	轟龍大顎	9	独立模型	wp/two/two015	
0	大剑	188	轟龍大顎‧改	9	独立模型	wp/two/two015	
0	大剑	189	轟大劍【王虎】	10	独立模型	wp/two/two015	
0	大剑	190	魔物的狂氣	10	独立模型	wp/two/two013	
0	大剑	191	怨憎魔物	11	独立模型	wp/two/two013	
0	大剑	192	蠻顎大劍‧改	8	独立模型	wp/two/two005	
0	大剑	193	兵器蠻炎大劍	9	独立模型	wp/two/two005	
0	大剑	194	兵器雷顎大劍	9	独立模型	wp/two/two012	
0	大剑	195	兵器雷顎大劍‧改	9	独立模型	wp/two/two012	
0	大剑	196	兵器蠻雷大劍	10	独立模型	wp/two/two012	
0	大剑	197	激流巨像Ⅳ	8	组合模型	wp/two/two004	
0	大剑	198	Unavailable	0	组合模型	wp/two/two002	
0	大剑	199	夜神剃刀Ⅰ	8	组合模型	wp/two/two002	wp/two/parts/op_two015
0	大剑	200	夜神剃刀Ⅱ	9	组合模型	wp/two/two002	wp/two/parts/op_two015
0	大剑	201	土砂龍巨漢Ⅰ	8	组合模型	wp/two/two004	wp/two/parts/op_two004
0	大剑	202	土砂龍巨漢Ⅱ	9	组合模型	wp/two/two004	wp/two/parts/op_two004
0	大剑	203	罪罰粉碎者Ⅰ	9	组合模型	wp/two/two006	wp/two/parts/op_two019
0	大剑	204	罪罰粉碎者Ⅱ	10	组合模型	wp/two/two006	wp/two/parts/op_two019
0	大剑	205	激骨鎚削岩劍Ⅰ	8	组合模型	wp/two/two011	wp/two/parts/op_two007
0	大剑	206	激骨鎚削岩劍Ⅱ	9	组合模型	wp/two/two011	wp/two/parts/op_two007
0	大剑	207	碎龍巨劍	9	独立模型	wp/two/two016	
0	大剑	208	爆大劍惡霸之刃	10	独立模型	wp/two/two016	
0	大剑	209	碎光之擊劍	11	独立模型	wp/two/two022	
0	大剑	210	封龍大劍Ⅰ	9	组合模型	wp/two/two004	
0	大剑	211	封龍大劍Ⅱ	10	组合模型	wp/two/two004	
0	大剑	212	無相法身－不動－	11	独立模型	wp/two/two017	
0	大剑	213	岩漿衛士熔山劍	10	组合模型	wp/two/two011	wp/two/parts/op_two012
0	大剑	214	召雷劍【麒麟帝】	10	独立模型	wp/two/two002	
0	大剑	215	鋼龍寒冰大劍	10	独立模型	wp/two/two001	
0	大剑	216	冥燈龍大劍改	11	组合模型	wp/two/two002	wp/two/parts/op_two010
0	大剑	217	龍顎劍【絕牙】	10	独立模型	wp/two/two007	
0	大剑	218	業劍暗黑暴食	11	独立模型	wp/two/two018	
0	大剑	219	爆熱機關式【銀翼】	11	独立模型	wp/two/two010	
0	大剑	220	鬼金棒	10	独立模型	wp/two/two020	
0	大剑	221	鬼神金棒【猿魔王】	11	独立模型	wp/two/two021	
0	大剑	222	Unavailable	0	组合模型	wp/two/two002	
0	大剑	223	Unavailable	0	组合模型	wp/two/two002	
0	大剑	224	魂焰剛劍‧炎妃	11	组合模型	wp/two/two009	
0	大剑	225	魂焰剛劍‧滅盡	11	组合模型	wp/two/two009	wp/two/parts/op_two005
0	大剑	226	魂焰剛劍‧冥燈	11	组合模型	wp/two/two009	wp/two/parts/op_two010
0	大剑	227	劫難之刃	10	独立模型	wp/two/two027	
0	大剑	228	吼大劍【荒咬】	11	独立模型	wp/two/two027	
0	大剑	229	冰魚龍斬劍Ⅰ	8	组合模型	wp/two/two005	wp/two/parts/op_two014
0	大剑	230	冰魚龍斬劍Ⅱ	9	组合模型	wp/two/two005	wp/two/parts/op_two014
0	大剑	231	冷凍旗魚	8	独立模型	wp/two/two025	
0	大剑	232	冷凍劍魚	9	独立模型	wp/two/two025	
0	大剑	233	公會宮殿大劍	9	独立模型	wp/two/two026	
0	大剑	234	大鬼金棒	11	独立模型	wp/two/two020	
0	大剑	235	瞬間冷凍劍魚	10	独立模型	wp/two/two025	
0	大剑	236	獄界斷罪斧改	11	组合模型	wp/two/two003	wp/two/parts/op_two023
0	大剑	237	Unavailable	0	组合模型	wp/two/two002	
0	大剑	238	Unavailable	0	组合模型	wp/two/two002	
0	大剑	239	Unavailable	0	组合模型	wp/two/two002	
0	大剑	240	宮廷王劍【金星】	11	独立模型	wp/two/two026	
0	大剑	241	Unavailable	0	组合模型	wp/two/two002	
0	大剑	242	Unavailable	0	组合模型	wp/two/two002	
0	大剑	243	Unavailable	0	组合模型	wp/two/two002	
0	大剑	244	赤龍斷絕劍‧火	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	245	赤龍斷絕劍‧水	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	246	赤龍斷絕劍‧冰	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	247	赤龍斷絕劍‧雷	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	248	赤龍斷絕劍‧龍	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	249	赤龍斷絕劍‧毒	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	250	赤龍斷絕劍‧麻痺	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	251	赤龍斷絕劍‧睡眠	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	252	赤龍斷絕劍‧爆破	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	253	赤龍斷絕劍‧火	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	254	赤龍斷絕劍‧水	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	255	赤龍斷絕劍‧冰	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	256	赤龍斷絕劍‧雷	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	257	赤龍斷絕劍‧龍	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	258	赤龍斷絕劍‧毒	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	259	赤龍斷絕劍‧麻痺	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	260	赤龍斷絕劍‧睡眠	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	261	赤龍斷絕劍‧爆破	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	262	金色的大劍‧水	9	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	263	金色的大劍‧冰	9	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	264	金色的大劍‧睡眠	9	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	265	金色的大劍‧賊	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two003
0	大剑	266	金色的大劍‧毒妖	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two002
0	大剑	267	金色的大劍‧土砂	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two004
0	大剑	268	金色的大劍‧痺賊	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two006
0	大剑	269	金色的大劍‧骨鎚	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two007
0	大剑	270	金色的大劍‧屍套	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two008
0	大剑	271	金色的大劍‧王	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two001
0	大剑	272	金色的大劍‧熔岩	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two009
0	大剑	273	金色的大劍‧熔山	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two012
0	大剑	274	鎧羅炎‧賊	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two003
0	大剑	275	鎧羅炎‧毒妖	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two002
0	大剑	276	鎧羅炎‧土砂	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two004
0	大剑	277	鎧羅炎‧痺賊	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two006
0	大剑	278	鎧羅炎‧骨鎚	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two007
0	大剑	279	鎧羅炎‧屍套	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two008
0	大剑	280	鎧羅炎‧王	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two001
0	大剑	281	鎧羅炎‧熔岩	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two009
0	大剑	282	鎧羅炎‧熔山	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two012
0	大剑	283	鎧羅炎‧水	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	284	鎧羅炎‧冰	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	285	鎧羅炎‧睡眠	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	286	鎧羅炎‧雷	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	287	帝王金大劍‧痺賊	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two006
0	大剑	288	帝王金大劍‧屍套	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two008
0	大剑	289	帝王金大劍‧王	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two001
0	大剑	290	帝王金大劍‧熔山	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two012
0	大剑	291	帝王金大劍‧水	11	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	292	帝王金大劍‧冰	11	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	293	帝王金大劍‧雷	11	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	294	Unavailable	0	组合模型	wp/two/two002	
0	大剑	295	Unavailable	0	组合模型	wp/two/two002	
0	大剑	296	Unavailable	0	组合模型	wp/two/two002	
0	大剑	297	Unavailable	0	组合模型	wp/two/two002	
0	大剑	298	Unavailable	0	组合模型	wp/two/two002	
0	大剑	299	Unavailable	0	组合模型	wp/two/two002	
0	大剑	300	Unavailable	0	组合模型	wp/two/two002	
0	大剑	301	Unavailable	0	组合模型	wp/two/two002	
0	大剑	302	Unavailable	0	组合模型	wp/two/two002	
0	大剑	303	Unavailable	0	组合模型	wp/two/two002	
0	大剑	304	Unavailable	0	组合模型	wp/two/two002	
0	大剑	305	Unavailable	0	组合模型	wp/two/two002	
0	大剑	306	Unavailable	0	组合模型	wp/two/two002	
0	大剑	307	Unavailable	0	组合模型	wp/two/two002	
0	大剑	308	Unavailable	0	组合模型	wp/two/two002	
0	大剑	309	Unavailable	0	组合模型	wp/two/two002	
0	大剑	310	Unavailable	0	组合模型	wp/two/two002	
0	大剑	311	Unavailable	0	组合模型	wp/two/two002	
0	大剑	312	Unavailable	0	组合模型	wp/two/two002	
0	大剑	313	Unavailable	0	组合模型	wp/two/two002	
0	大剑	314	Unavailable	0	组合模型	wp/two/two002	
0	大剑	315	Unavailable	0	组合模型	wp/two/two002	
0	大剑	316	Unavailable	0	组合模型	wp/two/two002	
0	大剑	317	Unavailable	0	组合模型	wp/two/two002	
0	大剑	318	Unavailable	0	组合模型	wp/two/two002	
0	大剑	319	Unavailable	0	组合模型	wp/two/two002	
0	大剑	320	Unavailable	0	组合模型	wp/two/two002	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
