武器类型ID	武器类型	武器ID	武器名称	稀有度	模型类型	主模型地址	附件模型地址
0	大剑	111	金色的大劍‧熔山	4	组合模型	wp/two/two004	wp/two/parts/op_two007
0	大剑	113	鎧羅炎‧毒妖	5	组合模型	wp/two/two004	wp/two/parts/op_two007
0	大剑	114	鎧羅炎‧土砂	5	组合模型	wp/two/two004	wp/two/parts/op_two007
0	大剑	115	鎧羅炎‧痺賊	2	组合模型	wp/two/two005	
0	大剑	117	鎧羅炎‧屍套	3	组合模型	wp/two/two005	
0	大剑	118	鎧羅炎‧王	5	组合模型	wp/two/two005	
0	大剑	119	鎧羅炎‧熔岩	4	组合模型	wp/two/two005	wp/two/parts/op_two012
0	大剑	120	鎧羅炎‧熔山	6	组合模型	wp/two/two005	wp/two/parts/op_two012
0	大剑	122	鎧羅炎‧冰	3	独立模型	wp/two/two002	
0	大剑	124	皇后盔	6	独立模型	wp/two/two002	
0	大剑	125	皇后盔‧炎妃	7	独立模型	wp/two/two002	
0	大剑	126	皇后盔‧滅盡	4	组合模型	wp/two/two002	
0	大剑	128	鎧羅炎‧雷	5	组合模型	wp/two/two002	
0	大剑	129	帝王金大劍‧痺賊	6	独立模型	wp/two/two001	
0	大剑	131	帝王金大劍‧王	7	独立模型	wp/two/two001	
0	大剑	132	帝王金大劍‧熔山	7	组合模型	wp/two/two002	wp/two/parts/op_two010
0	大剑	134	帝王金大劍‧冰	5	独立模型	wp/two/two007	
0	大剑	136	防衛隊炎刃型大劍Ⅰ	7	独立模型	wp/two/two007	
0	大剑	137	防衛隊炎刃型大劍Ⅱ	5	独立模型	wp/two/two009	
0	大剑	139	防衛隊炎刃型大劍Ⅳ	6	独立模型	wp/two/two009	
0	大剑	140	防衛隊炎刃型大劍Ⅴ	3	独立模型	wp/two/two010	
0	大剑	142	Unavailable	6	独立模型	wp/two/two010	
0	大剑	143	Unavailable	5	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	145	Unavailable	5	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	146	Unavailable	5	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	147	Unavailable	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two003
0	大剑	149	Unavailable	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two002
0	大剑	150	鉻鋼死神鐮刀Ⅰ	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two004
0	大剑	151	鉻鋼死神鐮刀Ⅱ	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two006
0	大剑	152	鉻鋼死神鐮刀Ⅲ	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two007
0	大剑	153	滅鬼兇器【斷】	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two008
0	大剑	154	雷光懲罰者Ⅳ	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two001
0	大剑	155	迅雷斷裂斧Ⅰ	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two009
0	大剑	156	迅雷斷裂斧Ⅱ	5	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two012
0	大剑	157	獄界斷罪斧	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two003
0	大剑	159	冰尖巨牙	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two002
0	大剑	160	冰尖巨牙‧改	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two004
0	大剑	161	斷海冰牙	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two006
0	大剑	162	凶豺龍兵器Ⅰ	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two007
0	大剑	163	凶豺龍兵器Ⅱ	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two008
0	大剑	164	巨牛大斧Ⅰ	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two001
0	大剑	165	巨牛大斧Ⅱ	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two009
0	大剑	166	Unavailable	6	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two012
0	大剑	167	蛇神斷頭台Ⅰ	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	169	隱密之炎Ⅰ	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	170	隱密之炎Ⅱ	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	171	火碎劍Ⅰ	6	组合模型	wp/two/two009	
0	大剑	173	斬龍之炎Ⅰ	7	组合模型	wp/two/two009	
0	大剑	175	曼陀羅茁壯Ⅰ	7	组合模型	wp/two/two009	wp/two/parts/op_two005
0	大剑	177	潟湖巨像Ⅰ	7	组合模型	wp/two/two009	wp/two/parts/op_two010
0	大剑	179	火龍煌劍‧改	7	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	180	火龍煌炎劍	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two006
0	大剑	182	大鬼龍顎Ⅰ	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two008
0	大剑	183	大鬼龍顎Ⅱ	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two001
0	大剑	184	大鬼龍顎Ⅲ	7	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two012
0	大剑	185	嚴冰之翼	7	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	186	冰翼靈羽	7	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	187	轟龍大顎	7	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	188	轟龍大顎‧改	0	组合模型	wp/two/two001	
0	大剑	190	魔物的狂氣	2	组合模型	wp/two/two001	
0	大剑	191	怨憎魔物	4	组合模型	wp/two/two001	
0	大剑	192	蠻顎大劍‧改	5	组合模型	wp/two/two001	
0	大剑	193	兵器蠻炎大劍	6	组合模型	wp/two/two001	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	212	無相法身－不動－	8	组合模型	wp/two/two010	
0	大剑	214	召雷劍【麒麟帝】	9	组合模型	wp/two/two010	
0	大剑	215	鋼龍寒冰大劍	10	组合模型	wp/two/two010	
0	大剑	216	冥燈龍大劍改	11	独立模型	wp/two/two014	
0	大剑	218	業劍暗黑暴食	8	组合模型	wp/two/two003	
0	大剑	219	爆熱機關式【銀翼】	9	组合模型	wp/two/two003	wp/two/parts/op_two022
0	大剑	221	鬼神金棒【猿魔王】	10	组合模型	wp/two/two003	wp/two/parts/op_two022
0	大剑	222	Unavailable	10	组合模型	wp/two/two003	wp/two/parts/op_two023
0	大剑	224	魂焰剛劍‧炎妃	8	组合模型	wp/two/two001	
0	大剑	225	魂焰剛劍‧滅盡	9	独立模型	wp/two/two011	
0	大剑	227	劫難之刃	9	独立模型	wp/two/two011	
0	大剑	228	吼大劍【荒咬】	10	独立模型	wp/two/two011	
0	大剑	229	冰魚龍斬劍Ⅰ	8	组合模型	wp/two/two010	wp/two/parts/op_two003
0	大剑	231	冷凍旗魚	9	组合模型	wp/two/two010	wp/two/parts/op_two003
0	大剑	232	冷凍劍魚	8	组合模型	wp/two/two003	wp/two/parts/op_two020
0	大剑	234	大鬼金棒	9	组合模型	wp/two/two003	wp/two/parts/op_two020
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	237	Unavailable	8	组合模型	wp/two/two003	wp/two/parts/op_two006
0	大剑	239	Unavailable	9	组合模型	wp/two/two003	wp/two/parts/op_two006
0	大剑	240	宮廷王劍【金星】	9	组合模型	wp/two/two001	wp/two/parts/op_two017
0	大剑	242	Unavailable	9	组合模型	wp/two/two001	wp/two/parts/op_two017
0	大剑	243	Unavailable	9	组合模型	wp/two/two002	wp/two/parts/op_two009
0	大剑	245	赤龍斷絕劍‧水	9	组合模型	wp/two/two002	wp/two/parts/op_two009
0	大剑	246	赤龍斷絕劍‧冰	9	组合模型	wp/two/two001	wp/two/parts/op_two018
0	大剑	248	赤龍斷絕劍‧龍	9	组合模型	wp/two/two001	wp/two/parts/op_two018
0	大剑	249	赤龍斷絕劍‧毒	8	组合模型	wp/two/two010	wp/two/parts/op_two002
0	大剑	251	赤龍斷絕劍‧睡眠	9	组合模型	wp/two/two010	wp/two/parts/op_two002
0	大剑	252	赤龍斷絕劍‧爆破	8	组合模型	wp/two/two004	wp/two/parts/op_two013
0	大剑	254	赤龍斷絕劍‧水	9	组合模型	wp/two/two004	wp/two/parts/op_two013
0	大剑	255	赤龍斷絕劍‧冰	9	独立模型	wp/two/two008	
0	大剑	256	赤龍斷絕劍‧雷	9	独立模型	wp/two/two008	
0	大剑	257	赤龍斷絕劍‧龍	11	独立模型	wp/two/two019	
0	大剑	259	赤龍斷絕劍‧麻痺	8	组合模型	wp/two/two011	
0	大剑	261	赤龍斷絕劍‧爆破	9	组合模型	wp/two/two011	
0	大剑	262	金色的大劍‧水	10	组合模型	wp/two/two011	
0	大剑	263	金色的大劍‧冰	10	组合模型	wp/two/two012	
0	大剑	265	金色的大劍‧賊	11	组合模型	wp/two/two012	
0	大剑	266	金色的大劍‧毒妖	9	独立模型	wp/two/two015	
0	大剑	268	金色的大劍‧痺賊	9	独立模型	wp/two/two015	
0	大剑	269	金色的大劍‧骨鎚	10	独立模型	wp/two/two015	
0	大剑	270	金色的大劍‧屍套	10	独立模型	wp/two/two013	
0	大剑	272	金色的大劍‧熔岩	11	独立模型	wp/two/two013	
0	大剑	273	金色的大劍‧熔山	8	独立模型	wp/two/two005	
0	大剑	274	鎧羅炎‧賊	9	独立模型	wp/two/two005	
0	大剑	275	鎧羅炎‧毒妖	9	独立模型	wp/two/two012	
0	大剑	277	鎧羅炎‧痺賊	9	独立模型	wp/two/two012	
0	大剑	278	鎧羅炎‧骨鎚	10	独立模型	wp/two/two012	
0	大剑	279	鎧羅炎‧屍套	8	组合模型	wp/two/two004	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	282	鎧羅炎‧熔山	8	组合模型	wp/two/two002	wp/two/parts/op_two015
0	大剑	284	鎧羅炎‧冰	9	组合模型	wp/two/two002	wp/two/parts/op_two015
0	大剑	285	鎧羅炎‧睡眠	8	组合模型	wp/two/two004	wp/two/parts/op_two004
0	大剑	287	帝王金大劍‧痺賊	9	组合模型	wp/two/two004	wp/two/parts/op_two004
0	大剑	288	帝王金大劍‧屍套	9	组合模型	wp/two/two006	wp/two/parts/op_two019
0	大剑	290	帝王金大劍‧熔山	10	组合模型	wp/two/two006	wp/two/parts/op_two019
0	大剑	291	帝王金大劍‧水	8	组合模型	wp/two/two011	wp/two/parts/op_two007
0	大剑	293	帝王金大劍‧雷	9	组合模型	wp/two/two011	wp/two/parts/op_two007
0	大剑	294	Unavailable	9	独立模型	wp/two/two016	
0	大剑	296	Unavailable	10	独立模型	wp/two/two016	
0	大剑	297	Unavailable	11	独立模型	wp/two/two022	
0	大剑	299	Unavailable	9	组合模型	wp/two/two004	
0	大剑	301	Unavailable	10	组合模型	wp/two/two004	
0	大剑	302	Unavailable	11	独立模型	wp/two/two017	
0	大剑	304	Unavailable	10	组合模型	wp/two/two011	wp/two/parts/op_two012
0	大剑	306	Unavailable	10	独立模型	wp/two/two002	
0	大剑	307	Unavailable	10	独立模型	wp/two/two001	
0	大剑	308	Unavailable	11	组合模型	wp/two/two002	wp/two/parts/op_two010
0	大剑	309	Unavailable	10	独立模型	wp/two/two007	
0	大剑	310	Unavailable	11	独立模型	wp/two/two018	
0	大剑	312	Unavailable	11	独立模型	wp/two/two010	
0	大剑	314	Unavailable	10	独立模型	wp/two/two020	
0	大剑	316	Unavailable	11	独立模型	wp/two/two021	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	321	Unavailable	11	组合模型	wp/two/two009	
0	大剑	322	Unavailable	11	组合模型	wp/two/two009	wp/two/parts/op_two005
0	大剑	323	Unavailable	11	组合模型	wp/two/two009	wp/two/parts/op_two010
0	大剑	324	Unavailable	10	独立模型	wp/two/two027	
0	大剑	326	Unavailable	11	独立模型	wp/two/two027	
0	大剑	327	Unavailable	8	组合模型	wp/two/two005	wp/two/parts/op_two014
0	大剑	329	Unavailable	9	组合模型	wp/two/two005	wp/two/parts/op_two014
0	大剑	330	Unavailable	8	独立模型	wp/two/two025	
0	大剑	332	Unavailable	9	独立模型	wp/two/two025	
0	大剑	333	Unavailable	9	独立模型	wp/two/two026	
0	大剑	335	Unavailable	11	独立模型	wp/two/two020	
0	大剑	336	Unavailable	10	独立模型	wp/two/two025	
0	大剑	337	Unavailable	11	组合模型	wp/two/two003	wp/two/parts/op_two023
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	343	Unavailable	11	独立模型	wp/two/two026	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	350	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	352	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	353	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	354	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	355	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	356	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	357	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	358	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	359	Unavailable	11	独立模型 (冥赤武器)	wp/two/two023	
0	大剑	350	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	352	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	353	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	354	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	355	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	356	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	357	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	358	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	359	Unavailable	11	独立模型 (冥赤武器)	wp/two/two030	
0	大剑	143	Unavailable	9	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	145	Unavailable	9	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	146	Unavailable	9	组合模型 (凯罗武器)	wp/two/bs_two007	
0	大剑	147	Unavailable	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two003
0	大剑	149	Unavailable	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two002
0	大剑	150	鉻鋼死神鐮刀Ⅰ	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two004
0	大剑	151	鉻鋼死神鐮刀Ⅱ	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two006
0	大剑	152	鉻鋼死神鐮刀Ⅲ	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two007
0	大剑	153	滅鬼兇器【斷】	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two008
0	大剑	154	雷光懲罰者Ⅳ	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two001
0	大剑	155	迅雷斷裂斧Ⅰ	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two009
0	大剑	156	迅雷斷裂斧Ⅱ	9	组合模型 (凯罗武器)	wp/two/bs_two007	wp/two/parts/op_two012
0	大剑	157	獄界斷罪斧	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two003
0	大剑	159	冰尖巨牙	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two002
0	大剑	160	冰尖巨牙‧改	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two004
0	大剑	161	斷海冰牙	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two006
0	大剑	162	凶豺龍兵器Ⅰ	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two007
0	大剑	163	凶豺龍兵器Ⅱ	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two008
0	大剑	164	巨牛大斧Ⅰ	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two001
0	大剑	165	巨牛大斧Ⅱ	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two009
0	大剑	166	Unavailable	10	组合模型 (凯罗武器)	wp/two/bs_two008	wp/two/parts/op_two012
0	大剑	167	蛇神斷頭台Ⅰ	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	169	隱密之炎Ⅰ	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	170	隱密之炎Ⅱ	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	179	火龍煌劍‧改	11	组合模型 (凯罗武器)	wp/two/bs_two008	
0	大剑	180	火龍煌炎劍	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two006
0	大剑	182	大鬼龍顎Ⅰ	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two008
0	大剑	183	大鬼龍顎Ⅱ	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two001
0	大剑	184	大鬼龍顎Ⅲ	11	组合模型 (凯罗武器)	wp/two/bs_two013	wp/two/parts/op_two012
0	大剑	185	嚴冰之翼	11	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	186	冰翼靈羽	11	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	187	轟龍大顎	11	组合模型 (凯罗武器)	wp/two/bs_two014	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
0	大剑	0	Unavailable	0	组合模型	wp/two/two002	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	0	Unavailable	0	组合模型	wp/one/one001	
1	片手剑	13	鋼鐵小刀Ⅰ	0	组合模型	wp/one/one001	
1	片手剑	15	鋼鐵小刀Ⅲ	0	组合模型	wp/one/one001	
1	片手剑	16	鉻鋼切刀	1	组合模型	wp/one/one001	
1	片手剑	17	鉻鋼切刀Ⅱ	2	组合模型	wp/one/one001	
1	片手剑	19	殲滅之尖兵	3	组合模型	wp/one/one001	
1	片手剑	20	火炎小刀Ⅰ	4	组合模型	wp/one/one001	
