Quest ID	Quest Name	Quest Target	Fail Condition
00364	Jaja na pustkowiu	Dostarcz 2 jaja roślinożercy	Koniec czasuTrzykrotne zemdlenie
00365	Wiwerna na osuwisku	Złap Barrotha	Koniec czasuTrzykrotne zemdlenieŚmierć Barrotha
00401	Wiekopomna chwila	Ukończ zlecenie	Koniec czasuTrzykrotne zemdlenie
00405	Balonowe problemy	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
00407	Zapora z Radobaanów	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
00408	Legiana: wcielenie elegancji	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
00431	Specjalna Arena: Anjanath	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
00432	Specjalna Arena: Rathiana	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
00433	Specjalna Arena: Paolumu	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
00434	Specjalna Arena: Radobaan	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
00451	Piekielne zapalenie zatok	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
00452	Jaja w lesie	Dostarcz 2 jaja wiwerny	Koniec czasuTrzykrotne zemdlenie
00461	Królewska przeprowadzka	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
00471	Straszny Shamos	Zabij 11 Shamosów	Koniec czasuTrzykrotne zemdlenie
00472	Tzitzi dla dobra nauki	Upoluj Tzitzi-Ya-Ku	Koniec czasuTrzykrotne zemdlenie
00473	Ciebie nikt nie zapraszał	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
00474	Aż się uchowce trzęsą	Dostarcz 10 superuchowców	Koniec czasuTrzykrotne zemdlenie
00475	Biały potwór, biały płaszcz	Złap Paolumu	Koniec czasuTrzykrotne zemdlenieŚmierć Paolumu
00481	Uparte szkodniki	Zabij 14 Hornetaurów	Koniec czasuTrzykrotne zemdlenie
00482	Siedlisko zgnilizny	Upoluj Wielkiego Girrosa	Koniec czasuTrzykrotne zemdlenie
00483	Kości zostały rzucone	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
00484	Na skrzydłach koszmaru	Zabij 5 Raphinosów	Koniec czasuTrzykrotne zemdlenie
00501	We wnętrznościach doliny	Ukończ zlecenie	Koniec czasuTrzykrotne zemdlenie
00502	Ognisty tron w lesie	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
00503	Rogaty tyran pod piaskiem	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
00504	Kolosalne zadanie	Ukończ zlecenie	Koniec czasuTrzykrotne zemdlenieZorah Magdaros zboczył z drogi
00531	Specjalna Arena: Legiana	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
00532	Specjalna Arena: Odogaron	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
00533	Specjalna Arena: Rathalos	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
00534	Specjalna Arena: Diablos	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
00551	Pragnienie staje się obsesją	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
00552	Redefiniując „wpływową parę”	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00561	Dwie wieże pośród piasków	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
00571	Od wilgoci głowa boli	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
00572	Załatwione błyskawicznie	Zabij Kirina	Koniec czasuTrzykrotne zemdlenie
00581	Swędzące miejsce	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
00582	Przyjaciel człowieka	Złap Odogarona	Koniec czasuTrzykrotne zemdlenieŚmierć Odogarona
00583	Do żywego mięsa	Dostarcz 2 kawały mięsa	Koniec czasuTrzykrotne zemdlenie
00601	Intruz na pustkowiach	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
00605	Różowo mi	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
00607	Stary potwór w Nowym Świecie	Ukończ zlecenie	Koniec czasuTrzykrotne zemdlenie
00631	Specjalna Arena: WO Pukei-Pukei	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
00632	Specjalna Arena: WO Barroth	Upoluj Barrotha	Koniec czasuTrzykrotne zemdlenie
00633	Specjalna Arena: WO Kadachi	Upoluj Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
00634	Specjalna Arena: WO Anjanath	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
00635	Specjalna Arena: WO Rathiana	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
00636	Specjalna Arena: WO Paolumu	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
00637	Specjalna Arena: WO Radobaan	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
00641	Robi wrażenie	Przeprowadź Zoraha Magdarosa	Koniec czasuTrzykrotne zemdlenieZorah Magdaros zboczył z drogi
00651	Trudne do przełknięcia	Upoluj Wielkiego Jagrasa	Koniec czasuTrzykrotne zemdlenie
00652	Zielony wyłupiastooki potwór	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
00653	Włosy dęba stają	Upoluj Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
00654	Ruszysz się, to cię zobaczy	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
00655	Śpiąca królowa lasu	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
00656	Tkwią w jednym punkcie	Złap Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenieŚmierć Tobi-Kadachi
00661	Łapy przy sobie!	Upoluj Kulu-Ya-Ku	Koniec czasuTrzykrotne zemdlenie
00662	Korona błota i gniewu	Upoluj Barrotha	Koniec czasuTrzykrotne zemdlenie
00663	Zasadzka Pukei-Pukei	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
00665	Po szyję w pustkowiu	Upoluj Jyuratodusa	Koniec czasuTrzykrotne zemdlenie
00666	Brąz głuszy, zieleń królowej	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
00667	Kłopotliwy intruz	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
00671	Uśmiech proszę!	Upoluj Tzitzi-Ya-Ku	Koniec czasuTrzykrotne zemdlenie
00672	Pętla na Paolumu	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
00681	Niepokojący smak	Upoluj Wielkiego Girrosa	Koniec czasuTrzykrotne zemdlenie
00682	W koleinie	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
00683	Kuchnia! Prosto z pompy	Dostarcz 4 zapomniane skamieliny	Koniec czasuTrzykrotne zemdlenie
00684	Kuchnia! Przegniła prośba	Zabij 10 Girrosów	Koniec czasuTrzykrotne zemdlenie
00691	Miauczenie o pomoc	Zabij 13 Gastodonów	Koniec czasuTrzykrotne zemdlenie
00692	Parząca porcja	Zabij 5 Barnosów	Koniec czasuTrzykrotne zemdlenie
00693	Dramat z Dodogamą	Upoluj Dodogamę	Koniec czasuTrzykrotne zemdlenie
00694	Kuchnia! Kłopot z Gajalakami	Pokonaj 10 Gajalaków	Koniec czasuTrzykrotne zemdlenie
00701	Rana i pragnienie	Zabij Nergiganta	Koniec czasuTrzykrotne zemdlenie
00731	Sp. Arena: WO Różowa Rathiana	Upoluj Różową Rathianę	Koniec czasuTrzykrotne zemdlenie
00732	Specjalna Arena: WO Legiana	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
00733	Specjalna Arena: WO Odogaron	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
00734	Specjalna Arena: WO Uragaan	Upoluj Uragaana	Koniec czasuTrzykrotne zemdlenie
00735	Specjalna Arena: WO Rathalos	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
00736	Sp. Arena: WO Laz. Rathalos	Upoluj Lazurowego Rathalosa	Koniec czasuTrzykrotne zemdlenie
00737	Specjalna Arena: WO Diablos	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
00738	Sp. Arena: WO Czarna Diabla	Upoluj Czarną Diablę	Koniec czasuTrzykrotne zemdlenie
00751	Rewanż z Rathalosami	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
00752	Lazurowa Apokalipsa	Upoluj Lazurowego Rathalosa	Koniec czasuTrzykrotne zemdlenie
00753	Czerwono-niebieska załoga	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00761	Piękność w różu	Upoluj Różową Rathianę	Koniec czasuTrzykrotne zemdlenie
00762	A to Diablos!	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
00763	Dwurożna wrogość	Upoluj Czarną Diablę	Koniec czasuTrzykrotne zemdlenie
00764	Rrrrozróba na pustkowiu!	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00771	Wiśniowy wiatr na rafach	Upoluj Różową Rathianę	Koniec czasuTrzykrotne zemdlenie
00772	Legiana: królowie pogórza	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
00773	Bolesne miejsce	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
00774	Szpony gniewu i lodu	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00781	Odogaron na wolności	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
00791	Lavasioth, magmowy potwór	Upoluj Lavasiotha	Koniec czasuTrzykrotne zemdlenie
00792	Pożeracz rudy	Upoluj Uragaana	Koniec czasuTrzykrotne zemdlenie
00793	Władca lazurowego nieba	Upoluj Lazurowego Rathalosa	Koniec czasuTrzykrotne zemdlenie
00794	Bazelgez na polu ognia	Upoluj Bazelgeza	Koniec czasuTrzykrotne zemdlenie
00795	Ogniste połączenie	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00801	Kushala Daora, stalowy smok	Zabij Kushalę Daorę	Koniec czasuTrzykrotne zemdlenie
00802	Piekielna Teostra	Zabij Teostrę	Koniec czasuTrzykrotne zemdlenie
00803	Piekielny bies Vaal Hazak	Zabij Vaal Hazaka	Koniec czasuTrzykrotne zemdlenie
00804	Kraina konwergencji	Ukończ zlecenie	Koniec czasuTrzykrotne zemdlenie
00805	Poza wybuchowymi łuskami	Upoluj dwa Bazelgezy	Koniec czasuTrzykrotne zemdlenie
00806	Grzmoty na pogórzach	Zabij Kirina	Koniec czasuTrzykrotne zemdlenie
00851	Zwiastun katastrofy	Zabij Kushalę Daorę	Koniec czasuTrzykrotne zemdlenie
00861	Pożoga na piaskach	Zabij Teostrę	Koniec czasuTrzykrotne zemdlenie
00871	Piorun uderza dwa razy	Zabij Kirina	Koniec czasuTrzykrotne zemdlenie
00881	Drgania zza grobu	Zabij Vaal Hazaka	Koniec czasuTrzykrotne zemdlenie
00891	Zjadacz Starszych	Zabij Nergiganta	Koniec czasuTrzykrotne zemdlenie
00892	Władca wichru	Zabij Kushalę Daorę	Koniec czasuTrzykrotne zemdlenie
00893	Twierdza piekielnego ognia	Zabij Teostrę	Koniec czasuTrzykrotne zemdlenie
00894	Zjadacz Starszych	Zabij Nergiganta	Koniec czasuTrzykrotne zemdlenie
00895	Wiatr gniewu kąsa głęboko	Zabij Kushalę Daorę	Koniec czasuTrzykrotne zemdlenie
00896	Ogień piekielny kąsa głęboko	Zabij Teostrę	Koniec czasuTrzykrotne zemdlenie
00961	Poza wybuchowymi łuskami	Upoluj 2 Bazelgezy	Koniec czasuTrzykrotne zemdlenie
00971	Grzmoty na pogórzach	Zabij Kirina	Koniec czasuTrzykrotne zemdlenie
00991	Światło przy ponurej rzece	Zabij Xeno'jiiva	Koniec czasuTrzykrotne zemdlenie
00992	Białe wiatry Nowego Świata	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00995	Wskazówki Szafirowej Gwiazdy	Zabij wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00996	Konfrontacja: młot i maź	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00997	Kwiaty i niebo Nowego Świata	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
00998	Wezwanie z czeluści	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01101	Chrzest lodu	Upoluj Beotodusa	Koniec czasuTrzykrotne zemdlenie
01102	Blokada Banbaro	Upoluj Banbaro	Koniec czasuTrzykrotne zemdlenie
01121	Nurek śnieżny	Upoluj Beotodusa	Koniec czasuTrzykrotne zemdlenie
01122	Odparcie szarży	Upoluj Banbaro	Koniec czasuTrzykrotne zemdlenie
01123	Lodowa zdobycz!	Złap Beotodusa	Koniec czasuTrzykrotne zemdlenieŚmierć Beotodusa
01124	Zew dziczy	Zabij 10 Wulgów	Koniec czasuTrzykrotne zemdlenie
01125	Pozdrowienia z tundry	Dostarcz 20 młodych masłorzepów	Koniec czasuTrzykrotne zemdlenie
01131	Specjalna Arena: Pukei-Pukei RM	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01132	Specjalna Arena: Barroth RM	Upoluj Barrotha	Koniec czasuTrzykrotne zemdlenie
01133	Specjalna Arena: Tobi-Kadachi RM	Upoluj Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
01134	Specjalna Arena: Banbaro RM	Upoluj Banbaro	Koniec czasuTrzykrotne zemdlenie
01151	Powrót Wielkiego Jagrasa!	Upoluj Wielkiego Jagrasa	Koniec czasuTrzykrotne zemdlenie
01152	Problemy Nowego Świata	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01153	Od razu do rzeczy	Upoluj Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
01154	Łapy precz od kolekcji!	Upoluj Kulu-Ya-Ku	Koniec czasuTrzykrotne zemdlenie
01155	Rozprawa z niszczycielem drzew	Złap Banbaro	Koniec czasuTrzykrotne zemdlenieŚmierć Banbaro
01161	Polowanie na skarby w Dzikowieży	Upoluj Kulu-Ya-Ku	Koniec czasuTrzykrotne zemdlenie
01162	Zawody w rzucaniu błotem	Upoluj Barrotha	Koniec czasuTrzykrotne zemdlenie
01163	Jyur stoi mi na drodze	Upoluj Jyuratodusa	Koniec czasuTrzykrotne zemdlenie
01164	Tournée degustatora	Upoluj Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01171	Złe sygnały	Upoluj Tzitzi-Ya-Ku	Koniec czasuTrzykrotne zemdlenie
01181	Wkurzający Girros	Upoluj Wielkiego Girrosa	Koniec czasuTrzykrotne zemdlenie
01191	Ciężko się zmusić	Upoluj Dodogamę	Koniec czasuTrzykrotne zemdlenie
01192	To jest kraj dla wielkich rogów!	Upoluj Banbaro	Koniec czasuTrzykrotne zemdlenie
01201	Gotowy do uderzenia	Upoluj Żmijowego Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
01202	Nie czas na drzemkę	Upoluj Bieluniowatego Paolumu	Koniec czasuTrzykrotne zemdlenie
01203	Gra na dwa fronty	Upoluj Koralowego Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01221	Analiza prowadzi do paraliżu	Upoluj Żmijowego Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
01222	Szczypta trucizny i paraliżu	Złap Żmijowego Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenieŚmierć Żmijowego Tobi-Kadachi
01223	Boaboa dusiciel	Pokonaj 14 Boaboa	Koniec czasuTrzykrotne zemdlenie
01224	Wspólnymi siłami	Upoluj Beotodusa	Koniec czasuTrzykrotne zemdlenie
01225	Coś za coś...	Upoluj Beotodusa	Koniec czasuTrzykrotne zemdlenie
01231	Specjalna Arena: Anjanath RM	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
01232	Specjalna Arena: Radobaan RM	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
01233	Specjalna Arena: Koralowy Pukei-Pukei RM	Upoluj Koralowego Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01234	Specjalna Arena: Żmijowy Tobi-Kadachi RM	Upoluj Żmijowego Tobi-Kadachi	Koniec czasuTrzykrotne zemdlenie
01235	Specjalna Arena: Rathiana RM	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
01236	Specjalna Arena: Różowa Rathiana RM	Upoluj Różową Rathianę	Koniec czasuTrzykrotne zemdlenie
01237	Specjalna Arena: Paolumu RM	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
01238	Specjalna Arena: Biel. Paolumu RM	Upoluj Bieluniowatego Paolumu	Koniec czasuTrzykrotne zemdlenie
01251	Wybryki Anjanatha	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
01252	Towarzysz głupca	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
01253	Bieluniowate dobranoc	Złap Bieluniowatego Paolumu	Koniec czasuTrzykrotne zemdlenieŚmierć Bieluniowatego Paolumu
01261	Królowa w sercu	Upoluj Rathianę	Koniec czasuTrzykrotne zemdlenie
01262	Twarz rodem z koszmaru	Upoluj Bieluniowatego Paolumu	Koniec czasuTrzykrotne zemdlenie
01263	Nie wtykaj nosa gdzie nie trzeba	Upoluj Anjanatha	Koniec czasuTrzykrotne zemdlenie
01264	Dziewczęce gadki	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01271	Problem Paolumu	Upoluj Paolumu	Koniec czasuTrzykrotne zemdlenie
01272	Różowy skok na władzę	Upoluj Różową Rathianę	Koniec czasuTrzykrotne zemdlenie
01273	Rada: Nawadniaj się	Upoluj Koralowego Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01274	Nie pij tyle!	Upoluj Koralowego Pukei-Pukei	Koniec czasuTrzykrotne zemdlenie
01281	To nie powód do śmiechu	Upoluj Radobaana	Koniec czasuTrzykrotne zemdlenie
01282	Ścigając owady	Zabij wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01291	Szukając migotania	Dostarcz 20 bursztynów Gai	Koniec czasuTrzykrotne zemdlenie
01301	Śnieżna zamieć	Upoluj Bariotha	Koniec czasuTrzykrotne zemdlenie
01302	Wszechobecny cień	Upoluj Nargacuga	Koniec czasuTrzykrotne zemdlenie
01303	Palące ostrze	Upoluj Glavenusa	Koniec czasuTrzykrotne zemdlenie
01304	Władza absolutna	Upoluj Tigrexa	Koniec czasuTrzykrotne zemdlenie
01305	Druzgocąca kontra	Upoluj Brachydiosa	Koniec czasuTrzykrotne zemdlenie
01306	Opowieści lodu i ognia	Odeprzyj atak Velkhana	Koniec czasuTrzykrotne zemdlenie
01321	Pamiętasz tamte łowy?	Upoluj Bariotha	Koniec czasuTrzykrotne zemdlenie
01322	Miaudealny pokój: Kamień	Złap Tigrexa	Koniec czasuTrzykrotne zemdlenieŚmierć Tigrexa
01323	Dumny biały rycerz	Upoluj Bariotha	Koniec czasuTrzykrotne zemdlenie
01331	Specjalna Arena: Legiana RM	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
01332	Specjalna Arena: Odogaron RM	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
01333	Specjalna Arena: Uragaan RM	Upoluj Uragaana	Koniec czasuTrzykrotne zemdlenie
01334	Specjalna Arena: Rathalos RM	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
01335	Specjalna Arena: Diablos RM	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
01336	Specjalna Arena: Barioth RM	Upoluj Bariotha	Koniec czasuTrzykrotne zemdlenie
01337	Specjalna Arena: Nargacug RM	Upoluj Nargacuga	Koniec czasuTrzykrotne zemdlenie
01338	Specjalna Arena: Glavenus RM	Upoluj Glavenusa	Koniec czasuTrzykrotne zemdlenie
01339	Specjalna Arena: Brachydios RM	Upoluj Brachydiosa	Koniec czasuTrzykrotne zemdlenie
01340	Specjalna Arena: Tigrex RM	Upoluj Tigrexa	Koniec czasuTrzykrotne zemdlenie
01351	Niżej już upaść nie można	Upoluj Rathalosa	Koniec czasuTrzykrotne zemdlenie
01352	Gdyby nie ten Nargacug...	Upoluj Nargacuga	Koniec czasuTrzykrotne zemdlenie
01353	Sekret dobrego cięcia	Upoluj Glavenusa	Koniec czasuTrzykrotne zemdlenie
01354	Czerwone i czarne asy	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01361	Linia w piasku	Upoluj Diablosa	Koniec czasuTrzykrotne zemdlenie
01362	Błysk ostrza	Upoluj Glavenusa	Koniec czasuTrzykrotne zemdlenie
01363	Duszenie i cięcie	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01371	Porzucona Legiana	Upoluj Legianę	Koniec czasuTrzykrotne zemdlenie
01372	Czarny wiatr	Upoluj Nargacuga	Koniec czasuTrzykrotne zemdlenie
01373	Wstrętna rana powierzchowna	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
01381	Ostrożnie z suszonym mięsem	Upoluj Odogarona	Koniec czasuTrzykrotne zemdlenie
01382	Ryk, który wstrząsnął Doliną	Upoluj Tigrexa	Koniec czasuTrzykrotne zemdlenie
01383	Bieg pośród łez	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01391	Ostrzeżenie o wybuchu	Upoluj Brachydiosa	Koniec czasuTrzykrotne zemdlenie
01392	Narzekać każdy potrafi	Upoluj Lavasiotha	Koniec czasuTrzykrotne zemdlenie
01393	Zgiń, przepadnij, Uragaanie	Upoluj Uragaana	Koniec czasuTrzykrotne zemdlenie
01394	Tajemnica mazi	Złap Brachydiosa	Koniec czasuTrzykrotne zemdlenieŚmierć Brachydiosa
01395	Festiwal eksplozji!	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01401	Gdy spowije cię mgła	Upoluj Wrzeszczącą Legianę	Koniec czasuTrzykrotne zemdlenie
01402	Dezintegrujące ostrze	Upoluj Kwasowego Glavenusa	Koniec czasuTrzykrotne zemdlenie
01403	Źli przyjaciele, świetni wrogowie	Upoluj Hebanowego Odogarona	Koniec czasuTrzykrotne zemdlenie
01404	Obrona Seliany	Ukończ zlecenie	Koniec czasuTrzykrotne zemdlenieNie udało się obronić Seliany
01405	Grzmiący mąciciel!	Upoluj Piorunowego Anjanatha	Koniec czasuTrzykrotne zemdlenie
01421	Czcigodny łowca	Upoluj Wrzeszczącą Legianę	Koniec czasuTrzykrotne zemdlenie
01422	Mąciciel z tundry	Upoluj Piorunowego Anjanatha	Koniec czasuTrzykrotne zemdlenie
01423	Szronowy duet	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01424	Zaparowany skarb	Dostarcz 2 kamienie z gorącegoźródła	Koniec czasuTrzykrotne zemdlenie
01431	Specjalna Arena: Lazurowy Rathalos RM	Upoluj Lazurowego Rathalosa	Koniec czasuTrzykrotne zemdlenie
01432	Specjalna Arena: Czarna Diabla RM	Upoluj Czarną Diablę	Koniec czasuTrzykrotne zemdlenie
01433	Specjalna Arena: Kwasowy Glavenus RM	Upoluj Kwasowego Glavenusa	Koniec czasuTrzykrotne zemdlenie
01434	Specjalna Arena: Hebanowy Odogaron RM	Upoluj Hebanowego Odogarona	Koniec czasuTrzykrotne zemdlenie
01435	Specjalna Arena: Piorunowy Anjanath RM	Upoluj Piorunowego Anjanatha	Koniec czasuTrzykrotne zemdlenie
01451	Dla tych oczu lazurowych	Upoluj Lazurowego Rathalosa	Koniec czasuTrzykrotne zemdlenie
01452	Pech w lesie	Upoluj Hebanowego Odogarona	Koniec czasuTrzykrotne zemdlenie
01461	Pod wpływem chwili	Upoluj Czarną Diablę	Koniec czasuTrzykrotne zemdlenie
01462	Przebijająca czerń	Upoluj Czarną Diablę	Koniec czasuTrzykrotne zemdlenie
01471	Ukryty przestępca	Upoluj Hebanowego Odogarona	Koniec czasuTrzykrotne zemdlenie
01481	Skorodowane ostrze	Upoluj Kwasowego Glavenusa	Koniec czasuTrzykrotne zemdlenie
01482	Miaudealny pokój: Jasne żelazo	Złap Kwasowego Glavenusa	Koniec czasuTrzykrotne zemdlenieŚmierć Kwasowego Glavenusa
01483	Miaudealny pokój: Ciemne żelazo	Upoluj wszystkie cele	Koniec czasuTrzykrotne zemdlenie
01491	Lazurowy blues	Upoluj Lazurowego Rathalosa	Koniec czasuTrzykrotne zemdlenie
01492	Pułapka na piorunową szczękę	Złap Piorunowego Anjanatha	Koniec czasuTrzykrotne zemdlenieŚmierć Piorunowego Anjanatha
01501	Lodowa wiwerna	Zabij Velkhana	Koniec czasuTrzykrotne zemdlenie
01502	Powtórne przyjście	Upoluj Rozzłoszczonego Bazelgeza	Koniec czasuTrzykrotne zemdlenie
