Skill ID	Skill Code	Skill Name	Skill Desc
77	G_PT_HUNGER_SKILL_PT	Odporność na Głód	Sprawia, że z czasem maksymalnawytrzymałość spada wolniej. Nie pomagana zimno obniżające wytrzymałość.
78	PT_AVOID_UP_SKILL_PT	Czas na Unik	Wydłuża okres nietykalności podczaswykonywania uników.
79	PT_AVOID_DISTANCE_SKILL_PT	Wydłużenie Uniku	Zwiększa odległość, którą pokonujesz,kiedy wykonujesz unik.
80	PT_GUARD_UP_SKILL_PT	Garda	Redukuje efekt odepchnięcia i spadekwytrzymałości, kiedy blokujesz ataki.
81	PT_NOUTOU_SPEED_SKILL_PT	Szybkie Chowanie	Przyspiesza chowanie broni.
82	PT_WIDE_SKILL_PT	Duży Zasięg	Pozwala efektom pewnych przedmiotówwpływać również na pobliskichsojuszników.
83	PT__ITEM_UP_SKILL_PT	Długie Trwanie	Wydłuża czas trwania pewnych efektówprzedmiotów.
84	PT_MANZOK_SKILL_PT	Darmowy Posiłek	Daje ci określoną z góry szansę naskonsumowanie przedmiotu posiłkulub napoju za darmo.
85	PT_HAYAGUI_SKILL_PT	Szybkie Jedzenie	Zwiększa szybkość jedzenia mięsa ikonsumpcji przedmiotów.
86	PT_TOISI_SPEED_SKILL_PT	Szybkie Ostrzenie	Przyspiesza ostrzenie broni, kiedykorzystasz z osełki.
87	DUMMY000021	Unavailable	Unavailable
88	PT_BOMBER_SKILL_PT	Bombardier	Zwiększa obrażenia zadawane przezprzedmioty wybuchowe.
89	DUMMY000024	Unavailable	Unavailable
90	PT_KINOKO_LOVER_SKILL_PT	Grzybomanta	Pozwala ci trawić grzyby, którenormalnie są niejadalne, i uzyskaćich korzystne efekty.
91	PT_FISHING_SKILL_PT	Mistrz Rybołówstwa	Poprawia twoje umiejętności w zakresiełowienia ryb.
92	PT_STEAK_SKILL_PT	Mistrz Grillowania	Poprawia twoje umiejętności w zakresieprzyrządzania mięsa.
93	PT_TRANSPORTER_SKILL_PT	Profesjonalny Tragarz	Zwiększa twoją szybkość, kiedytransportujesz przedmioty, i zmniejszaprawdopodobieństwo tego, że je upuścisz.
94	PT_SAISYU_SKILL_PT	Mistrz Zbieractwa	Pozwala zbierać zasoby szybciej izapobiega odepchnięciom w wyniku atakupodczas zbierania zasobów.
95	PT_HONEY_HUNTER_SKILL_PT	Łowca Miodu	Zwiększa ilość miodu, który otrzymujesz,kiedy zbierasz go w terenie.
96	PT_HAGI_IRON_SKILL_PT	Spec od Wycinania	Zapobiega odepchnięciom w wyniku atakupodczas wycinania części potworów.
97	PT_BREATH_SKILL_PT	Boskie Błogosławieństwo	Daje odgórnie ustaloną szansę nazmniejszenie obrażeń, które otrzymujesz.
98	PT_OTOMO_LEADER_SKILL_PT	Mobilizacja Koleżkotów	Wzmacnia koleżkoty.
99	PT_BOTANY_SKILL_PT	Botanik	Zwiększa liczbę ziół i innychprzedmiotów jednorazowych, któreotrzymujesz podczas zbierania.
100	PT_GEOLOGY_SKILL_PT	Geolog	Pozwala korzystać z punktu pozyskiwaniazasobów więcej razy.
101	G_PT_KONSHIN_SKILL_PT	Maksymalna Moc	Zwiększa zgodność, kiedy wytrzymałośćjest pełna przez pewien czas.
102	G_PT_SLING_B_PLUS_SKILL_PT	Pojemność Procy	Zwiększa pojemność procy dla amunicjizebranej w terenie. Zmniejsza zużycieamunicji przy niektórych strzałach.
103	PT_MIUSINAI_SKILL_PT	Ukrycie	Sprawia, że potworyłatwiej tracą cię z oczu.
104	PT_NOKEZORI_SKILL_PT	Kamienna Twarz	Zapobiega odepchnięciom i innym reakcjomna nieznaczne obrażenia.
105	PT_GUIDE_LONG_SKILL_PT	Lepszy Zwiad	Zwiększa zasięg wykrywania świetlikówzwiadowczych.
106	PT_SYAGAMI_SPEED_SKILL_PT	Szybkie Pełzanie	Zwiększa szybkość ruchuw przykucniętej pozycji.
107	PT_JUMP_DISTANCE_SKILL_PT	Mistrz Skakania	Zapobiega odepchnięciom w wyniku atakupodczas skoku.
108	PT_HEEL_SMOKE_G_SKILL_PT	Mistrz Przetrwania	Interakcje z elementamiotoczenia takimi jak purchawicei wijoliczki dają dodatkowe zdrowie.
109	PT_NAGAGUTU_G_SKILL_PT	Mobilność Wodno-Polarna	Daje swobodę ruchów w wodzie.Zapobiega też spowalnianiu ruchów przezwpływ terenu, takiego jak głęboki śnieg.
110	DUMMY000027	Unavailable	Unavailable
111	PT_CLIMBER_G_SKILL_PT	Wisielec	Zmniejsza spadek wytrzymałości przyunikach na ścianach i bluszczu lub przyruchach podczas chwytania się wroga.
112	PT_FLASH_UP_SKILL_PT	Oślepiacz	Zwiększa skuteczność ataków iprzedmiotów błyskowych.
113	DUMMY000030	Unavailable	Unavailable
114	PT_LAB_SKILL_PT	Uczony	Przyśpiesza wzrost poziomu badawczegoi postęp śledztw specjalnych. (Efekt jestaktywny na ekranie wyników zadania.)
115	PT_MUSIHAGI_SKILL_PT	Entomolog	Zmniejsza prawdopodobieństwo zniszczeniaciał małych owadów, pozwalając nawycinanie z nich materiałów.
116	PT_MIST_RESIST_SKILL_PT	Odporność na Wydzieliny	Daje odporność na akumulację wydzielin.
117	PT_SMELL_SKILL_PT	Tropiciel	Zwiększa szybkość wypełniania świetlikówzwiadowczych, kiedy łapiesz trop iznajdujesz inne ślady potworów.
118	PT_RARE_POP_HIT_SKILL_PT	Fart Zbieracza	Zwiększa prawdopodobieństwoodnalezienia rzadkich punktówpozyskiwania zasobów.
119	PT_RARE_POP_LOCATE_SKILL_PT	Wykrywacz	Zaznacza rzadkie punkty pozyskiwaniazasobów na mapie fauny.
120	PT_MONOMOTI_SKILL_PT	Spec od Narzędzi	Skraca czas ładowania narzędzispecjalistycznych.
121	DUMMY000033	Unavailable	Unavailable
122	PT_SLIDING_UP_SKILL_PT	Wślizg Zgodności	Wślizgi na krótko zwiększają twojązgodność.
123	PT_DRASEAL_UP_SKILL_PT	Wzmoc. Smoczej Pieczęci	Zwiększa poziom smoczej pieczęcibroni i smoczej amunicji.
124	PT_4SOKU_SKILL_PT	Zastraszacz	Zmniejsza szanse na to, że małe potworyrzucą się na ciebie, kiedy cię zauważą.(Nie działa na niektóre potwory.)
125	PT_NEWZYUURYU_1_SKILL_PT	Moc Anjanatha	Unavailable
126	PT_NEWMAIN_SKILL_PT	Głód Nergiganta	Unavailable
127	PT_DRAGONZOMBIE_SKILL_PT	Witalność Vaal Hazaka	Unavailable
128	PT_REUSU_SKILL_PT	Moc Rathalosa	Unavailable
129	PT_DIABROS_SKILL_PT	Moc Diablosa	Unavailable
130	PT_KIRIN_SKILL_PT	Błogosławieństwo Kirina	Unavailable
131	PT_REIA_ASHU_SKILL_PT	Mistrzostwo R. Rathiany	Unavailable
132	PT_NEWZYUURYU_S_SKILL_PT	Wola Anjanatha	Unavailable
133	DUMMY000044	Unavailable	Unavailable
134	DUMMY000047	Unavailable	Unavailable
135	PT_REUSU_S_SKILL_PT	Mistrzostwo Rathalosa	Unavailable
136	PT_DIABROS_S_SKILL_PT	Mistrzostwo Diablosa	Unavailable
137	PT_KIRIN_S_SKILL_PT	Łaska Kirina	Unavailable
138	PT_GANKIN_SKILL_PT	Ochrona Uragaana	Unavailable
139	DUMMY000054	Unavailable	Unavailable
140	DUMMY000057	Unavailable	Unavailable
141	DUMMY000060	Unavailable	Unavailable
142	PT_NEWARASHI_SKILL_PT	Ochrona Bazelgeza	Unavailable
143	PT_TEO_SKILL_PT	Technika Teostry	Unavailable
144	PT_KUSHA_SKILL_PT	Lot Kushali Daory	Unavailable
145	PT_MUKURO_SKILL_PT	Boskość Xeno'jiiva	Unavailable
146	DUMMY000067	Unavailable	Unavailable
147	PT_KAZANRYU_SKILL_PT	Mistrzostwo Zoraha	Unavailable
148	DUMMY000071	Unavailable	Unavailable
149	PT_GUILDX_SKILL_PT	Opieka Gildii	Unavailable
150	PT_SEEKER_SKILL_PT	Opieka Komisji	Unavailable
151	PT_FUFYO_SKILL_PT	Błogosławieństwo Legiany	Unavailable
152	PT_FUFYO_S_SKILL_PT	Łaska Legiany	Unavailable
153	PT_ZANSO_SKILL_PT	Moc Odogarona	Unavailable
154	PT_ZANSO_S_SKILL_PT	Mistrzostwo Odogarona	Unavailable
155	PT_ARROW_CHARGE2_SKILL_PT	Lepsze Ładowanie Łuku	Zwiększa maksymalny poziomnaładowania łuku o jeden.
156	PT_SHINGAN2_SKILL_PT	Oko Umysłu/Balistyka	Zapobiega odbijaniu ataków.Sprawia, że amunicja i strzałyszybciej osiągają maksymalną moc.
157	PT_EXGUARD2_SKILL_PT	Wzniesiona Garda	Pozwala parować ataki,których nie da się zablokować wnormalnych warunkach.
158	PT_GOJIN2_SKILL_PT	Lakier Ochronny	Ostrość broni nie spada przezokreślony czas po ostrzeniu.
159	PT_BLANK_UP2_SKILL_PT	Nieżywiołowe Wzmocnienie	Wzmacnia nieżywiołową broń,która została wyposażona.
160	PT_NANA_01_SKILL_PT	Męstwo	Powyżej pewnego poziomu zdrowiamożesz jednokrotnie wytrzymaćatak, który by cię pokonał.
161	PT_NANA_02_SKILL_PT	Szybsza Regeneracja	Regeneruje zdrowie, kiedy bezprzerwy atakujesz potwora. Poz.regeneracji zależy od broni.
162	PT_NANA_03_SKILL_PT	Naostrz./Wol. Strzał	Ostrość spada dwa razy wolniej.Łuki i łukodziałka czasami niezużywają amunicji i powłok.
163	PT_NANA_S_SKILL_PT	Łaska Lunastry	Unavailable
164	PT_FF_S_SKILL_PT	Dusza Dragona	Unavailable
165	PT_MAMM1_SKILL_PT	Żywioł Krytyczny	Zwiększa obrażenia od żywiołów(ogień, woda, pioruny, lód,smok) przy traf. krytycznych.
166	PT_MAMM2_SKILL_PT	Status Krytyczny	Zwiększa obrażenia od szkod.efektów (paraliż, trucizna, sen,wybuch) przy traf. krytycznych.
167	PT_WITCHER_SKILL_PT	Wiedźmińska wiedza	Unavailable
168	PT_ANNIVERSARY_SKILL_PT	Błogosławieństwo Astery	Unavailable
169	PT_ZINOGRE_SKILL_PT	Esencja Zinogra	Unavailable
170	PT_TIGREX_SKILL_PT	Esencja Tigrexa	Unavailable
171	PT_NARGACUGA_SKILL_PT	Esencja Nargacuga	Unavailable
172	PT_BRACCHIDIOS_SKILL_PT	Esencja Brachydiosa	Unavailable
173	PT_DINOVALDE_SKILL_PT	Esencja Glavenusa	Unavailable
174	PT_SILVER_SKILL_PT	Esencja Srebrnego Rathalosa	Unavailable
175	PT_GOLD_SKILL_PT	Esencja Złotej Rathiany	Unavailable
176	PT_EARTH_SKILL_PT	Boskość Shar Ishvalda	Unavailable
177	PT_NERO_SKILL_PT	Boskość Namiella	Unavailable
178	PT_HIVER_SKILL_PT	Boskość Velkhana	Unavailable
179	PT_UNDECIDED1_SKILL_PT	Boskość Prastarego	Unavailable
180	PT_UNDECIDED2_SKILL_PT	Alchemia Komisji	Unavailable
181	PT_UNDECIDED3_SKILL_PT	Opieka Instruktora	Unavailable
182	PT_UNDECIDED4_SKILL_PT	Dominacja Anjanatha	Unavailable
183	PT_UNDECIDED5_SKILL_PT	Esencja Rathiany	Unavailable
184	PT_GUST_SKILL_PT	Prowokator	Zwiększa przyciąganie uwagipodczas atakowania potwora.
185	PT_KNIGHT_SKILL_PT	Garda Ofensywna	Czasowo zwiększa siłę ataku po wykonaniuidealnej gardy.
186	PT_DISASTER_SKILL_PT	Zjednoczenie	Czasowo wzmacnia atakipo wyjściu ze statusówplagi lub niestandardowych.
187	PT_EXDODGE_SKILL_PT	Bezpieczne Lądowanie	Pozwala szybko pozbierać się po silnychatakach, które cię odrzuciły, kiedymasz dobytą broń.
188	PT_EX06_SKILL_PT	Ukryta sztuka Bariotha	Unavailable
189	PT_EX07_SKILL_PT	Esencja Rathalosa	Unavailable
190	PT_EX08_SKILL_PT	Ambicja Diablosa	Unavailable
191	PT_EX09_SKILL_PT	Ambicja Legiany	Unavailable
192	PT_EX10_SKILL_PT	Esencja Odogarona	Unavailable
193	PT_EX11_SKILL_PT	Ambicja Uragaana	Unavailable
194	PT_EX12_SKILL_PT	Ambicja Bazelgeza	Unavailable
195	PT_EX13_SKILL_PT	Esencja Deviljho	Unavailable
196	PT_EX14_SKILL_PT	Żyła duszy Vaala	Unavailable
197	DUMMY000108	Unavailable	Unavailable
198	DUMMY000111	Unavailable	Unavailable
199	PT_EX17_SKILL_PT	Boskość Kirina	Unavailable
200	PT_EX18_SKILL_PT	Duma Gildii	Unavailable
201	PT_EX19_SKILL_PT	Esencja Zoraha Magdarosa	Unavailable
202	PT_EX20_SKILL_PT	Esencja Lunastry	Unavailable
203	PT_EX21_SKILL_PT	Ambicja Nergiganta	Unavailable
204	DUMMY000119	Unavailable	Unavailable
205	PT_DONKI_SKILL_PT	Pałkarz	Zwiększa atak, gdy ostrość bronispada. Wzmacnia ataki wręczbronią dystansową i ogłuszającą.
206	PT_STAMINA_PINCH_SKILL_PT	Adrenalina	Tymczasowo zmniejsza spadekwytrzymałości, gdy posiadasz 40%punktów zdrowia lub mniej.
207	PT_COLD_RES_SKILL_PT	Odporność na zimno	Usuwa efekty zimnej pogody.
208	PT_EX22_SKILL_PT	Gniew Rajanga	Unavailable
209	PT_HORIZON_SKILL_PT	Ogniwo zasilające	Unavailable
210	PT_RE_SKILL_PT	Ocaleni	Unavailable
211	PT_MUFET_SKILL_PT	Pieczęć Safi'jiiva	Unavailable
212	PT_WINTER_SKILL_PT	Radosne Błogosławieństwo	Unavailable
213	PT_ANNIVERSARY_S_SKILL_PT	Błogosław. Wdzięczności	Unavailable
214	PT_SPRING_SKILL_PT	Błogosł. Rozkwitu	Unavailable
215	PT_SUMMER_SKILL_PT	Skwierczące błogosławieństwo	Unavailable
216	PT_AUTUMN_SKILL_PT	Błogosł. Strasz. Zabawy	Unavailable
217	PT_EX23_SKILL_PT	Wola Rajanga	Unavailable
218	PT_EX24_SKILL_PT	Wola Brachydiosa	Unavailable
219	PT_EX25_SKILL_PT	Esencja Kulve Taroth	Unavailable
220	PT_EX26_SKILL_PT	Absolut. sztuka Mrozokła	Unavailable
221	PT_EX27_SKILL_PT	Boskość Alatreona	Unavailable
222	PT_EX28_SKILL_PT	Legenda o Fatalisie	Unavailable
223	PT_CLAW_SKILL_PT	Wzmoc. pazura chwytnego	Ataki pazurem chwytnym łatwiej raniąpotwory i zwiększają szansę na upuszcz.amunicji do procy.
224	DUMMY000137	Unavailable	Unavailable
225	DUMMY000140	Unavailable	Unavailable
