NPC Code	NPC Name	Model Address
OTOMO_23_NAME	Stefan	
OTOMO_24_NAME	Samuel	
OTOMO_25_NAME	Sebastian	
OTOMO_26_NAME	Patryk	
OTOMO_27_NAME	Mateusz	
OTOMO_28_NAME	Maria	
OTOMO_29_NAME	Marek	
OTOMO_30_NAME	Wanda	
OTOMO_31_NAME	Barbara	
OTOMO_32_NAME	Pantaleon	
OTOMO_33_NAME	Alan	
OTOMO_34_NAME	Małgosia	
OTOMO_35_NAME	Borys	
OTOMO_36_NAME	Pola	
OTOMO_37_NAME	Łucja	
OTOMO_38_NAME	Roman	
OTOMO_39_NAME	Michał	
