Gallery ID	Gallery Name	Gallery Desc
EVC0016	Verso la Valle putrefatta	Usando nuovi palloni, e sfruttando unacorrente speciale, la base di ricercadecolla. Destinazione: Valle putrefatta.
EVC0062	Nuove amicizie 	Dopo aver esplorato la Valle putrefatta,<LSNR {cacciatore} {cacciatrice}> e assistente tornano alcampo, dove incontrano l'esploratrice.
EVC0017	Il colosso di ossa	Le indagini si interrompono. La terratrema, e un orrore di ossa affilateirrompe sulla scena.
EVC0018	Il cacciatore volante	È giunto il momento di volare nellavalle alla ricerca dello Zorah, maun Legiana complica le cose.
EVC0019	Problemi nella valle	Seguendo la pista che conduce allo Zorah,i due vengono assaliti da un Odogaronche sembra avercela con l'assistente.
EVC0020	Scoperte nella valle	I due si riuniscono all'esploratrice,che li aiuta a comprendere il segretodella traversata degli anziani.
EVC0021	In cima all'albero vetusto	I due scalano l'albero vetustoalla ricerca dell'antico wyverniano.Il Rathalos, il re dei cieli, li attende.
EVC0022	Furia sotto le sabbie	La disputa territoriale tra Noios eBarroth prende una piega mortale quandoun demonio cornuto emerge dalle sabbie.
EVC0023	Operazione esca	L'operazione per condurre lo Zorah Magdarosal largo sta finalmente per iniziare!
EVC0024	Il ciclo continua	La missione è stata un successo.I nostri osservano con gioia lo ZorahMagdaros che si dirige verso il mare.
EVC0025	La regina degli altipiani	I due si dirigono verso gli Altipianicorallini per scoprire cosa possa averlasciato quelle tracce così insolite.
EVC0034	L'arrivo dell'ammiraglio	Una nuova sottospecie è stata scopertanel Nuovo Mondo. Prima che le indaginiinizino, entra in scena l'ammiraglio.
EVC0026	Dentro la landa	<LSNR {Guidati} {Guidate}> dall'ammiraglio, <LSNR {cacciatore} {cacciatrice}> eassistente si avventurano in una landadi cristalli brillanti e imponenti.
EVC0063	Buongustaio di cristalli	In una scintillante caverna, un Dodogamafamelico divora cristalli. Non sazio,decide di mangiare <LSNR {il cacciatore} {la cacciatrice}>.
EVC0027	La freccia nera	<LSNR {Il cacciatore} {La cacciatrice}> può finalmenteaffrontare il divoratore di draghianziani, il terrificante Nergigante.
EVC0028	Enigmi su enigmi	<LSNR {Il cacciatore} {La cacciatrice}> emerge <LSNR {vittorioso} {vittoriosa}> dallabattaglia con Nergigante. Ma altrimisteri restano ancora da svelare.
EVC0064	Wyvern del magma	Dentro una caverna rovente e colma di lava,il terreno sotto i piedi <LSNR {del cacciatore} {della cacciatrice}>si scuote. La tensione sale.
EVC0065	Tuoni e fulmini	Una gigantesca ruota si fa strada nellalanda, scagliando via sassi roventi alsuo passaggio. Si avvicina sempre più...
EVC0029	Vaal Hazak, creatura infernale	Un branco di Girros interrompeil pranzo per assalire <LSNR {il cacciatore} {la cacciatrice}>,contorcendo le carcasse alle loro spalle.
EVC0030	Kushala Daora, drago d'acciaio	<LSNR {Il cacciatore} {La cacciatrice}> è <LSNR {rapito} {rapita}> dallo splendoredella fortezza di cristalli, quando unvortice di vento <LSNR {lo} {la}> riporta alla realtà.
EVC0031	L'infernale Teostra	Esplorando un tunnel pieno di lava,<LSNR {il cacciatore} {la cacciatrice}> viene travolto da unafiammata. Le sorprese non sono finite...
EVC0032	Destini incrociati	Il gruppo giunge nel cuore del Torrenteeterno, dove una misteriosa entitàsi agita nel suo bozzolo...
EVC0033	Missione compiuta!	<LSNR {Sopravvissuto} {Sopravvissuta}> all'incontro con il mostrosenza nome, <LSNR {il cacciatore} {la cacciatrice}> batte inritirata prima che tutto crolli.
EVC0035	Epilogo?	Dopo anni, il mistero del Torrenteeterno è svelato. Ma un annuncio dellaGilda interrompe i festeggiamenti...
EVC0036	Verso nuove terre	Risolto questo mistero, il viaggio <LSNR {del} {della}><LSNR {cacciatore} {cacciatrice}> prosegue, verso i confinipiù remoti del Nuovo Mondo.
EVC0066	Il colosso vulcanico	Un colossale drago anziano procedelentamente, come un vulcano viventeche scuote la terra a ogni passo.
EVC0067	Sovrano dei draghi antichi	Invigorita dall'energia assorbita dalTorrente eterno, la neonata creaturalancia un grido terrificante.
EVC0068	Confine ultimo	La Valle putrefatta, una landa contortadi carcasse e miasmi mefitici checonsuma tutto quello che si muove.
EVC0070	L'insaziabile Deviljho	L'accesso alla Foresta antica è stato interdettoalla maggior parte della Commissione e l'assistentefinisce nel ritrovarsi in una situazione molto pericolosa.
EVC0071	La fedeltà dell'imperatrice	Il Nergigante si appresta a minacciare un Teostra ferito.I due si preparano alla battaglia, quando ecco che l'imperatricerivela la sua presenza.
EVC0072	Oro che striscia	La luca penetra in una caverna e rivelala presenza di una rombante creaturadalle sembianze di una montagna d'oro.
EVC0074	Visitatore da Eorzea	Durante l'inseguimento di un cactuar, <LSNR {il cacciatore} {la cacciatrice}> trovaun misterioso cristallo blu, un Kulu-Ya-Ku e unastrana creatura pelosa!
EVC0075	La discesa della belva	Un'enorme meteora precipita dal cielo, mandandoin fiamme l'area circostante. <LSNR {Il cacciatore} {La cacciatrice}> si recasul luogo e trova di fronte a sé una belva sconosciuta...
EVC0078	Geralt di Rivia	Il witcher Geralt giunge nel Nuovo Mondo.La Commissione gli chiede di indagare sudi un avvenimento misterioso.
EVC0079	Creatura di un altro mondo	Gli strani eventi accaduti nella Forestaantica sono stati causati da un leshen,creatura in grado di controllare ogni cosa.
EVC0080	Arrivò da un portale	Un leshen antico occupa la Forestaantica. Assume quindi il controllo deiJagras che si trovano nei paraggi.
EVC0081	Finale: mistero risolto	Geralt sconfigge il leshen e lascia comedono una runa prima di partire da Astera.Ma resta ancora un piccolo mistero...
EVC0082	Finale: il dono del capo	Geralt scioglie la maledizione del capoe i Gajalaka ricambiano il favore con unpiccolo spettacolo.
EVC0083	Finale: un piccolo amico	Geralt sconfigge il leshen e, mentre si preparaper abbandonare Astera, un Grimalkyne checavalca un Pukei-Pukei arriva con un dono.
EVC0084	Finale: missione compiuta	Dopo aver salvato il capo dei Gajalakae il Pukei-Pukei, Geralt torna nel suo mondoattraverso il portale del leshen.
EVC1000	Segnali di pericolo	La leggenda della caccia e l'assistentesi recano nella Foresta antica sullascia dell'avvistamento di un Legiana.
EVC1001	Partenze e scoperte	La commissione insegue i Legiana a bordodell'aeronave. Ma cosa li attenderàsull'altra sponda dell'oceano?
EVC1040	Un mondo immacolato	La leggenda della caccia e l'assistenteapprodano in un mondo sconosciuto,coperto da neve e ghiaccio abbacinante.
EVC1002	Un'ombra tra le nevi	La ricerca di un punto di atterraggioprocede, ma una radura promettenterivela nuove tracce inquietanti.
EVC1003	Seliana	L'aeronave atterra in tutta sicurezzae il Comandante può dare il via allacostruzione di una nuova base.
EVC1004	La landa dei ghiacci perenni	Una landa immacolata ammantatadi ghiacci eterni. Quali sorpresenasconderà?
EVC1005	La furia del Banbaro	La coppia di esploratori cerca una rottasicura attraverso le Distese brinose,ma una barriera di alberi li ostacola.
EVC1006	Seliana a tutto vapore	L'arrivo del convoglio è una boccatad'aria fresca per Seliana. Il capodella squadra operativa dice la sua.
EVC1007	La vipera insidiosa	L'esploratrice si unisce alle ricerchenell'Oltreterra, ma un Tobi-Kadachivipera trama nell'ombra.
EVC1008	Il relitto congelato	Nelle Distese viene scoperto un anticorelitto. Come è giunto in questi lidi,e quando?
EVC1009	Assedio al dormiente	Nelle Guglie selvagge, la leggendadella caccia cade preda del sonno mentreindaga su una nuova sottospecie.
EVC1010	Un torrente di guai	Irritati dall'ospite indesiderato,gli Shamos circondano il Pukei-Pukeicorallino, ma l'intruso li ignora.
EVC1011	La belva delle tormente	Sulle tracce dell'assistente edell'esploratrice, la leggenda dellacaccia trova dei mostri congelati.
EVC1012	Il wyvern del gelo	Assistente ed esploratrice sono arapporto, quando d'improvviso si odeun canto che precede una tormenta.
EVC1013	L'ombra fuggevole	Le indagini nella Foresta anticavengono interrotte da un Nargacuga.Poi un Rathalos decide di intromettersi.
EVC1014	La lama indistruttibile	Una Rathian torna al suo nido perleccarsi le ferite. Ma un pericoloancora peggiore incombe furtivamente.
EVC1015	La tenacia dei viventi	Tornati ad Astera, assistente e leggendadella caccia si imbattono in un Anjanathcongelato.
EVC1016	Tuoni nel canyon	Un Radobaan incrocia un feroce Tigrex.Non ci vuole molto a scoprire qualesia la specie dominante.
EVC1017	Pericolo appiccicoso	Zolle di terreno bruciato conduconoa un Brachydios, cosparso da capoa coda di una melma verdognola.
EVC1018	Pietra di luna	L'assistente esamina il frammentodonatole dal nonno, che si dice vengadalla Luna. Quali segreti nasconde?
EVC1019	Zero assoluto	Il Velkhana si mostra. Ammantato dighiaccio, congela la terra con il suosoffio. Ogni colpo d'ala è una tormenta.
EVC1020	Gelido abbraccio	Un colpo letale abbatte finalmenteil Velkhana, ma un'inquietante e gelidafoschia avvolge il drago anziano.
EVC1021	Inseguimento glaciale	L'inseguimento del Velkhana conducealle Distese brinose. L'esploratrice,tuttavia, è ancora dispersa...
EVC1022	Un sogno in eredità	L'esploratrice è salva. La veterananon può fare a meno di riconoscersinello sguardo accorato dell'assistente.
EVC1025	Un enigma corrosivo	Un branco di Girros ha circondatoun Glavenus caustico, ma a ogni suocolpo di coda il branco si assottiglia.
EVC1026	Scontro tra predatori	Un Odogaron è a caccia sugli Altipianicorallini, ma d'improvviso un minacciosoululato risuona alle sue spalle.
EVC1027	Salviamo Seliana	Tieni impegnato il Velkhana fin quandol'annientadraghi non sarà pronto!Il destino di Seliana è nelle tue mani!
EVC1028	Passiamo all'attacco	Mentre a Seliana si festeggiala vittoria sul Velkhana, il capo dellasquadra operativa pensa già al futuro.
EVC1029	A battaglia ultimata	Si torna alle Distese brinose, sulletracce del Velkhana. Quali sorpreseavrà ancora in serbo il destino?
EVC1030	Catastrofi innaturali	Il Velkhana è caduto, e il misterodel frammento finalmente svelato.Ma il Segugio reca notizie infauste.
EVC1031	Calamità incombente	L'inseguimento del Nergigante nellaLanda dei cristalli è interrotto dauna pioggia di lapilli esplosivi.
EVC1032	Il Vaal Hazak funereo	L'effluvio ammanta la Foresta anticaal passaggio del tetro Vaal Hazak.
EVC1033	Luce dall'abisso	Un battito d'ali dai colori iridescentidistrae la leggenda della caccia.Segue un violento getto d'acqua...
EVC1034	Avanti, senza esitare	Si parte alla ricerca dell'anticoonnipresente. Manca l'esploratrice,che aveva giurato di trovarlo.
EVC1035	L'antico onnipresente	Sconfitto a fatica il Nergigante,un canto misterioso precede l'arrivodell'antico onnipresente.
EVC1036	La forza della natura	Lo Shara Ishvalda è caduto, ma la naturaha in serbo ancora una sorpresa peri nostri eroi.
EVC1037	Luna e stella di zaffiro	Dall'esodo dei Legiana alla scopertadell'antico onnipresente...La commissione fa il punto.
EVC1038	Ricerca senza fine	Conclusa la notte di festeggiamenti,la commissione si appresta a svolgereuna nuova indagine.
EVC1041	Verso le Terre guida	L'inseguimento del Nergigante conducea una culla della vita nel Nuovo Mondo,dove vivono specie diverse.
EVC1042	Fuoco incrociato	L'esplorazione delle Terre guidarivela uno sciame di insetti elettrici,un Rathalos e una spaventosa minaccia.
EVC1043	Questo è il mio territorio!	Quando uno Yian Garuga territorialeincontra un Deviljho affamato,è meglio togliersi di torno.
EVC1044	Un potere nascosto	L'Ammiraglio, condotto dagli insetti guida, esplorale Terre guida e si imbatte in un'enorme parete. Dietrodi lui, una terrificante minaccia fa la sua comparsa.
EVC1045	L'impetuoso Rajang	Nel bioma vulcanico delle Terre Guida, la leggendadella caccia avvista un Kirin su una sporgenza.Il Kirin sembra essere turbato da qualcosa...
EVC1046	Il bioma brinoso	La leggenda della caccia scopre un nuovobioma nelle Terre guida e delle nuove tracceimpresse nella neve...
EVC1047	La causa di tutti i mali	Condotti dall'Ammiraglio e dal cacciatorewyverniano, la squadra scopre la creaturaresponsabile degli eventi recenti...
EVC1048	La creatura perfetta	La malvagia creatura delle profonditàfissa le piccole effimere vite con unosguardo penetrante.
EVC1052	Il ritorno del Safi'jiiva	La calamità del pronfondo fa il suoritorno, e il destino di questa terraè nelle sole mani della stella di zaffiro.
EVC1050	L'avatar della terra	L'antico onnipresente urla dal cuore delTorrente eterno. Ricoperto di roccia,scuote la terra a ogni passo.
