Pendant ID	Pendant Code	Pendant Name	Model
85	CHARM_085_NAME	Simbolo leggendario Fatalis	charm030
86	CHARM_086_NAME	Campanella dell'era azzurra	charm031
87	CHARM_087_NAME	HARDUMMY	charm032
88	CHARM_088_NAME	Stemma R.P.D.	charm033
89	CHARM_089_NAME	Stemma Umbrella	charm034
90	CHARM_090_NAME	Pendente Talpy - Fortuna	charm035
91	CHARM_091_NAME	Pendente Talpy - Salute	charm036
92	CHARM_092_NAME	Pendente Talpy - Sicurezza	charm037
93	CHARM_093_NAME	Pendente Talpy - Amore	charm038
94	CHARM_094_NAME	Pendente Talpy - Protezione	charm039
95	CHARM_095_NAME	Pendente Talpy - Passione	charm040
96	CHARM_096_NAME	Pendente Talpy - Pace	charm041
97	CHARM_097_NAME	Orsacchiotto Felyne	charm042
98	CHARM_098_NAME	HARDUMMY	charm044
99	CHARM_099_NAME	HARDUMMY	charm045
100	CHARM_100_NAME	HARDUMMY	charm043
101	CHARM_101_NAME	Bouquet floreale rosa	charm006
102	CHARM_102_NAME	Bouquet floreale arancione	charm006
103	CHARM_103_NAME	Bouquet floreale rosso	charm006
104	CHARM_104_NAME	Bouquet floreale blu	charm006
105	CHARM_105_NAME	Sole sfrigolante ghiaccio	charm007
106	CHARM_106_NAME	Sole sfrigolante uva	charm007
107	CHARM_107_NAME	Sole sfrigolante drago	charm007
108	CHARM_108_NAME	Sole sfrigolante litchi	charm007
109	CHARM_109_NAME	Pipistrello lanterna	charm008
110	CHARM_110_NAME	Pipistrello silfo	charm008
111	CHARM_111_NAME	Pipistrello brina	charm008
112	CHARM_112_NAME	Pipistrello folletto	charm008
113	CHARM_113_NAME	Tigre fortunata rosa	charm009
114	CHARM_114_NAME	Tigre fortunata verde	charm009
115	CHARM_115_NAME	Tigre fortunata viola	charm009
116	CHARM_116_NAME	Tigre fortunata blu	charm009
117	CHARM_117_NAME	Ornamento astrale rosa	charm010
118	CHARM_118_NAME	Ornamento astrale rosso	charm010
119	CHARM_119_NAME	Ornamento astrale blu	charm010
120	CHARM_120_NAME	Ornamento astrale verde	charm010
121	CHARM_121_NAME	Artigli di Barioth assiderato	charm046
122	CHARM_122_NAME	Bouquet floreale verde	charm006
123	CHARM_123_NAME	Bouquet floreale viola	charm006
124	CHARM_124_NAME	Sole sfrigolante guana	charm007
125	CHARM_125_NAME	Sole sfrigolante limone	charm007
126	CHARM_126_NAME	Pipistrello elettrico	charm008
127	CHARM_127_NAME	Pipistrello ciuffo	charm008
128	CHARM_128_NAME	Tigre fortunata verde scura	charm009
129	CHARM_129_NAME	Tigre fortunata arancione	charm009
130	CHARM_130_NAME	Ornamento astrale viola	charm010
131	CHARM_131_NAME	Ornamento astrale onice	charm010
132	CHARM_132_NAME	Tofu il sopravvissuto	charm047
133	CHARM_133_NAME	Velo sacro rosso	charm048
134	CHARM_134_NAME	Velo abissale rosso	charm049
135	CHARM_135_NAME	Orsacchiotto Felyne bianco	charm042
136	CHARM_136_NAME	Orsacchiotto Melynx	charm053
137	CHARM_137_NAME	Orsacchiotto Felyne rosa	charm042
138	CHARM_138_NAME	Orsacchiotto Felyne viola	charm042
139	CHARM_139_NAME	Orsacchiotto Felyne verde	charm042
140	CHARM_140_NAME	Orsacchiotto Felyne arancione	charm042
141	CHARM_141_NAME	Velo sacro verde	charm048
142	CHARM_142_NAME	Velo sacro celeste	charm048
143	CHARM_143_NAME	Velo sacro blu	charm048
144	CHARM_144_NAME	Velo sacro viola	charm048
145	CHARM_145_NAME	Velo sacro arancione	charm048
146	CHARM_146_NAME	Velo sacro rosa	charm048
147	CHARM_147_NAME	Velo abissale verde	charm049
148	CHARM_148_NAME	Velo abissale celeste	charm049
149	CHARM_149_NAME	Velo abissale blu	charm049
150	CHARM_150_NAME	Velo abissale viola	charm049
151	CHARM_151_NAME	Velo abissale arancione	charm049
152	CHARM_152_NAME	Velo abissale rosa	charm049
153	CHARM_153_NAME	Cinturino Pukei	charm052
154	CHARM_154_NAME	Cinturino Pukei corallino	charm056
155	CHARM_155_NAME	Paulumu rotolante	charm050
156	CHARM_156_NAME	Paolumu onirico rotolante	charm054
157	CHARM_157_NAME	Rajang ondeggiante	charm055
158	CHARM_158_NAME	Rajang furioso ondeggiante	charm051
159	CHARM_159_NAME	Medusa volante	charm057
160	CHARM_160_NAME	Palloncino rosso	charm058
161	CHARM_161_NAME	Palloncini rossi e bianchi	charm058
162	CHARM_162_NAME	Palloncini arcobaleno	charm058
163	CHARM_163_NAME	Colonia di meduse volanti	charm057
164	CHARM_164_NAME	Amuleto stella solitaria	charm069
165	CHARM_165_NAME	Ornamento Kulve oro	charm059
166	CHARM_166_NAME	Ornamento Kjárr oro	charm060
167	CHARM_167_NAME	Cuore di Kulve smeraldo	charm061
168	CHARM_168_NAME	Cuore di Kulve rubino	charm061
169	CHARM_169_NAME	Cuore di Kulve cristallo	charm061
170	CHARM_170_NAME	Cuore di Kulve topazio	charm062
171	CHARM_171_NAME	Cuore di Kulve zaffiro	charm062
172	CHARM_172_NAME	Cuore di Kulve rosa	charm062
173	CHARM_173_NAME	Maiale celestiale	charm065
174	CHARM_174_NAME	Maiale diavoletto	charm066
175	CHARM_175_NAME	Drago celestiale oro	charm067
176	CHARM_176_NAME	Drago celeste argento	charm068
177	CHARM_177_NAME	Catenina miauscolosa	charm070
178	CHARM_178_NAME	Farfalle spettro celesti	charm071
179	CHARM_179_NAME	Farfalle spettro giada	charm071
180	CHARM_180_NAME	Farfalle spettro magenta	charm071
181	CHARM_181_NAME	Orologio meccanico d'oro	charm075
182	CHARM_182_NAME	Orologio meccanico d'argento	charm076
183	CHARM_183_NAME	Mini Super-8 (giocatore 1)	charm064
184	CHARM_184_NAME	Mini Super-8 (giocatore 2)	charm063
185	CHARM_185_NAME	Lama di cristallo rubino	charm078
186	CHARM_186_NAME	Lama di cristallo ambra	charm078
187	CHARM_187_NAME	Lama di cristallo celeste	charm078
188	CHARM_188_NAME	Insetti-folgore	charm073
189	CHARM_189_NAME	Insetti-drago	charm074
190	CHARM_190_NAME	Talismano neve Velkhana	charm080
191	CHARM_191_NAME	Candela ardente Glavenus	charm077
192	CHARM_192_NAME	Kulu-Ya-Ku stupito	charm079
193	DUMMY000009	Unavailable	charm001
194	CHARM_194_NAME	Cristallo gilda del saggio	charm081
195	CHARM_195_NAME	Cristallo legame guida	charm082
196	CHARM_196_NAME	MH Riders - Kirin	charm083
