Pendant ID	Pendant Code	Pendant Name	Model
121	CHARM_121_NAME	Garras Barioth Presagélida	charm046
122	CHARM_122_NAME	Buquê Florescente (verde)	charm006
123	CHARM_123_NAME	Buquê Florescente (roxo)	charm006
124	CHARM_124_NAME	Sol Escaldante (Goiaba)	charm007
125	CHARM_125_NAME	Sol Escaldante (Limão)	charm007
126	DUMMY000016	Unavailable	charm001
127	DUMMY000017	Unavailable	charm001
128	CHARM_128_NAME	Tigre da Sorte Verde Escuro	charm009
129	CHARM_129_NAME	Tigre da Sorte Laranja	charm009
130	CHARM_130_NAME	Tufo de Prata Roxo	charm010
131	CHARM_131_NAME	Tufo de Prata Ônix	charm010
132	CHARM_132_NAME	O Tofu Sobrevivente	charm047
133	CHARM_133_NAME	Véu Sagrado Vermelho	charm048
134	CHARM_134_NAME	Véu Abissal Vermelho	charm049
135	CHARM_135_NAME	Felyno de Pelúcia Branco	charm042
136	CHARM_136_NAME	Melince de Pelúcia	charm053
137	CHARM_137_NAME	Felyno de Pelúcia Rosa	charm042
138	CHARM_138_NAME	Felyno de Pelúcia Uva	charm042
139	CHARM_139_NAME	Felyno de Pelúcia Menta	charm042
140	CHARM_140_NAME	Felyno de Pelúcia Laranja	charm042
141	CHARM_141_NAME	Véu Sagrado Verde	charm048
142	CHARM_142_NAME	Véu Sagrado Lazúli	charm048
143	CHARM_143_NAME	Véu Sagrado Azul Celeste	charm048
144	CHARM_144_NAME	Véu Sagrado Roxo	charm048
145	CHARM_145_NAME	Véu Sagrado Laranja	charm048
146	CHARM_146_NAME	Véu Sagrado Rosa	charm048
147	CHARM_147_NAME	Véu Abissal Verde	charm049
148	CHARM_148_NAME	Véu Abissal Lazúli	charm049
149	CHARM_149_NAME	Véu Abissal Azul Celeste	charm049
150	CHARM_150_NAME	Véu Abissal Roxo	charm049
151	CHARM_151_NAME	Véu Abissal Laranja	charm049
152	CHARM_152_NAME	Véu Abissal Rosa	charm049
153	CHARM_153_NAME	Correia de Pukei	charm052
154	CHARM_154_NAME	Correia de Pukei Coralino	charm056
155	CHARM_155_NAME	Paolumu Ambulante	charm050
156	CHARM_156_NAME	Beladona Ambulante	charm054
157	CHARM_157_NAME	Rajang Balançante	charm055
158	CHARM_158_NAME	Rajang Furioso Balançante	charm051
159	CHARM_159_NAME	Meduso Voador	charm057
160	CHARM_160_NAME	Balão Vermelho	charm058
161	CHARM_161_NAME	Balões Vermelhos e Brancos	charm058
162	CHARM_162_NAME	Balões Arco-íris	charm058
163	CHARM_163_NAME	Colônia de Medusos Voadores	charm057
164	CHARM_164_NAME	Amuleto Estrela Solitária	charm069
165	CHARM_165_NAME	Pingente Dourado Kulve	charm059
166	CHARM_166_NAME	Pingente Dourado Kjárr	charm060
167	CHARM_167_NAME	Coração Esmeralda Kulve	charm061
168	CHARM_168_NAME	Coração Rubi Kulve	charm061
169	CHARM_169_NAME	Coração Cristal Kulve	charm061
170	CHARM_170_NAME	Coração Topázio Kulve	charm062
171	CHARM_171_NAME	Coração Safira Kulve	charm062
172	CHARM_172_NAME	Coração Gema Rosa Kulve	charm062
173	DUMMY000018	Unavailable	charm001
174	DUMMY000019	Unavailable	charm001
175	CHARM_175_NAME	Dragão Celestial Dourado	charm067
176	CHARM_176_NAME	Dragão Celestial Prateado	charm068
177	DUMMY000020	Unavailable	charm001
178	CHARM_178_NAME	Borboletas Fantasmas Lazúli	charm071
179	CHARM_179_NAME	Borboletas Fantasmas Jade	charm071
180	CHARM_180_NAME	Borboletas Fantasmas Magenta	charm071
181	DUMMY000021	Unavailable	charm001
182	DUMMY000022	Unavailable	charm001
183	DUMMY000023	Unavailable	charm001
184	DUMMY000024	Unavailable	charm001
185	CHARM_185_NAME	Faca de Cristal Rubi	charm078
186	CHARM_186_NAME	Faca de Cristal Âmbar	charm078
187	CHARM_187_NAME	Faca de Cristal Lazúli	charm078
188	CHARM_188_NAME	Fulgurinsetos	charm073
189	CHARM_189_NAME	Insetos Dragofágicos	charm074
190	CHARM_190_NAME	Talismã de Neve de Velkhana	charm080
191	DUMMY000025	Unavailable	charm001
192	DUMMY000026	Unavailable	charm001
193	DUMMY000027	Unavailable	charm001
194	DUMMY000028	Unavailable	charm001
195	DUMMY000029	Unavailable	charm001
