Gallery ID	Gallery Name	Gallery Desc
EVC1019	Zero Absoluto	Velkhana aparece coberto de gelo,congelando o solo com cada sopro,cada bater de asas gerando nevascas.
EVC1020	Abraço Congelante	Um golpe mortal <LSNR {do Caçador}{da Caçadora}> detém oVelkhana, mas uma névoa fria e letalenvolve a criatura anciã.
EVC1021	Perseguição no Frio	A dupla segue para a Fronteira Glacialperseguindo o Velkhana. Mas aRastreadora ainda está desaparecida...
EVC1022	Um Desejo Herdado	A dupla encontra a Rastreadora a salvo.A veterana se reconhece no rosto emlágrimas da Assistente.
EVC1025	Uma Charada Corrosiva	Uma horda de Girros cerca um GlavenusÁcido, mas cada golpe de sua caudaafiada joga os bichos para longe.
EVC1026	Duelo de Predadores	Um Odogaron em busca de vítimas nosPlanaltos Coralinos encontra <LSNR {o Caçador}{a Caçadora}>,mas um uivo ecoa atrás deles.
EVC1027	Defendendo Seliana	Resista aos ataques do Velkhana até oDracanhão ficar pronto! O destino deSeliana está em suas mãos!
EVC1028	Partindo para a Ofensiva	Enquanto Seliana comemora o recuo doVelkhana, o Líder da Equipe de Campodiz o que eles precisam fazer agora.
EVC1029	Ao Final da Batalha	<LSNR {O Caçador}{A Caçadora}> persegue Velkhana naFronteira Glacial. O que será que odestino reserva?!
EVC1030	Desastres Nada Naturais	Velkhana cai e o mistério do fragmento érevelado. Mas a celebração logo acabagraças às más notícias do Investigador.
EVC1031	Sinais da Calamidade Futura	<LSNR {O Caçador}{A Caçadora}> acha espinhos de Nergigantena Fenda do Ancião... e uma chuva deexplosivos vermelhos brilhantes.
EVC1032	Vaal Hazak Velado	Um miasma sinistro descende na FlorestaAncestral com a repugnante procissão deVaal Hazak no local.
EVC1033	Uma Luz do Abismo	A Caçadora vê um lampejo de asasbrilhando com as cores do arco-íris,e então uma torrente de água...
EVC1034	Avante, Sem Hesitar	Uma equipe embarca atrás do DragoeternoAntigo, mas a Rastreadora, que jurouencontrá-lo, não está entre eles.
EVC1035	O Dragoeterno Antigo	Após a vitória sofrida <LSNR {do Caçador}{da Caçadora}>contra o Nergigante, uma estranha músicaanuncia a chegada do Dragoeterno Antigo.
EVC1036	O Poder da Natureza	<LSNR {O Caçador}{A Caçadora}>, em cima do Shara Ishvaldaabatido, é seguido pelos outros, mas anatureza tem mais uma surpresa guardada.
EVC1037	A Lua e a Estrela Safira	A Comissão relembra a busca que começoucom o êxodo dos Legianas e terminou coma descoberta do Dragoeterno Antigo.
EVC1038	Uma Busca Sem Fim	Após as longas festividades da noite,a Comissão se volta para a próximainvestigação.
EVC1041	Rumo às Terras-Guias	A busca por Nergigante leva a dupla aoberço da vida no Novo Mundo,onde espécies distintas de misturam.
EVC1042	No Fogo Cruzado	Ao explorar as Terras-Guias, <LSNR {o Caçador}{a Caçadora}>encontra um enxame de Insetrovões,um Rathalos e algo muito mais perigoso.
EVC1043	Esse Território é Meu!	Quando um Yian Garuga territorialencontra um Deviljho faminto,<LSNR {o Caçador}{a Caçadora}> acaba no fogo cruzado.
EVC1044	Uma Força à Espreita	O Almirante, conduzido pelos guialumes, investigaas Terras-Guias e encontra um muro gigante. Masatrás dele, surge uma nova e horripilante ameaça!
EVC1045	O Rajang Feroz	Em uma região vulcânica das Terras-Guias,<LSNR {o caçador}{a caçadora}> descobre um Kirin aflito. Mas não écom <LSNR {o caçador}{a caçadora}> que o Kirin está preocupado...
EVC1046	Uma Nova Tundra	<LSNR {O Caçador}{A Caçadora}> descobre uma nova região nasTerras-Guias e encontra rastrosrecentes na neve...
EVC1047	A Causa do Problema	A equipe, liderada pelo Almirante e oCaçador Serperiano, descobre que o serpor trás dos últimos eventos era...
EVC1048	O Ser Perfeito	O monstro encontrado no desfiladeiroencara os pequenos seres vivos na frentedele com um olhar penetrante.
EVC1052	O Retorno de Safi'jiiva	A calamidade do desfiladeiro voltou e odestino desta terra está nas mãos daEstrela Safira.
EVC1050	O Avatar da Terra	O Dragoeterno Antigo uiva do cerne doRio Perene. Com uma armadura de pedra,ele faz a terra tremer com cada gesto.
EVC1056	Cara a Cara com a Destruição	Alatreon, um dragão nefasto capaz deinvocar o calor e o frio. O caçadorconfronta esse símbolo da destruição.
