Quest ID	Quest Name	Quest Target	Fail Condition
00362	Das Fisch-Problem	Erjage einen Jyuratodus.	Zeit abgelaufen3-mal ohnmächtig geworden
00363	Eine stachelige Situation	Liefere 20 Narrenkakteen.	Zeit abgelaufen3-mal ohnmächtig geworden
00364	Nur das Gelbe in der Ödnis	Liefere zwei Pflanzenfresser-Eier.	Zeit abgelaufen3-mal ohnmächtig geworden
00365	Der Erdrutsch-Wyvern	Fange einen Barroth.	Zeit abgelaufen3-mal ohnmächtig gewordenBarroth getötet
00401	In die Geschichtsbücher eingehen	Schließe die Aufgabe ab.	Zeit abgelaufen3-mal ohnmächtig geworden
00405	Aufgeblasene Probleme	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
00407	Radobaan-Straßensperre	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00408	Legiana: Verkörperte Eleganz	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
00431	Spezialarena: Anjanath	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
00432	Spezialarena: Rathian	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00433	Spezialarena: Paolumu	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
00434	Spezialarena: Radobaan	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00451	Im Griff der Grippe	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
00452	Nur das Gelbe im Wald	Liefere zwei Wyvern-Eier.	Zeit abgelaufen3-mal ohnmächtig geworden
00461	Königliche Umsiedlung	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00471	Keine Gnade für Shamos	Töte elf Shamos.	Zeit abgelaufen3-mal ohnmächtig geworden
00472	Ein Tzitzi für die Wissenschaft	Erjage einen Tzitzi-Ya-Ku.	Zeit abgelaufen3-mal ohnmächtig geworden
00473	Leider nicht eingeladen	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
00474	Jede Menge Abalone	Liefere zehn Super-Abalone.	Zeit abgelaufen3-mal ohnmächtig geworden
00475	Weißes Monster, weißer Kittel	Fange einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig gewordenPaolumu getötet
00481	Hartnäckige Störenfriede	Töte 14 Hornetauren.	Zeit abgelaufen3-mal ohnmächtig geworden
00482	Eine verweste Sache	Erjage einen Groß-Girros.	Zeit abgelaufen3-mal ohnmächtig geworden
00483	Knochenarbeit	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00484	Albtraumartige Flügel	Töte fünf Raphinos.	Zeit abgelaufen3-mal ohnmächtig geworden
00501	In den Tiefen des Tals	Schließe die Aufgabe ab.	Zeit abgelaufen3-mal ohnmächtig geworden
00502	Feuriger Thron über dem Wald	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00503	Gehörnter Tyrann unter dem Sand	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00504	Eine kolossale Aufgabe	Schließe die Aufgabe ab.	Zeit abgelaufen3-mal ohnmächtig gewordenDen Zorah Magdaros nicht geleitet
00531	Spezialarena: Legiana	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
00532	Spezialarena: Odogaron	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
00533	Spezialarena: Rathalos	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00534	Spezialarena: Diablos	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00551	Wenn Wunsch Obsession wird	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00552	"Neudefinition des ""Machtpaars"""	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00561	Doppeltürme im Sand	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00571	Schwüle Kopfschmerzen	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
00572	Blitzartig davon	Töte einen Kirin.	Zeit abgelaufen3-mal ohnmächtig geworden
00581	Wen es juckt	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
00582	Das beste Monster des Menschen	Fange einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig gewordenOdogaron getötet
00583	Fleischangelegenheit	Liefere zwei Fleischklumpen.	Zeit abgelaufen3-mal ohnmächtig geworden
00601	Eindringling in der Ödnis	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
00605	Rosige Aussichten	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
00607	Monster der Alten in der Neuen Welt	Schließe die Aufgabe ab.	Zeit abgelaufen3-mal ohnmächtig geworden
00631	Spezialarena: HR Pukei-Pukei	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
00632	Spezialarena: HR Barroth	Erjage einen Barroth.	Zeit abgelaufen3-mal ohnmächtig geworden
00633	Spezialarena: HR Tobi-Kadachi	Erjage einen Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
00634	Spezialarena: HR Anjanath	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
00635	Spezialarena: HR Rathian	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00636	Spezialarena: HR Paolumu	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
00637	Spezialarena: HR Radobaan	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00641	Ziemlich Eindruck gemacht	Leite den Zorah Magdaros.	Zeit abgelaufen3-mal ohnmächtig gewordenDen Zorah Magdaros nicht geleitet
00651	Schwer zu verdauen	Erjage einen Groß-Jagras.	Zeit abgelaufen3-mal ohnmächtig geworden
00652	Glubschäugiges grünes Monster	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
00653	Ein haarsträubendes Erlebnis	Erjage einen Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
00654	Bloß nicht bewegen	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
00655	Die schlafende Waldkönigin	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00656	Gewohnheitstiere	Fange einen Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig gewordenTobi-Kadachi getötet
00661	Weg mit den Flossen!	Erjage einen Kulu-Ya-Ku.	Zeit abgelaufen3-mal ohnmächtig geworden
00662	Eine Krone aus Schlamm und Wut	Erjage einen Barroth.	Zeit abgelaufen3-mal ohnmächtig geworden
00663	Der Pukei-Pukei-Hinterhalt	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
00665	Knietief in der Ödnis	Erjage einen Jyuratodus.	Zeit abgelaufen3-mal ohnmächtig geworden
00666	Braune Wüste, Grüne Königin	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00667	Eindringender Störenfried	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
00671	Bitte recht freundlich!	Erjage einen Tzitzi-Ya-Ku.	Zeit abgelaufen3-mal ohnmächtig geworden
00672	Fang den Paolumu	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
00681	Ein prickelnder Geschmack	Erjage einen Groß-Girros.	Zeit abgelaufen3-mal ohnmächtig geworden
00682	Betriebsblind	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00683	Chefkochquest! Immer lieferbereit!	Liefere vier Vergessene Fossilien.	Zeit abgelaufen3-mal ohnmächtig geworden
00684	Chefkochquest! Jagdbegeistert!	Töte zehn Girros.	Zeit abgelaufen3-mal ohnmächtig geworden
00691	Ein Miau um Hilfe	Töte 13 Gastodon.	Zeit abgelaufen3-mal ohnmächtig geworden
00692	Ein brandheißer Knüller	Töte fünf Barnos.	Zeit abgelaufen3-mal ohnmächtig geworden
00693	Das Dodogama-Drama	Erjage einen Dodogama.	Zeit abgelaufen3-mal ohnmächtig geworden
00694	Chefkochquest! Gajalaka-Fangen!	Besiege zehn Gajalaka.	Zeit abgelaufen3-mal ohnmächtig geworden
00701	Eine Wunde und ein Verlangen	Töte den Nergigante.	Zeit abgelaufen3-mal ohnmächtig geworden
00731	Spezialarena: HR Rosa Rathian	Erjage eine Rosa Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00732	Spezialarena: HR Legiana	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
00733	Spezialarena: HR Odogaron	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
00734	Spezialarena: HR Uragaan	Erjage einen Uragaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00735	Spezialarena: HR Rathalos	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00736	Spezialarena: HR Azurner Rathalos	Erjage einen Azurnen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00737	Spezialarena: HR Diablos	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00738	Spezialarena: HR Schwarze Diablos	Erjage eine Schwarze Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00751	Die Rathalos-Revanche	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00752	Rathalos in Blau	Erjage einen Azurnen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00753	Das rote und das blaue Team	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00761	Die rosa Schönheit	Erjage eine Rosa Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00762	Also, dieser Diablos!	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00763	Der Feind mit den zwei Hörnern	Erjage eine Schwarze Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
00764	Der Kampf in der Ödnis	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00771	Kirschfarbener Wind überm Riff	Erjage eine Rosa Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
00772	Legiana: Der König des Hochlands	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
00773	Eine wunde Stelle	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
00774	Zornesklauen aus Eis	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00781	Odogaron auf freiem Fuß	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
00791	Lavasioth, das Monster aus Magma	Erjage einen Lavasioth.	Zeit abgelaufen3-mal ohnmächtig geworden
00792	Der erzfressende Besatzer	Erjage einen Uragaan.	Zeit abgelaufen3-mal ohnmächtig geworden
00793	Herrscher des azurblauen Himmels	Erjage einen Azurnen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
00794	Der Bazelgeuse im Schussfeld	Erjage einen Bazelgeuse.	Zeit abgelaufen3-mal ohnmächtig geworden
00795	Gebündeltes Feuer	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00801	Kushala Daora, Stahl-Drache	Töte den Kushala Daora.	Zeit abgelaufen3-mal ohnmächtig geworden
00802	Teostra der Fürchterliche	Töte den Teostra.	Zeit abgelaufen3-mal ohnmächtig geworden
00803	Höllischer Feind Vaal Hazak	Töte den Vaal Hazak.	Zeit abgelaufen3-mal ohnmächtig geworden
00804	Der Ort der Bündelung	Schließe die Aufgabe ab.	Zeit abgelaufen3-mal ohnmächtig geworden
00805	Jenseits der explosiven Schuppen	Erjage zwei Bazelgeuse.	Zeit abgelaufen3-mal ohnmächtig geworden
00806	Kampfgetöse im Hochland	Töte einen Kirin.	Zeit abgelaufen3-mal ohnmächtig geworden
00851	Ein böses Omen	Töte einen Kushala Daora.	Zeit abgelaufen3-mal ohnmächtig geworden
00861	Brennender Sand	Töte einen Teostra.	Zeit abgelaufen3-mal ohnmächtig geworden
00871	Zweimal vom Blitz getroffen	Töte einen Kirin.	Zeit abgelaufen3-mal ohnmächtig geworden
00881	Rufe aus dem Grab	Töte einen Vaal Hazak.	Zeit abgelaufen3-mal ohnmächtig geworden
00891	Der Ältestenfresser	Töte den Nergigante.	Zeit abgelaufen3-mal ohnmächtig geworden
00892	Der Meister des Sturms	Töte einen Kushala Daora.	Zeit abgelaufen3-mal ohnmächtig geworden
00893	Die Festung des Höllenfeuers	Töte einen Teostra.	Zeit abgelaufen3-mal ohnmächtig geworden
00894	Der Ältestenfresser	Töte den Nergigante.	Zeit abgelaufen3-mal ohnmächtig geworden
00895	Beißender Wind des Zorns	Töte einen Kushala Daora.	Zeit abgelaufen3-mal ohnmächtig geworden
00896	Sengendes Höllenfeuer	Töte einen Teostra.	Zeit abgelaufen3-mal ohnmächtig geworden
00961	Jenseits der explosiven Schuppen	Erjage zwei Bazelgeuse.	Zeit abgelaufen3-mal ohnmächtig geworden
00971	Kampfgetöse im Hochland	Töte einen Kirin.	Zeit abgelaufen3-mal ohnmächtig geworden
00991	Das Licht über dem dunklen Fluss	Töte den Xeno'jiiva.	Zeit abgelaufen3-mal ohnmächtig geworden
00992	Die weißen Winde der Neuen Welt	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00995	Folge dem Saphirstern	Töte alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00996	Showdown: Schlamm gegen Schlägel	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00997	Himmel und Blume der Neuen Welt	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
00998	Ruf aus dem Abgrund	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01101	Die Eistaufe	Erjage einen Beotodus.	Zeit abgelaufen3-mal ohnmächtig geworden
01102	Banbaro-Blockade	Erjage einen Banbaro.	Zeit abgelaufen3-mal ohnmächtig geworden
01121	Tiefschneetaucher	Erjage einen Beotodus.	Zeit abgelaufen3-mal ohnmächtig geworden
01122	Ansturmdrang	Erjage einen Banbaro.	Zeit abgelaufen3-mal ohnmächtig geworden
01123	Eisiger Fang!	Fange einen Beotodus.	Zeit abgelaufen3-mal ohnmächtig gewordenBeotodus getötet
01124	Ruf der Wildnis	Töte zehn Wulg.	Zeit abgelaufen3-mal ohnmächtig geworden
01125	Grüße aus der Tundra	Liefere 20 Junge Pestwurz.	Zeit abgelaufen3-mal ohnmächtig geworden
01131	Spezialarena: MR Pukei-Pukei	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01132	Spezialarena: MR Barroth	Erjage einen Barroth.	Zeit abgelaufen3-mal ohnmächtig geworden
01133	Spezialarena: MR Tobi-Kadachi	Erjage einen Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
01134	Spezialarena: MR Banbaro	Erjage einen Banbaro.	Zeit abgelaufen3-mal ohnmächtig geworden
01151	Der Groß-Jagras kehrt zurück!	Erjage einen Groß-Jagras.	Zeit abgelaufen3-mal ohnmächtig geworden
01152	Giftiges Kerlchen	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01153	Ohne Umschweife	Erjage einen Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
01154	Literaturdieb	Erjage einen Kulu-Ya-Ku.	Zeit abgelaufen3-mal ohnmächtig geworden
01155	Fange den Baumdrescher	Fange einen Banbaro.	Zeit abgelaufen3-mal ohnmächtig gewordenBanbaro getötet
01161	Wildturm-Schatzsuche	Erjage einen Kulu-Ya-Ku.	Zeit abgelaufen3-mal ohnmächtig geworden
01162	Durch den Schlamm gezogen	Erjage einen Barroth.	Zeit abgelaufen3-mal ohnmächtig geworden
01163	Schlammschlacht	Erjage einen Jyuratodus.	Zeit abgelaufen3-mal ohnmächtig geworden
01164	Verkoster unterwegs	Erjage einen Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01171	All die falschen Signale	Erjage einen Tzitzi-Ya-Ku.	Zeit abgelaufen3-mal ohnmächtig geworden
01181	Größenwahnsinniger Groß-Girros	Erjage einen Groß-Girros.	Zeit abgelaufen3-mal ohnmächtig geworden
01191	Arbeitsverweigerung	Erjage einen Dodogama.	Zeit abgelaufen3-mal ohnmächtig geworden
01192	Im Land der großen Hörner	Erjage einen Banbaro.	Zeit abgelaufen3-mal ohnmächtig geworden
01201	Angriffsbereit	Erjage einen Viper-Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
01202	Keine Zeit für Nickerchen	Erjage einen Nachtschatten-Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
01203	Gegeneinander ausgespielt	Erjage einen Korallen-Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01221	Analyse führt zu Paralyse	Erjage einen Viper-Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
01222	Gift und Lähmung	Fange einen Viper-Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig gewordenViper-Tobi-Kadachi getötet
01223	Boaboa Constrictor	Besiege 14 Boaboa.	Zeit abgelaufen3-mal ohnmächtig geworden
01224	Mit vereinter Kraft	Erjage einen Beotodus.	Zeit abgelaufen3-mal ohnmächtig geworden
01225	Eine Hand wäscht die andere	Erjage einen Beotodus.	Zeit abgelaufen3-mal ohnmächtig geworden
01231	Spezialarena: MR Anjanath	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
01232	Spezialarena: MR Radobaan	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
01233	Spezialarena: MR Korallen-Pukei-Pukei	Erjage einen Korallen-Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01234	Spezialarena: MR Viper-Tobi-Kadachi	Erjage einen Viper-Tobi-Kadachi.	Zeit abgelaufen3-mal ohnmächtig geworden
01235	Spezialarena: MR Rathian	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
01236	Spezialarena: MR Rosa Rathian	Erjage eine Rosa Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
01237	Spezialarena: MR Paolumu	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
01238	Spezialarena: MR Nachtschatten-Paolumu	Erjage einen Nachtschatten-Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
01251	Anjanath-Ärger	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
01252	Hoffnungsloser Fall	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
01253	Gute Nacht, Nachtschatten	Fange einen Nachtschatten-Paolumu.	Zeit abgelaufen3-mal ohnmächtig gewordenNachtschatten-Paolumu getötet
01261	Ruhende Königin	Erjage eine Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
01262	Albtraumhaftes Gesicht	Erjage einen Nachtschatten-Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
01263	Stecke deine Nase woanders rein	Erjage einen Anjanath.	Zeit abgelaufen3-mal ohnmächtig geworden
01264	Königinnen durch und durch	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01271	Das Problem des Paolumu	Erjage einen Paolumu.	Zeit abgelaufen3-mal ohnmächtig geworden
01272	Weibliche Machtübernahme	Erjage eine Rosa Rathian.	Zeit abgelaufen3-mal ohnmächtig geworden
01273	Profi-Tipp: Bleib hydriert	Erjage einen Korallen-Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01274	Verantwortungsbewusstes Trinken	Erjage einen Korallen-Pukei-Pukei.	Zeit abgelaufen3-mal ohnmächtig geworden
01281	Lachhaft	Erjage einen Radobaan.	Zeit abgelaufen3-mal ohnmächtig geworden
01282	Käfer-Krampf	Töte alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01291	Auf der Suche nach dem alten Leuchten	Liefere 20 Stück Gaia-Bernstein.	Zeit abgelaufen3-mal ohnmächtig geworden
01301	Blizzard-Blitzaktion	Erjage einen Barioth.	Zeit abgelaufen3-mal ohnmächtig geworden
01302	Allgegenwärtiger Schatten	Erjage einen Nargacuga.	Zeit abgelaufen3-mal ohnmächtig geworden
01303	Die Brennende Klinge	Erjage einen Glavenus.	Zeit abgelaufen3-mal ohnmächtig geworden
01304	Absolute Macht	Erjage einen Tigrex.	Zeit abgelaufen3-mal ohnmächtig geworden
01305	Vernichtender Konter	Erjage einen Brachydios.	Zeit abgelaufen3-mal ohnmächtig geworden
01306	Eine Geschichte von Eis und Feuer	Wehre den Velkhana ab.	Zeit abgelaufen3-mal ohnmächtig geworden
01321	Weißt du noch...?	Erjage einen Barioth.	Zeit abgelaufen3-mal ohnmächtig geworden
01322	Projekt M.I.A.U.: Stein	Fange einen Tigrex.	Zeit abgelaufen3-mal ohnmächtig gewordenTigrex getötet
01323	Der stolze Weiße Ritter	Erjage einen Barioth.	Zeit abgelaufen3-mal ohnmächtig geworden
01331	Spezialarena: MR Legiana	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
01332	Spezialarena: MR Odogaron	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
01333	Spezialarena: MR Uragaan	Erjage einen Uragaan.	Zeit abgelaufen3-mal ohnmächtig geworden
01334	Spezialarena: MR Rathalos	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
01335	Spezialarena: MR Diablos	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
01336	Spezialarena: MR Barioth	Erjage einen Barioth.	Zeit abgelaufen3-mal ohnmächtig geworden
01337	Spezialarena: MR Nargacuga	Erjage einen Nargacuga.	Zeit abgelaufen3-mal ohnmächtig geworden
01338	Spezialarena: MR Glavenus	Erjage einen Glavenus.	Zeit abgelaufen3-mal ohnmächtig geworden
01339	Spezialarena: MR Brachydios	Erjage einen Brachydios.	Zeit abgelaufen3-mal ohnmächtig geworden
01340	Spezialarena: MR Tigrex	Erjage einen Tigrex.	Zeit abgelaufen3-mal ohnmächtig geworden
01351	Ein neues Tief	Erjage einen Rathalos.	Zeit abgelaufen3-mal ohnmächtig geworden
01352	Nargacu... garnicht schön	Erjage einen Nargacuga.	Zeit abgelaufen3-mal ohnmächtig geworden
01353	Das Geheimnis eines guten Stücks	Erjage einen Glavenus.	Zeit abgelaufen3-mal ohnmächtig geworden
01354	Trümpfe in Rot und Schwarz	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01361	Wüstenwahnsinn	Erjage einen Diablos.	Zeit abgelaufen3-mal ohnmächtig geworden
01362	Ein Aufblitzen der Klinge	Erjage einen Glavenus.	Zeit abgelaufen3-mal ohnmächtig geworden
01363	Köcheln und schnippeln!	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01371	Lahmer Legiana	Erjage einen Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
01372	Der schwarze Wind	Erjage einen Nargacuga.	Zeit abgelaufen3-mal ohnmächtig geworden
01373	Eine eklige Fleischwunde	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
01381	Jerky schmeckt, Forscher auch	Erjage einen Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
01382	Ein Brüllen erschütterte das Tal	Erjage einen Tigrex.	Zeit abgelaufen3-mal ohnmächtig geworden
01383	Explosiver Rennspaß	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01391	Achtung, Explosion!	Erjage einen Brachydios.	Zeit abgelaufen3-mal ohnmächtig geworden
01392	Jeder ist ein Kritiker	Erjage einen Lavasioth.	Zeit abgelaufen3-mal ohnmächtig geworden
01393	Uragaaanz schwindelig	Erjage einen Uragaan.	Zeit abgelaufen3-mal ohnmächtig geworden
01394	Das Geheimnis liegt im Schleim	Fange einen Brachydios.	Zeit abgelaufen3-mal ohnmächtig gewordenBrachydios getötet
01395	Festival der Explosionen!	Erjage alle Zielmonster.	Zeit abgelaufen3-mal ohnmächtig geworden
01401	Wenn der Nebel dich verschlingt	Erjage einen Schneesturm-Legiana.	Zeit abgelaufen3-mal ohnmächtig geworden
01402	Die zerfallende Klinge	Erjage einen Säure-Glavenus.	Zeit abgelaufen3-mal ohnmächtig geworden
01403	Schlechte Freunde, gute Feinde	Erjage einen Vulkan-Odogaron.	Zeit abgelaufen3-mal ohnmächtig geworden
