Pendant ID	Pendant Code	Pendant Name	Model
53	CHARM_053_NAME	Gold-Blau-Meistersymbol	charm005
54	CHARM_054_NAME	Bronze-Meistersymbol	charm005
55	CHARM_055_NAME	Eisblau-Meistersymbol	charm005
56	CHARM_056_NAME	Violett-Meistersymbol	charm005
57	CHARM_057_NAME	Obsidian-Meistersymbol	charm005
58	CHARM_058_NAME	Rathalos-Meistersymbol (rot)	charm005
59	CHARM_059_NAME	Rathian-Meistersymbol (grün)	charm005
60	CHARM_060_NAME	Rathian-Meistersymbol (rosa)	charm005
61	CHARM_061_NAME	Flor-Bouquet (klassisch)	charm006
62	CHARM_062_NAME	Leidenschaftsornament (Mango)	charm007
63	CHARM_063_NAME	Blitz-Fledermaus (rot)	charm008
64	CHARM_064_NAME	Glückstiger (karmesin)	charm009
65	CHARM_065_NAME	Astralornament (himmelblau)	charm010
66	CHARM_066_NAME	Rajang-Klauen	charm011
67	CHARM_067_NAME	Zorniger-Rajang-Hörner	charm012
68	CHARM_068_NAME	Höllen-Zinogre-Klauen	charm013
69	CHARM_069_NAME	Safi'Jiiva-Klauen	charm014
70	CHARM_070_NAME	Wütiger-Brachydios-Klaue	charm015
71	CHARM_071_NAME	Alatreon-Scherbe	charm016
72	CHARM_072_NAME	Goldene-Rathian-Klauen	charm017
73	CHARM_073_NAME	Silberner-Rathalos-Klauen	charm018
74	DUMMY000000	Unavailable	charm001
75	DUMMY000001	Unavailable	charm001
76	DUMMY000002	Unavailable	charm001
77	DUMMY000003	Unavailable	charm001
78	DUMMY000004	Unavailable	charm001
79	DUMMY000005	Unavailable	charm001
80	DUMMY000006	Unavailable	charm001
81	CHARM_081_NAME	Kampfgehärteter-Velkhana-Scherbe	charm026
82	CHARM_082_NAME	Kampfgehärteter-Namielle-Scherbe	charm027
83	DUMMY000007	Unavailable	charm001
84	DUMMY000008	Unavailable	charm001
85	CHARM_085_NAME	Fatalis-Legendärsymbol	charm030
86	CHARM_086_NAME	Azurära-Windspiel	charm031
87	CHARM_087_NAME	HARDUMMY	charm032
88	CHARM_088_NAME	R.P.D.	charm033
89	CHARM_089_NAME	Umbrella	charm034
90	CHARM_090_NAME	Mauli (Glück)	charm035
91	CHARM_091_NAME	Mauli (Gesundheit)	charm036
92	CHARM_092_NAME	Mauli (Sicherheit)	charm037
93	CHARM_093_NAME	Mauli (Liebe)	charm038
94	CHARM_094_NAME	Mauli (Schutz)	charm039
95	CHARM_095_NAME	Mauli (Leidenschaft)	charm040
96	CHARM_096_NAME	Mauli (Friede)	charm041
97	CHARM_097_NAME	Felynen-Teddy (klassisch)	charm042
98	CHARM_098_NAME	HARDUMMY	charm044
99	CHARM_099_NAME	HARDUMMY	charm045
100	CHARM_100_NAME	HARDUMMY	charm043
101	CHARM_101_NAME	Flor-Bouquet (pink)	charm006
102	CHARM_102_NAME	Flor-Bouquet (zitrus)	charm006
103	CHARM_103_NAME	Flor-Bouquet (rot)	charm006
104	CHARM_104_NAME	Flor-Bouquet (blau)	charm006
105	CHARM_105_NAME	Leidenschaftsornament (Mahonie)	charm007
106	CHARM_106_NAME	Leidenschaftsornament (Pitaya)	charm007
107	CHARM_107_NAME	Leidenschaftsornament (Orange)	charm007
108	CHARM_108_NAME	Leidenschaftsornament (Litschi)	charm007
109	CHARM_109_NAME	Blitz-Fledermaus (orange)	charm008
110	CHARM_110_NAME	Blitz-Fledermaus (gelbgrün)	charm008
111	CHARM_111_NAME	Blitz-Fledermaus (blau)	charm008
112	CHARM_112_NAME	Blitz-Fledermaus (rosa)	charm008
113	CHARM_113_NAME	Glückstiger (pfirsisch)	charm009
114	CHARM_114_NAME	Glückstiger (grün)	charm009
115	CHARM_115_NAME	Glückstiger (lila)	charm009
116	CHARM_116_NAME	Glückstiger (himmelblau)	charm009
117	CHARM_117_NAME	Astralornament (pfirsisch)	charm010
118	CHARM_118_NAME	Astralornament (rot)	charm010
119	CHARM_119_NAME	Astralornament (blau)	charm010
120	CHARM_120_NAME	Astralornament (grün)	charm010
121	CHARM_121_NAME	Frosthauer-Barioth-Klauen	charm046
122	CHARM_122_NAME	Flor-Bouquet (grün)	charm006
123	CHARM_123_NAME	Flor-Bouquet (lila)	charm006
124	CHARM_124_NAME	Leidenschaftsornament (Guave)	charm007
125	CHARM_125_NAME	Leidenschaftsornament (Zitrone)	charm007
126	CHARM_126_NAME	Blitz-Fledermaus (gelb)	charm008
127	CHARM_127_NAME	Blitz-Fledermaus (weiß)	charm008
128	CHARM_128_NAME	Glückstiger (dunkelgrün)	charm009
129	CHARM_129_NAME	Glückstiger (orange)	charm009
130	CHARM_130_NAME	Astralornament (lila)	charm010
131	CHARM_131_NAME	Astralornament (onyx)	charm010
132	CHARM_132_NAME	Tofu	charm047
133	CHARM_133_NAME	Heilsschleier (rot)	charm048
134	CHARM_134_NAME	Unheilsschleier (rot)	charm049
135	CHARM_135_NAME	Felynen-Teddy (weiß)	charm042
136	CHARM_136_NAME	Melynx-Teddy (klassisch)	charm053
137	CHARM_137_NAME	Felynen-Teddy (rosa)	charm042
138	CHARM_138_NAME	Felynen-Teddy (lila)	charm042
139	CHARM_139_NAME	Felynen-Teddy (blaugrün)	charm042
140	CHARM_140_NAME	Felynen-Teddy (orange)	charm042
141	CHARM_141_NAME	Heilsschleier (grün)	charm048
142	CHARM_142_NAME	Heilsschleier (blau)	charm048
143	CHARM_143_NAME	Heilsschleier (himmelblau)	charm048
144	CHARM_144_NAME	Heilsschleier (lila)	charm048
145	CHARM_145_NAME	Heilsschleier (orange)	charm048
146	CHARM_146_NAME	Heilsschleier (rosa)	charm048
147	CHARM_147_NAME	Unheilsschleier (grün)	charm049
148	CHARM_148_NAME	Unheilsschleier (blau)	charm049
149	CHARM_149_NAME	Unheilsschleier (himmelblau)	charm049
150	CHARM_150_NAME	Unheilsschleier (lila)	charm049
151	CHARM_151_NAME	Unheilsschleier (orange)	charm049
152	CHARM_152_NAME	Unheilsschleier (rosa)	charm049
153	CHARM_153_NAME	Häkel-Pukei	charm052
154	CHARM_154_NAME	Häkel-Korallen-Pukei	charm056
155	CHARM_155_NAME	Häkel-Paolumu	charm050
156	CHARM_156_NAME	Häkel-Nachtschatten-Paolumu	charm054
157	CHARM_157_NAME	Häkel-Rajang	charm055
158	CHARM_158_NAME	Häkel-Zorniger-Rajang	charm051
159	CHARM_159_NAME	Qualle	charm057
160	CHARM_160_NAME	Roter Ballon	charm058
161	CHARM_161_NAME	Roter & weißer Ballon	charm058
162	CHARM_162_NAME	Regenbogen-Ballons	charm058
163	CHARM_163_NAME	Quallen	charm057
164	CHARM_164_NAME	Einsamer-Stern-Amulett	charm069
165	CHARM_165_NAME	Kulve-Goldanhänger	charm059
166	CHARM_166_NAME	Kjárr-Goldanhänger	charm060
167	CHARM_167_NAME	Kulve-Smaragdherz	charm061
168	CHARM_168_NAME	Kulve-Rubinherz	charm061
169	CHARM_169_NAME	Kulve-Kristallherz	charm061
170	CHARM_170_NAME	Kulve-Topasherz	charm062
171	CHARM_171_NAME	Kulve-Saphirherz	charm062
172	CHARM_172_NAME	Kulve-Turmalinherz	charm062
173	CHARM_173_NAME	Engelspoogie	charm065
174	CHARM_174_NAME	Teufelspoogie	charm066
175	CHARM_175_NAME	Himmlischer Drache (Gold)	charm067
176	CHARM_176_NAME	Himmlischer Drache (Silber)	charm068
177	CHARM_177_NAME	Miauskuläres Pfo-tein	charm070
178	CHARM_178_NAME	Phantom-Schmetterling (blau)	charm071
179	CHARM_179_NAME	Phantom-Schmetterling (gelb)	charm071
180	CHARM_180_NAME	Phantom-Schmetterling (magenta)	charm071
181	CHARM_181_NAME	Goldene Taschenuhr	charm075
182	CHARM_182_NAME	Silberne Taschenuhr	charm076
183	CHARM_183_NAME	Super-8 Mini (Spieler 1)	charm064
184	CHARM_184_NAME	Super-8 Mini (Spieler 2)	charm063
185	CHARM_185_NAME	Turmalin-Kristallmesser	charm078
186	CHARM_186_NAME	Aragonit-Kristallmesser	charm078
187	CHARM_187_NAME	Aquamarin-Kristallmesser	charm078
188	CHARM_188_NAME	Fulgurkäfer	charm073
189	CHARM_189_NAME	Dracophag-Käfer	charm074
190	CHARM_190_NAME	Velkhana-Schneetalisman	charm080
191	CHARM_191_NAME	Flammende Glavenus-Kerze	charm077
192	CHARM_192_NAME	Gummi-Kulu	charm079
193	DUMMY000009	Unavailable	charm001
194	CHARM_194_NAME	Rettergilden-Kristall	charm081
195	CHARM_195_NAME	Leitverbindungs-Kristall	charm082
196	CHARM_196_NAME	HARDUMMY	charm083
