Skill ID	Skill Code	Skill Name	Skill Desc
167	PT_WITCHER_SKILL_PT	Hexerwissen	Unavailable
168	PT_ANNIVERSARY_SKILL_PT	Astera-Segen	Unavailable
169	PT_ZINOGRE_SKILL_PT	Zinogre-Essenz	Unavailable
170	PT_TIGREX_SKILL_PT	Tigrex-Essenz	Unavailable
171	PT_NARGACUGA_SKILL_PT	Nargacuga-Essenz	Unavailable
172	PT_BRACCHIDIOS_SKILL_PT	Brachydios-Essenz	Unavailable
173	PT_DINOVALDE_SKILL_PT	Glavenus-Essenz	Unavailable
174	PT_SILVER_SKILL_PT	Silberner-Rathalos-Essenz	Unavailable
175	PT_GOLD_SKILL_PT	Goldene-Rathian-Essenz	Unavailable
176	PT_EARTH_SKILL_PT	Shara-Ishvalda-Göttlichkeit	Unavailable
177	PT_NERO_SKILL_PT	Namielle-Göttlichkeit	Unavailable
178	PT_HIVER_SKILL_PT	Velkhana-Göttlichkeit	Unavailable
179	PT_UNDECIDED1_SKILL_PT	Uralte Göttlichkeit	Unavailable
180	PT_UNDECIDED2_SKILL_PT	Kommissionsalchemie	Unavailable
181	PT_UNDECIDED3_SKILL_PT	Ausbilderführung	Unavailable
182	PT_UNDECIDED4_SKILL_PT	Anjanath-Dominanz	Unavailable
183	PT_UNDECIDED5_SKILL_PT	Rathian-Essenz	Unavailable
184	PT_GUST_SKILL_PT	Provozierer	Erhöht die beim Angreifen einesMonsters erweckte Aufmerksamkeit.
185	PT_KNIGHT_SKILL_PT	Offensive Abwehr	Erhöht nach dem Ausführeneiner perfekt getimten Abwehrvorübergehend die Angriffskraft.
186	PT_DISASTER_SKILL_PT	Verschmelzung	Verbessert nach der Erholungvon Pest und anomalen Status-Effekten vorübergehend Angriffe.
187	PT_EXDODGE_SKILL_PT	Sichere Landung	Verkürzt die Erholungszeit von schwerenAngriffen, durch die du zurückgerworfenwurdest, wenn deine Waffe gezogen ist.
188	PT_EX06_SKILL_PT	Geheime Barioth-Kunst	Unavailable
189	PT_EX07_SKILL_PT	Rathalos-Essenz	Unavailable
190	PT_EX08_SKILL_PT	Diablos-Ehrgeiz	Unavailable
191	PT_EX09_SKILL_PT	Legiana-Ehrgeiz	Unavailable
192	PT_EX10_SKILL_PT	Odogaron-Essenz	Unavailable
193	PT_EX11_SKILL_PT	Uragaan-Ehrgeiz	Unavailable
194	PT_EX12_SKILL_PT	Bazelgeuse-Ehrgeiz	Unavailable
195	PT_EX13_SKILL_PT	Dämonjho-Essenz	Unavailable
196	PT_EX14_SKILL_PT	Vaal-Seelenader	Unavailable
197	DUMMY000108	Unavailable	Unavailable
198	DUMMY000111	Unavailable	Unavailable
199	PT_EX17_SKILL_PT	Kirin-Göttlichkeit	Unavailable
200	PT_EX18_SKILL_PT	Gildenstolz	Unavailable
201	PT_EX19_SKILL_PT	Zorah-Magdaros-Essenz	Unavailable
202	PT_EX20_SKILL_PT	Lunastra-Essenz	Unavailable
203	PT_EX21_SKILL_PT	Nergigante-Ehrgeiz	Unavailable
204	DUMMY000119	Unavailable	Unavailable
205	PT_DONKI_SKILL_PT	Prügler	Erhöht Angriff bei Schärfeverlust.Verstärkt Nahkampfangriffe von Distanz-waffen und die Chance, Ziele zu betäuben.
206	PT_STAMINA_PINCH_SKILL_PT	Adrenalin	Reduziert die Ausdauerabnahmevorübergehend, wenn die Gesund-heit bei 40% oder weniger liegt.
207	PT_COLD_RES_SKILL_PT	Kälteschutz	Negiert die Wirkung vonkaltem Wetter.
208	PT_EX22_SKILL_PT	Rajangs Rage	Unavailable
209	PT_HORIZON_SKILL_PT	Energiezelle	Unavailable
210	PT_RE_SKILL_PT	Überlebender	Unavailable
211	PT_MUFET_SKILL_PT	Safi'jiiva-Siegel	Unavailable
212	PT_WINTER_SKILL_PT	Lunar-Dankbarkeit	Unavailable
213	PT_ANNIVERSARY_S_SKILL_PT	Astral-Dankbarkeit	Unavailable
214	PT_SPRING_SKILL_PT	Flor-Segen	Unavailable
215	PT_SUMMER_SKILL_PT	Lebensfreude-Segen	Unavailable
216	PT_AUTUMN_SKILL_PT	Spuk-Segen	Unavailable
217	PT_EX23_SKILL_PT	Rajang-Wille	Unavailable
218	PT_EX24_SKILL_PT	Brachydios-Wille	Unavailable
219	PT_EX25_SKILL_PT	Kulve-Taroth-Essenz	Unavailable
220	PT_EX26_SKILL_PT	Frosthauer-Absolutkunst	Unavailable
221	PT_EX27_SKILL_PT	Alatreon-Göttlichkeit	Unavailable
222	PT_EX28_SKILL_PT	Fatalis-Legende	Unavailable
223	PT_CLAW_SKILL_PT	Klammerklauen-Boost	Klammerklauen-Waffenangriffe verwundenMonster leichter und erhöhen die Chance,dass Schleudermunition hinterlassen wird.
224	PT_EX29_SKILL_PT	Neue Welt	Unavailable
225	DUMMY000138	Unavailable	Unavailable
