Insect ID	Insect Code	Insect Name	Model
34	ROD_INSECT_034_NAME	Destructoptère II	mus014
35	ROD_INSECT_035_NAME	Destructoptère III	mus014
36	ROD_INSECT_036_NAME	Scarnagabée	mus015
37	ROD_INSECT_037_NAME	Scarnagabée II	mus015
38	ROD_INSECT_038_NAME	Scarnagabée III	mus015
39	ROD_INSECT_039_NAME	Artillollidé	mus016
40	ROD_INSECT_040_NAME	Artillollidé II	mus016
41	ROD_INSECT_041_NAME	Artillollidé III	mus016
42	ROD_INSECT_042_NAME	Coccitarge	mus017
43	ROD_INSECT_043_NAME	Coccitarge II	mus017
44	ROD_INSECT_044_NAME	Coccitarge III	mus017
45	ROD_INSECT_045_NAME	Prothoccinelle	mus018
46	ROD_INSECT_046_NAME	Prothoccinelle II	mus018
47	ROD_INSECT_047_NAME	Prothoccinelle III	mus018
48	ROD_INSECT_048_NAME	Arkmaiden	mus019
49	ROD_INSECT_049_NAME	Arkmaiden II	mus019
50	ROD_INSECT_050_NAME	Arkmaiden III	mus019
51	ROD_INSECT_051_NAME	Gullshad	mus020
52	ROD_INSECT_052_NAME	Gullshad II	mus020
53	ROD_INSECT_053_NAME	Gullshad III	mus020
54	ROD_INSECT_054_NAME	Suairophage	mus021
55	ROD_INSECT_055_NAME	Suairophage II	mus021
56	ROD_INSECT_056_NAME	Suairophage III	mus021
57	ROD_INSECT_057_NAME	Aéropoda	mus022
58	ROD_INSECT_058_NAME	Aéropoda II	mus022
59	ROD_INSECT_059_NAME	Aéropoda III	mus022
60	ROD_INSECT_190_NAME	Âme de dragon	mus023
61	ROD_INSECT_191_NAME	Âme de dragon pure	mus023
62	ROD_INSECT_060_NAME	Vezirstag I Velox	mus024
63	ROD_INSECT_061_NAME	Vezirstag II Velox	mus024
64	ROD_INSECT_062_NAME	Vezirstag III Velox	mus024
65	ROD_INSECT_063_NAME	Vezirstag I Forz	mus024
66	ROD_INSECT_064_NAME	Vezirstag II Forz	mus024
67	ROD_INSECT_065_NAME	Vezirstag III Forz	mus024
68	ROD_INSECT_066_NAME	Bilbobrix I Velox	mus025
69	ROD_INSECT_067_NAME	Bilbobrix II Velox	mus025
70	ROD_INSECT_068_NAME	Bilbobrix III Velox	mus025
71	ROD_INSECT_069_NAME	Bilbobrix I Forz	mus025
72	ROD_INSECT_070_NAME	Bilbobrix II Forz	mus025
73	ROD_INSECT_071_NAME	Bilbobrix III Forz	mus025
74	ROD_INSECT_072_NAME	Foliacath I Medis	mus026
75	ROD_INSECT_073_NAME	Foliacath II Medis	mus026
76	ROD_INSECT_074_NAME	Foliacath III Medis	mus026
77	ROD_INSECT_075_NAME	Foliacath I Forz	mus026
78	ROD_INSECT_076_NAME	Foliacath II Forz	mus026
79	ROD_INSECT_077_NAME	Foliacath III Forz	mus026
80	ROD_INSECT_078_NAME	Elscarad I	mus002
81	ROD_INSECT_079_NAME	Elscarad II	mus002
82	ROD_INSECT_080_NAME	Elscarad III	mus002
83	ROD_INSECT_081_NAME	Lumiscarab I Velox	mus027
84	ROD_INSECT_082_NAME	Lumiscarab II Velox	mus027
85	ROD_INSECT_083_NAME	Lumiscarab III Velox	mus027
86	ROD_INSECT_084_NAME	Lumiscarab I Medis	mus027
87	ROD_INSECT_085_NAME	Lumiscarab II Medis	mus027
88	ROD_INSECT_086_NAME	Lumiscarab III Medis	mus027
89	ROD_INSECT_087_NAME	Coccitour I Forz	mus028
90	ROD_INSECT_088_NAME	Coccitour II Forz	mus028
91	ROD_INSECT_089_NAME	Coccitour III Forz	mus028
92	ROD_INSECT_090_NAME	Coccitour I Velox	mus028
93	ROD_INSECT_091_NAME	Coccitour II Velox	mus028
94	ROD_INSECT_092_NAME	Coccitour III Velox	mus028
95	ROD_INSECT_093_NAME	Bravaile I Forz	mus029
96	ROD_INSECT_094_NAME	Bravaile II Forz	mus029
97	ROD_INSECT_095_NAME	Bravaile III Forz	mus029
98	ROD_INSECT_096_NAME	Bravaile I Medis	mus029
99	ROD_INSECT_097_NAME	Bravaile II Medis	mus029
100	ROD_INSECT_098_NAME	Bravaile III Medis	mus029
101	ROD_INSECT_099_NAME	Arginesse I	mus013
102	ROD_INSECT_100_NAME	Arginesse II	mus013
103	ROD_INSECT_101_NAME	Arginesse III	mus013
104	ROD_INSECT_192_NAME	Âme de dragon nexus	mus023
