NPC Code	NPC Name	Model Address
N307_NPC_NAME	Felyne gardien	npc307
N701_NPC_NAME	Grande Miaîtresse Cuistot	npc701
N702_NPC_NAME	Gérant Bazar de Seliana	npc702
N703_NPC_NAME	Alchimiste de Seliana	npc703
N704_NPC_NAME	Marin de Seliana	npc704
N706_NPC_NAME	Armurière de Seliana	npc706
N707_NPC_NAME	Chambellan	npc707
N708_NPC_NAME	Hôtesse d'accueil	npc708
N709_NPC_NAME	Réceptionniste de l'Arène	npc709
N710_NPC_NAME	Réceptionniste de la Grand-Salle	npc710
N711_NPC_NAME	Gérante du Bazar	npc711
N712_NPC_NAME	Wyvérien de la toundra	npc712
N713_NPC_NAME	Intendante de la Grand-Salle	npc713
N714_NPC_NAME	Premier maître	npc714
N715_NPC_NAME	Chambellan	npc715
N730_NPC_NAME	Felyne serviable	npc730
N731_NPC_NAME	Felyne fouine	npc731
N732_NPC_NAME	Fouineur de la Cinquième	npc732
N741_NPC_NAME	Ambitieux de la Quatrième	npc741
N743_NPC_NAME	Sérieuse de la Cinquième	npc743
N749_NPC_NAME	Biologiste studieux	npc749
N754_NPC_NAME	Chasseur triomphant	npc754
N755_NPC_NAME	Serviteur Felyne	npc755
N756_NPC_NAME	Serveur Felyne	npc756
N757_NPC_NAME	Fan de fusarbalète	npc757
N758_NPC_NAME	Membre de la Commission	npc758
N759_NPC_NAME	Nymphe aux pieds nues	npc759
N760_NPC_NAME	Accroc au bain	npc760
N761_NPC_NAME	Bimbo au cœur léger	npc761
N762_NPC_NAME	Baigneur serein	npc762
N763_NPC_NAME	Fou de sauna	npc763
N764_NPC_NAME	Motivé de la Quatrième	npc764
N765_NPC_NAME	Curieux de la Cinquième	npc765
N766_NPC_NAME	Stressée de la Quatrième	npc766
N767_NPC_NAME	Zélée de la Cinquième	npc767
N781_NPC_NAME	Jeune forgeron	npc781
N782_NPC_NAME	Sous-chef écologiste	npc782
N785_NPC_NAME	Général	npc785
N786_NPC_NAME	Subordonné	npc786
N787_NPC_NAME	Subordonnée	npc787
N792_NPC_NAME	Vendeur de la Forge	npc792
N793_NPC_NAME	Ressources 3e flotte	npc793
N788_NPC_NAME	Artemis	npc788
HUNTER_00_NAME	Chasseur nouveau	
HUNTER_01_NAME	Chasseur novice	
HUNTER_02_NAME	Chasseur en herbe	
HUNTER_03_NAME	Chasseur en formation	
HUNTER_04_NAME	Chasseur ordinaire	
HUNTER_05_NAME	Chasseur irréprochable	
HUNTER_06_NAME	Chasseur sérieux	
HUNTER_07_NAME	Chasseur enthousiaste	
HUNTER_08_NAME	Chasseur vétéran	
HUNTER_09_NAME	Chasseur d'élite	
HUNTER_10_NAME	Chasseur errant	
HUNTER_11_NAME	Chasseur solitaire	
OTOMO_00_NAME	Andrew	
OTOMO_01_NAME	Ashley	
OTOMO_02_NAME	Bergamote	
OTOMO_03_NAME	Cajoline	
OTOMO_04_NAME	Cammy	
OTOMO_05_NAME	Cannelle	
OTOMO_06_NAME	Caramel	
OTOMO_07_NAME	Chataîgne	
OTOMO_08_NAME	Chocolat	
OTOMO_09_NAME	Citron	
OTOMO_10_NAME	Clafoutis	
OTOMO_11_NAME	David	
OTOMO_12_NAME	Dorami	
OTOMO_13_NAME	Duchesse	
OTOMO_14_NAME	Evanko	
OTOMO_15_NAME	Framboise	
OTOMO_16_NAME	Fran	
OTOMO_17_NAME	Graham	
OTOMO_18_NAME	Guimauve	
OTOMO_19_NAME	Ibuki	
OTOMO_20_NAME	Jasmine	
OTOMO_21_NAME	Luna	
OTOMO_22_NAME	Macaron	
OTOMO_23_NAME	Marco	
OTOMO_24_NAME	Marie	
OTOMO_25_NAME	Maya	
OTOMO_26_NAME	Mirabelle	
OTOMO_27_NAME	Myrtille	
OTOMO_28_NAME	Napoléon	
OTOMO_29_NAME	Natasha	
OTOMO_30_NAME	Oscar	
OTOMO_31_NAME	Pistache	
OTOMO_32_NAME	Princesse	
OTOMO_33_NAME	Sakura	
OTOMO_34_NAME	Sora	
OTOMO_35_NAME	Stefano	
OTOMO_36_NAME	Tigrou	
OTOMO_37_NAME	Ugo	
OTOMO_38_NAME	Vanille	
OTOMO_39_NAME	Wesker	
