Gallery ID	Gallery Name	Gallery Desc
EVC0011	Le gracieux Tobi-Kadachi	À la vue des plumes flottant dans l'air, <LSNR {le chasseur} {la chasseuse}> lèveles yeux et aperçoit une bête perchée dans les arbres.
EVC0012	Anjanath, le berserker	<LSNR {Le chasseur} {La chasseuse}> entreprend une mission risquée :attirer l'agressif Anjanath dans un piège.
EVC0013	L'opération de capture	La Commission a un plan pour capturer le Zorah Magdaros.La lumière sera-t-elle faite sur la Traversée des anciens ?
EVC0014	Le résultat final	Un nouveau monstre vient entraver l'opération. <LSNR {Le chasseur} {La chasseuse}> mobilisetoutes ses forces pour tenter de le repousser. L'opération réussira-t-elle ?
EVC0015	Au-delà du Grand ravin	Suivant la trace du Zorah Magdaros, <LSNR {le chasseur} {la chasseuse}> et son Assistantetraversent le ravin et découvrent un environnement incroyable.
EVC0060	Une défense éblouissante	Un groupe de Shamos encercle un Tzitzi-Ya-Ku pour l'attaquerquand soudain, la zone se retrouve baignée de lumière.
EVC0061	La wyverne flottante	Traquant une étrange créature flottante, <LSNR {le chasseur} {la chasseuse}> la perdde vue mais se retrouve nez à nez avec elle peu après.
EVC0016	Vers le Val putride	Équipé de nouveaux ballons, le Poste de recherche emprunteun courant aérien spécial. Destination : le Val putride.
EVC0062	Une nouvelle alliée	Après avoir exploré le Val putride, <LSNR {le chasseur} {la chasseuse}> et son Assistanteretournent au camp où ils rencontrent la Grande traqueuse.
EVC0017	Le mastodonte osseux	L'enquête <LSNR {du chasseur} {de la chasseuse}> est interrompue.La terre tremble et un monstre aux os acérés surgit de nulle part.
EVC0018	L'élégant chasseur volant	L'équipe compte prendre le dirigeable pour retrouver la tracedu Zorah dans le val, mais le Legiana l'en empêche.
EVC0019	Troubles dans le val	Sur les traces du Zorah Magdaros, le duo est attaquépar un Odogaron qui s'en prend à l'Assistante...
EVC0020	Les réponses du val	Les partenaires retrouvent la Grande traqueuse qui les aideà lever le voile sur le secret de la Traversée des anciens.
EVC0021	Rencontre au sommet	Les deux partenaires grimpent sur un arbre millénaire pour trouverl'Ancien Wyvérien, mais <LSNR {ils sont accueillis} {elles sont accueillies}> par un Rathalos, le roi des cieux.
EVC0022	Rage sous le sable	Un conflit territorial entre un Noios et un Barroth tourneau drame quand jaillit du sable un diable à cornes.
EVC0023	Le tout pour le tout	L'opération visant à attirer le Zorah Magdarosvers le large s'apprête à commencer.
EVC0024	Le cycle continue	L'opération de la Commission est un succès. Triomphants,ses membres regardent le Zorah Magdaros se diriger vers le large.
EVC0025	La reine d'une terre étrange	Les partenaires se rendent sur le Plateau de corail pourtrouver l'origine des empreintes. Que vont-ils découvrir ?
EVC0034	Le retour de l'Amiral	Une sous-espèce a été découverte dans le Nouveau Monde.Les recherches battent leur plein quand l'Amiral arrive.
EVC0026	La Terre des anciens	Menés par l'Amiral, <LSNR {le chasseur} {la chasseuse}> et son Assistante s'aventurentdans une zone aux gigantesques cristaux scintillants.
EVC0063	Le dévoreur de cristaux	Dans une grotte scintillante, un Dodogama dévore des cristaux.Encore affamé, il se tourne vers <LSNR {le chasseur} {la chasseuse}>.
EVC0027	La flèche noire	<LSNR {Le chasseur} {La chasseuse}> affronte enfin le dévoreurde dragons anciens, le redoutable Nergigante.
EVC0028	Énigme après énigme	<LSNR {Le chasseur} {La chasseuse}> sort vainqueur de son combat contrele Nergigante, mais il reste encore des mystères à résoudre.
EVC0064	La wyverne de magma	Dans les profondeurs d'une grotte de lave, la tension montealors que le sol sous <LSNR {le chasseur} {la chasseuse}> se met à trembler.
EVC0065	Coup de tonnerre	Une gigantesque roue de pierre traverse la Terre des anciens,répandant des roches en fusion sur son passage...
EVC0029	Vaal Hazak, faucheur de l'ombre	Des Girros abandonnent leur festin pour s'intéresser <LSNR {au chasseur} {à la chasseuse}>,ignorant tout de ce qui grouille sous les carcasses.
EVC0030	Kushala Daora, dragon d'acier	<LSNR {Le chasseur, émerveillé} {La chasseuse, émerveillée}> par la forteresse de cristal,est soudainement <LSNR {tiré} {tirée}> de sa stupeur par un tourbillon.
EVC0031	Teostra, roi des flammes	<LSNR {Le chasseur} {La chasseuse}> se fraye un chemin dans le tunnel delave et survit à une explosion de flammes pour trouver...
EVC0032	Là où tout converge	Le groupe arrive à l'embouchure de la Rivière éternelle,où se trouve une créature inconnue dans son cocon...
EVC0033	Mission accomplie	Après avoir éradiqué le monstre inconnu, <LSNR {le chasseur} {la chasseuse}>quitte les lieux avant que les galeries ne s'effondrent.
EVC0035	Dénouement	Après tant d'années, le mystère de la Traversée des anciensest enfin résolu. La Guilde fait parvenir un message...
EVC0036	Les nouvelles terres	Même si un mystère est résolu, les chasseurs continuentleur périple vers les confins du Nouveau Monde.
EVC0066	Le colosse volcanique	Un immense dragon ancien se traîne vers sa destination,tel un volcan en éruption faisant trembler la terre à chaque pas.
EVC0067	L'empereur des dragons anciens	Une nouvelle créature est née. Animée par les énergiespuisées dans la Rivière éternelle, elle pousse un cri terrifiant.
EVC0068	La fin des terres	Le Val putride : une terre retorse jonchée de carcasses etsaturée d'une vapeur toxique qui ronge quiconque s'y aventure.
EVC0070	Deviljho, l'insatiable	La Forêt ancienne a été interdite d'accès.Mais un affreux cauchemar attend notre Assistante !
EVC0071	L'impératrice loyale	Le Nergigante apparaît devant le Teostra blessé.Les deux dragons anciens s'apprêtent à livrercombat lorsque l'impératrice surgit.
EVC0072	Ruée vers l'or	La lumière pénètre dans une grotte, révélant une créaturemonstrueuse aussi grande qu'une montagne dorée.
EVC0074	Le visiteur d'Éorzéa	À la poursuite d'un pampa fulgurant, <LSNR {notre chasseur} {notre chasseuse}>tombe sur un cristal bleu mystérieux, un Kulu-Ya-Ku,et une drôle de créature à fourrure !
EVC0075	L'arrivée de la bête	Un météore gigantesque s'écrase, provoquant flammeset désolation. <LSNR {Notre chasseur} {Notre chasseuse}> se précipite surle lieu du désastre, mais une bête inconnue l'attend...
EVC0078	Geralt de Riv	Arrivé dans le Nouveau Monde, le sorceleurGeralt est chargé par la Commissiond'enquêter sur un phénomène mystérieux.
EVC0079	Créature d'un autre monde	Les incidents étranges dans la Forêtancienne sont l'œuvre d'un leshen, une créature contrôlant tout dans son domaine.
EVC0080	Il est venu via un portail	Arrivé dans la Forêt ancienne, un vieuxleshen décide aussitôt de contrôler lameute de Jagras vivant sur le territoire.
EVC0081	Fin : Mystère résolu !	Geralt a vaincu le leshen. Il quitte Asteraen vous laissant une Pierre runique Chasseur.Mais un mystère demeure...
EVC0082	Fin : Le cadeau du chef	Geralt a brisé la malédiction jetée surle chef. En remerciement, les Gajalakafont le spectacle.
EVC0083	Fin : Un nouvel ami	Le leshen vaincu, alors que Geralts'apprête à quitter Astera, un Grimalkynemontant un Pukei-Pukei arrive avec un cadeau.
EVC0084	Fin : Quête complétée !	Après avoir sauvé le Chef Gajalaka etle Pukei-Pukei, Geralt retourne dans sonmonde à travers le portail du leshen.
EVC1000	Grondements	Le Chasseur et l'Assistante se dirigentvers la Forêt ancienne, où des témoinsdisent avoir vu un Legiana.
EVC1001	Départs et découvertes	La Commission prend en chassele Legiana à bord du dirigeable.Que trouveront-ils par-delà l'océan ?
EVC1040	Un monde en blanc	Lorsqu'<LSNR {ils} {elles}> posent le pied sur cettenouvelle terre, <LSNR {le Chasseur} {la Chasseuse}> et sonAssistante sont <LSNR {aveuglés} {aveuglées}> par la neige.
EVC1002	Une ombre dans les congères	La recherche d'une aire d'atterrissagecontinue quand une clairière prometteusedévoile d'étranges traces dans la neige.
EVC1003	Seliana	Le dirigeable se pose sur l'airesécurisée et le Commandant lancela construction d'une nouvelle base.
EVC1004	La terre des glaces éternelles	Une terre vierge, couverte de glacedepuis des siècles. Qu'y découvrira<LSNR {le Chasseur} {la Chasseuse}> ?
EVC1005	La fureur de Banbaro	En cherchant à sécuriser une route dansle Givre éternel, les deux <LSNR {explorateurs} {exploratrices}>se heurtent à des arbres déracinés.
EVC1006	Seliana à pleine vapeur	L'arrivée du convoi donne un nouveausouffle à la construction de Seliana, etle chef d'équipe donne ses instructions.
EVC1007	La vipère tapie	Le duo retrouve la Grande traqueuse dansles Terres perdues, mais un Tobi-Kadachivipère est tapi dans l'ombre.
EVC1008	Un navire figé dans le temps	La découverte d'une épave soulève desquestions. Quand et pourquoi l'appareilest-il arrivé sur ces terres ?
EVC1009	En proie au sommeil	Le sommeil s'empare du chasseur dèsson arrivée au Désert des termitespour étudier une nouvelle sous-espèce...
EVC1010	Un torrent de troubles	Les Shamos encerclent le Pukei-Pukeicorail, furieux de cette intrusion, maisle nouveau venu n'y prête pas garde.
EVC1011	La bête derrière le blizzard	<LSNR {Le Chasseur} {La Chasseuse}> part chercher la Grandetraqueuse et l'Assistante dans le Givreéternel, et voit des drakes ailés gelés.
EVC1012	La wyverne de glace	La Grande traqueuse et l'Assistanterelatent leur découverte quand un chantrésonne, porté par un fort blizzard.
EVC1013	L'ombre furtive	Explorer la Forêt ancienne mène le<LSNR {le Chasseur} {la Chasseuse}> dans un piège de Nargacuga,quand un Rathalos fait son entrée...
EVC1014	La lame née du combat	Le Rathian part soigner ses plaies,mais un adversaire plus féroceencore se glisse derrière <LSNR {le Chasseur} {la Chasseuse}>.
EVC1015	La résistance des vivants	<LSNR {Le Chasseur} {La Chasseuse}> et son Assistanteretournent à Astera pour y trouverun énorme Anjanath gelé.
EVC1016	Orage dans le canyon	Un Radobaan croise la route d'unféroce Tigrex, mais le rapport de forceentre les deux espèces est vite établi.
EVC1017	Menace visqueuse	Des parcelles de terre brûlée dansla Terre des anciens mènent <LSNR {le Chasseur} {la Chasseuse}>à un Brachydios, recouvert de bave verte.
EVC1018	Pierre de lune	L'Assistante examine le fragment de luneque lui a donné son grand-père.Quel secret renferme-t-il ?
EVC1019	Zéro absolu	Le Velkhana apparaît, couvert de glace,gelant la terre de son souffle et créantun blizzard à chaque battement d'aile.
EVC1020	Étreinte glacée	Le Velkhana tombe sous le coup <LSNR {du Chasseur} {de la Chasseuse}>,mais une étrange brume de froidlétal enveloppe le corps de la créature.
EVC1021	Piste froide	Le duo part pour le Givre éternel à lapoursuite du Velkhana, mais la Grandetraqueuse n'est toujours pas là...
EVC1022	Vœu héréditaire	Le duo sauve la Grande traqueuse.Elle se retrouve, plus jeune,dans les larmes de l'Assistante.
EVC1025	Un casse-tête corrosif	Une meute de Girros encercle un Glavenusacide, mais chacun des coups de sa queuetranchante les envoie valser.
EVC1026	Le choc des prédateurs	Un Odogaron rôdant dansle Plateau de corail vise <LSNR {le Chasseur} {la Chasseuse}>quand un cri retentit derrière eux.
EVC1027	Défense de Seliana	Parez les attaques du Velkhana jusqu'àce que le Tranche-dragon soit paré !Le sort de Seliana est entre vos mains !
EVC1028	Passage à l'offensive	Tandis que Seliana célèbre la déroute duVelkhana, le Chef d'équipe annoncela suite des événements.
EVC1029	Après la bataille	<LSNR {Le Chasseur} {La Chasseuse}> se rend au Givre éternelpour chasser le Velkhana. Quel sortle destin lui réserve-t-<LSNR {il} {elle}> ?
EVC1030	Catastrophes surnaturelles	Le Velkhana tombe, et avec lui le secret dela pierre. Mais la fête est interrompuepar la triste annonce du Voyageur.
EVC1031	Catastrophes annoncées	<LSNR {Le Chasseur} {La Chasseuse}> traque le Nergigante dansla Terre des anciens, suivi de près parune pluie d'explosifs rougeoyants.
EVC1032	Vaal Hazak fléau	Un étrange miasme s'installe dansla Forêt ancienne pendant la processionlugubre de Vaal Hazak.
EVC1033	La lueur des abysses	L'éclat d'ailes multicolores attirele regard <LSNR {du Chasseur} {de la Chasseuse}>, sitôt suivid'un courant torrentiel...
EVC1034	Avancer sans vaciller	Une équipe monte sur le dirigeable, maispas la Grande traqueuse, qui a pourtantjuré de trouver la vouivre immortelle.
EVC1035	La vouivre immortelle	Après la victoire difficile <LSNR {du Chasseur} {de la Chasseuse}>contre le Nergigante, un chant annoncela venue de la vouivre immortelle.
EVC1036	Force de la nature	<LSNR {Le Chasseur} {La Chasseuse}>, dominant le Shara Ishvaldavaincu, est rejoint par les autres, maisla nature leur réserve une surprise.
EVC1037	La lune et l'Étoile de saphir	La Commission revient sur le périplequi l'a menée de Legiana à la découvertede la vouivre immortelle.
EVC1038	Une quête sans fin	Les festivités nocturnes terminées,la Commission pense maintenantà son prochain contrat.
EVC1041	Cap sur le Fief glorieux	La traque du Nergigante mène le duo dansun berceau de vie du Nouveau Monde,où diverses espèces cohabitent.
EVC1042	Entre deux feux	Dans le Fief glorieux, <LSNR {le Chasseur} {la Chasseuse}>trouve un essaim de foudrinsectes,un Rathalos et une bête mortelle.
EVC1043	Chasse gardée	Quand un Yian Garuga protège sonterritoire d'un Deviljho affamé,<LSNR {le Chasseur} {la Chasseuse}> est <LSNR {pris} {prise}> entre deux feux.
EVC1044	Une puissance cachée	Guidé par les navicioles, l'Amiral explore le Fiefglorieux. Il arrive au pied d'un mur gigantesquequand soudain... Une menace terrifiante apparaît !
EVC1045	Le Rajang sans peur	Dans le biome volcanique du Fief glorieux,<LSNR {le chasseur} {la chasseuse}>trouve un Kirin ombrageux.Mais il y a une menace bien plus terrifiante...
EVC1046	Une nouvelle toundra	Le Chasseur découvre une nouvelle régiondans le Fief glorieux, ainsi de denouvelles traces étranges...
EVC1047	L'origine du mal	Menée par l'Amiral et le Voyageur, l'équipedécouvre que la créature derrière tous cesrécents événements n'est autre que...
EVC1048	La créature parfaite	La force maléfique fixe d'un regardpénétrant les minuscules créaturesqui se dressent devant elle.
EVC1052	Le retour du Safi'jiiva	La catastrophe sans nom est de retour.Désormais, le destin du monde est entreles mains de l'Étoile de saphir.
EVC1050	L'avatar de la Terre	La vouivre immortelle hurle au cœur dela Rivière éternelle. Sous son armure depierre, elle fait trembler la Terre.
EVC1056	Face à la destruction	La Commission affronte le symbole de ladestruction, l'Alatreon, un dragon capabled'invoquer la glace et le feu.
