Pendant ID	Pendant Code	Pendant Name	Model
170	CHARM_170_NAME	Cœur Kulve - topaze	charm062
171	CHARM_171_NAME	Cœur Kulve - saphir	charm062
172	CHARM_172_NAME	Cœur Kulve - quartz rose	charm062
173	CHARM_173_NAME	Porcelet angélique	charm065
174	CHARM_174_NAME	Cochon satanique	charm066
175	CHARM_175_NAME	Dragon divin - or	charm067
176	CHARM_176_NAME	Dragon divin - argent	charm068
177	CHARM_177_NAME	Casse-croûte miaousse	charm070
178	CHARM_178_NAME	Papillons enchantés - azur	charm071
179	CHARM_179_NAME	Papillons enchantés - jade	charm071
180	CHARM_180_NAME	Papillons enchantés - magenta	charm071
181	CHARM_181_NAME	Montre mécanique - or	charm075
182	CHARM_182_NAME	Montre mécanique - argent	charm076
183	CHARM_183_NAME	Mini Super-8 (joueur 1)	charm064
184	CHARM_184_NAME	Mini Super-8 (joueur 2)	charm063
185	CHARM_185_NAME	Dague de cristal - rubis	charm078
186	CHARM_186_NAME	Dague de cristal - ambre	charm078
187	CHARM_187_NAME	Dague de cristal - azur	charm078
188	CHARM_188_NAME	Fulgurinsectes	charm073
189	CHARM_189_NAME	Insectes dracophages	charm074
190	CHARM_190_NAME	Talisman - Velkhana	charm080
191	CHARM_191_NAME	Bougie Glavenus	charm077
192	CHARM_192_NAME	Jouet Kulu-Ya-Ku	charm079
193	DUMMY000009	Unavailable	charm001
194	CHARM_194_NAME	Cristal - sauveur	charm081
195	CHARM_195_NAME	Cristal - unité	charm082
196	CHARM_196_NAME	HARDUMMY	charm083
