Meal Code	Meal Name	Meal Effect
CatSkill022_CAT_SKILL	ネコの暴れ撃ち	弾のダメージがアップするが、射撃時のブレが増加する。
CatSkill023_CAT_SKILL	ネコのツタ登り達人	壁やツタにつかまり中の回避行動で消費するスタミナ量が減る。
G_CatSkill024_CAT_SKILL	ネコのはりつき鉄人	壁やツタにつかまり中に攻撃を受けてもある程度耐える。
CatSkill025_CAT_SKILL	ネコの解体の鉄人	剥ぎ取り中に攻撃を受けてものけぞらなくなる。
CatSkill026_CAT_SKILL	ネコの着地術	高いところから飛び降りても、地面に手をつかなくなる。
CatSkill027_CAT_SKILL	ネコのゴリ押し術	攻撃が弾かれて、すぐの攻撃は攻撃力が上昇していく。
CatSkill028_CAT_SKILL	ネコのおまけ術	力尽きても、食事効果が消えない。
CatSkill029_CAT_SKILL	ネコのＫＯ術	モンスターを気絶状態にしやすくなる。
CatSkill030_CAT_SKILL	招きネコの金運	クエストクリア時の報酬金が多くなる。
CatSkill031_CAT_SKILL	ネコの砲撃術	バリスタのダメージや徹甲榴弾の爆発、ガンランスの砲撃ダメージが上昇する。
CatSkill032_CAT_SKILL	ネコのド根性	一定以上体力がある時に、それを超えるダメージを受けても力尽きない（１回）
CatSkill033_CAT_SKILL	ネコのこやし玉達人	スリンガーこやし弾を当てたモンスターが逃げやすくなる。
CatSkill034_CAT_SKILL	ネコの毛づくろい上手	防御力DOWNの効果時間が半分になり、属性やられが早く治る。
CatSkill035_CAT_SKILL	ネコの長靴術	地形によるダメージや、やられを軽減、無効化する。
CatSkill036_CAT_SKILL	ネコの受け身術	ぶっ飛ばされた時に体勢を立て直す。
DUMMY000000	Unavailable	Unavailable
CatSkill038_CAT_SKILL	ネコのオトモ指導術	オトモの成長が早くなる。
CatSkill039_CAT_SKILL	ネコの短期催眠術	食事後、しばらくの間攻撃力と防御力がアップする。
CatSkill040_CAT_SKILL	ネコのふんばり術	尻もちをつかなくなる。
CatSkill041_CAT_SKILL	ネコの釣り上手	魚を釣りやすくなる。
CatSkill042_CAT_SKILL	ネコの休憩術	ジェスチャー「座る」を一定時間行うと、一時的に攻撃力が上がる。
CatSkill043_CAT_SKILL	ネコの報酬金保険	クエストメンバーの誰が力尽きても最初の１回のみカウントされない。
CatSkill044_CAT_SKILL	ネコの憎まれ上手	モンスターの注意を引きつけ、狙われやすくなる。
CatSkill045_CAT_SKILL	ネコのあとは任せた！	力尽きた時に、エリア内にいる仲間の体力を回復する。
CatSkill046_CAT_SKILL	ネコの探索日和	探索で調査レポートが入手しやすくなる。
CatSkill047_CAT_SKILL	ネコの天気予報	出発したクエストが悪天候になりやすい。
CatSkill048_CAT_SKILL	ネコのスパイク靴	特殊な地形でも、移動速度が遅くならない。
CatSkill049_CAT_SKILL	ネコの裁縫術	特殊装具の再使用時間が少し短くなる。
CatSkill050_CAT_SKILL	ネコの生命保険	クエストメンバーの誰が力尽きても最初の１回のみカウントされない。
CatSkill051_CAT_SKILL	ネコの園芸術	一部の環境生物が再び出現するまでの時間が少し短くなる。
CatSkill052_CAT_SKILL	ネコのおこぼれ術	一部の環境生物を捕まえた時、スリンガーの弾を落とすようになる。
CatSkill053_CAT_SKILL	ネコの生物博士	珍しい環境生物が出やすくなる。
CatSkill054_CAT_SKILL	ネコの生物学者	珍しい環境生物が少し出やすくなる。
CatSkill055_CAT_SKILL	ネコの大きさ自慢	大きな環境生物が少し出やすくなる。
CatSkill056_CAT_SKILL	ネコの小ささ自慢	小さな環境生物が少し出やすくなる。
