Weapon ID	Weapon Name	File Path
142	EXラヴィネコランスα	otomo/wp/ot_we053
143	EXプライドネコメイスα	otomo/wp/ot_we059
144	EXヴァルネコセプターα	otomo/wp/ot_we057
145	EXタクルネコロッドα	otomo/wp/ot_we054
146	EXカイザーネコメイスα	otomo/wp/ot_we022
147	EXワンドネコ＝ダオラα	otomo/wp/ot_we023
148	EX神ネコ剣ピカゴロα	otomo/wp/ot_we018
149	EXガルダネコ宝珠α	otomo/wp/ot_we055
150	EXゾークネコクローα	otomo/wp/ot_we058
151	EXグリードネコボーンα	otomo/wp/ot_we069
152	EXネコ飛竜刀【緑】α	otomo/wp/ot_we072
153	EXガルルガネコ羽扇α	otomo/wp/ot_we064
154	EX王ネコ剣ゴロゴロα	otomo/wp/ot_we065
155	EXマグナネコパペットα	otomo/wp/ot_we019
156	EX金色ネコノカラクリα	otomo/wp/ot_we066
157	EX斉天ネコノ如意棒α	otomo/wp/ot_we071
158	EX爆砕ネコパンチα	otomo/wp/ot_we070
159	EX赤龍ネコ封槍α	otomo/wp/ot_we067
160	どんぐりネコスコップ	otomo/wp/ot_we000
161	EXエリザネコパラソルα	otomo/wp/ot_we034
162	EXマムネコファンα	otomo/wp/ot_we025
163	EXロックバスターα	otomo/wp/ot_we035
164	EX金のチョコボロッドα	otomo/wp/ot_we038
165	HARDUMMY	otomo/wp/ot_we037
166	HARDUMMY	otomo/wp/ot_we036
167	EX武者ネコノ太刀α	otomo/wp/ot_we039
168	EXパピネコステッキα	otomo/wp/ot_we040
169	どんぐりネコスコップ	otomo/wp/ot_we000
170	どんぐりネコスコップ	otomo/wp/ot_we000
171	EXスノーネコベルα	otomo/wp/ot_we043
172	EXスターネコスタンドα	otomo/wp/ot_we044
173	EXどんぐりネコスコップα	otomo/wp/ot_we001
174	EXバゼルネコメイスα	otomo/wp/ot_we026
175	EXバンギスネコ暴鎚α	otomo/wp/ot_we033
176	EXオーグネコハンマーα	otomo/wp/ot_we010
177	EXウルズネコソードα	otomo/wp/ot_we015
178	EXゼノネコブーケα	otomo/wp/ot_we024
179	EXギルドネコブックα	otomo/wp/ot_we063
180	EXローゼネコバスケットα	otomo/wp/ot_we075
181	どんぐりネコスコップ	otomo/wp/ot_we000
182	どんぐりネコスコップ	otomo/wp/ot_we000
183	EXシシマイネコボンボリα	otomo/wp/ot_we078
184	EX宇宙ネコマシンα	otomo/wp/ot_we079
185	どんぐりネコスコップ	otomo/wp/ot_we000
186	どんぐりネコスコップ	otomo/wp/ot_we000
187	どんぐりネコスコップ	otomo/wp/ot_we000
188	HARDUMMY	otomo/wp/ot_we080
189	HARDUMMY	otomo/wp/ot_we081
190	EXユラユラネコサンゴα	otomo/wp/ot_we082
191	ボワボワの骨槌	otomo/wp/ot_we062
192	どんぐりネコスコップ	otomo/wp/ot_we000
193	どんぐりネコスコップ	otomo/wp/ot_we000
194	どんぐりネコスコップ	otomo/wp/ot_we000
195	EXマエストロネコタクトα	otomo/wp/ot_we085
196	EX野良ネコピックα	otomo/wp/ot_we086
197	EX怪物の呪杖α	otomo/wp/ot_we073
198	どんぐりネコスコップ	otomo/wp/ot_we000
199	どんぐりネコスコップ	otomo/wp/ot_we000
200	どんぐりネコスコップ	otomo/wp/ot_we000
