Gallery ID	Gallery Name	Gallery Desc
EVC0013	ゾラ・マグダラオス捕獲作戦	古龍渡りの謎を解明するため、古龍の捕獲作戦を計画する調査団。ついに大峡谷にて朝日と共にゾラ・マグダラオスが姿を現す。
EVC0014	作戦の終わり	謎の黒いモンスターの乱入。作戦遂行のためハンター達は闖入者の撃退に尽力する。そしてついに、捕獲作戦は終わりの時を迎え…。
EVC0015	大峡谷を越えて	ゾラ・マグダラオスを追い、大峡谷の亀裂を進むハンターと受付嬢。２人の目前に突如として広がった世界とは…。
EVC0060	閃光の主	獲物に群がるシャムオス達は、縄張りに侵入した眩鳥に気付き、周囲を取り囲む。しかし、辺りは凄まじい閃光に包まれて…。
EVC0061	空に浮かぶ飛竜	空中をゆっくりと浮遊する怪しげな物体を追跡するハンター。しかし、ふと姿を見失い辺りを見渡した先には…。
EVC0016	瘴気の谷へ	気球を取り付けた研究基地が、陸珊瑚の台地独特の気流に乗り、空へと浮かび上がった。そして目的の場所、瘴気の谷へと到着する。
EVC0062	出会い	瘴気の谷の探索を終えたハンターと受付嬢はキャンプにて、１期団のフィールドマスターと出会う。
EVC0017	骨戦車、谷をゆく	痕跡の調査を行っていたハンターを、大きな地響きと共に、地中から現れた巨大な骨戦車が強襲する…！
EVC0018	華麗なる大空のハンター	マグダラオスの痕跡を求め、一行は谷の最下層に気球を下そうとするも、大空で狩りを行うレイギエナに行く手を阻まれる。
EVC0019	危機	マグダラオスの痕跡を調査する２人の前に、オドガロンが現れる。オドガロンは受付嬢に狙いを定め…。
EVC0020	谷に眠る真実	フィールドマスターと無事再会した２人。そして彼女の言葉により、古龍が海を渡る理由が、ついに明らかにされたのであった。
EVC0021	森の頂に羽ばたく	古代竜人に会うため、古代樹の頂にやって来た２人。そこに現れたのは、怒れる空の王者リオレウスであった。
EVC0022	砂の下に荒ぶる	大蟻塚の荒地に飛び交うノイオスを狙うボルボロス。しかし、突如地中から現れた巨大な２本の角によって状況は一変した。
EVC0023	誘導作戦、開始	ゾラ・マグダラオスを外海に導くための作戦が、ついに開始される。
EVC0024	次の命への旅	調査団による誘導作戦の末、ついにゾラ・マグダラオスは、外海へとゆっくり進んでいったのであった。
EVC0025	不思議の国の女王	不思議な痕跡を残したモンスターの姿を求め２人は陸珊瑚の台地を訪れるも、そこに現れたのは…。
EVC0034	大団長登場	新大陸にて、ついに亜種が発見された。アステラで調査を進める最中、そこに調査団のリーダー・大団長が現れる。
EVC0026	龍結晶の地へ	大団長の案内により、ハンターと受付嬢は、巨大な結晶が輝く地へと到着する。
EVC0063	かの地の大喰らい	巨大な結晶が、四方八方に張り巡らされた洞窟内で、黙々と結晶を食す岩賊竜。だが次なる食欲はハンターへ向けられていた。
EVC0027	黒き創の現れ	ついにハンターは、ゾラ・マグダラオスを介し、幾度も激突した古龍を喰らう古龍・ネルギガンテと対峙する。
EVC0028	そして、深まる謎	ついにハンターはネルギガンテの調査を遂行する。しかしそこには、いくつかの謎が残されていた…。
EVC0064	火を泳ぐ竜	灼熱の溶岩が沸き立つ洞窟内を進むハンターは、ふと不穏な気配を感じる。そこへ、地鳴りと共に現れたのは…。
EVC0065	危険な車輪	龍結晶の地を駆け抜ける危険な車輪。熱を帯びた岩石を周囲にまき散らしながら徐々にハンターとの距離を詰めて行く…。
EVC0029	冥底のヴァルハザク	屍肉に群がるギルオス達は、ハンターの接近に気付いて威嚇を始める。しかし、背後では、屍肉の山が怪しく蠢き始めた。
EVC0030	鋼鉄のクシャルダオラ	地面に突き立つ結晶の群れに、意識を奪われたその瞬間、激しく渦巻く風が結晶を巻き上げ、ハンターを襲い始めた。
EVC0031	爆炎のテオ・テスカトル	灼熱の溶岩蠢く洞窟内を進むハンターに激烈な業火が襲い掛かる。これを辛うじてかわした先に待ち構えていた者とは…。
EVC0032	収束の地にて	竜人族のハンターに導かれ、一行は地脈を流れるエネルギーが収束する地へと到着する。しかし、そこにいたのは…。
EVC0033	調査の終わり	激闘の末、名も無き存在を退けたハンター。崩れ始めた場からの脱出を試みるも…。
EVC0035	大団円	長き時を経て、古龍渡りという現象の奥に潜む真の謎を解明した調査団。そこにギルドより、この上ない朗報がもたらされた。
EVC0036	新大陸へ	古龍渡りを解明しても、新大陸は、まだまだ広い。そこに生きるハンター達は、どこまでもどこまでも駆けてゆく。
EVC0066	火の山を背負う龍	大気を震わせ、大地を揺るがし、何処とも知らぬ先へと歩みを進める巨大な古龍。その姿はまさに、火の山の如し。
EVC0067	それは古龍の王たらん	新大陸を廻る膨大なエネルギーを貪り、この世の王たらん者が、ついに産声を上げる。
EVC0068	この世の果て	瘴気の谷…そこはまさに、この世の果てと形容するに相応しい異形の地。屍肉から立ち昇る有毒な瘴気により身体を蝕まれる。
EVC0070	貪食なる恐暴竜	イビルジョーを調査するため古代樹の森を訪れた一行、しかし、そこで大きな災難が受付嬢を待ち受けていた…。
EVC0071	炎王の傍らに立つもの	まどろむテオ・テスカトルの前に、突如現れたネルギガンテ。対峙する二体の古龍がぶつかり合うその瞬間、姿を見せたのは…。
EVC0072	金色の鎧を纏うもの	光差し込む洞窟内にうごめく爛輝龍。その姿はまるで、巨大な黄金の塊が生命を吹き込まれたかの如き姿だった。
EVC0074	エオルゼアからの来訪者	走るサボテンを追い、謎の青い石と綿毛の生物を発見したハンター。時を同じくして石に目をつけた一頭のクルルヤックが現れた。
EVC0075	新大陸に降り立つ魔獣	巨大隕石が空から流れ落ち、辺り一帯が灼熱の爆風に包まれる。急ぎ落下地点に向かうハンターに未知の魔獣が待ち受けていた…。
EVC0078	リヴィアのゲラルト	新大陸にウィッチャー、ゲラルト現る。調査団は異世界で怪物退治を専門とする彼に異変の調査を依頼することに…。
EVC0079	森に潜む異世界の怪物	古代樹の森に広がる異変の原因をついに突き止める。縄張り内の獣を自在に操る異世界の怪物、その名はレーシェン。
EVC0080	異界の〈門〉より出づる怪物	古代樹の森に来たるは異世界の森に棲む古のレーシェン。ジャグラスの群れを容易に従えるその姿は、まさに森の支配者の如し。
EVC0081	異変の結末	レーシェンを退治し≪ハンターのルーン石≫を託してアステラを後にしたゲラルト。古代樹の森に潜む小さな異変を残して…。
EVC0082	異変の結末～族長のお礼～	呪いをかけられた族長を助け、無事に族長の座も免れたゲラルトは、ガジャブー達の独特なお礼の舞いを味わうのだった…。
EVC0083	異変の結末～小さき友～	レーシェンを退治しアステラを後にするゲラルト。そこへ助けたプケプケに乗った一匹のテトルーがお礼を手に現れた。
EVC0084	異変の結末～依頼完了～	ガジャブーの族長とプケプケを助け、全ての異変を解決したゲラルトは、レーシェンの残した〈門〉を通り新大陸を後にする。
EVC1000	前触れ	古代樹の森にレイギエナが現れたとの報告を受け、調査に向かったハンターと受付嬢。痕跡を追った先で目にしたのは…。
EVC1001	新たなる大地へ	レイギエナの飛び去った方角を目指すハンターたち。果たして、海の向こうにはどのような世界が待ち受けているのか。
EVC1040	白き世界	新たな大地に降り立ったハンターと受付嬢が目にしたのは、一面の雪景色だった。
EVC1002	深雪に紛れし影	気球を降ろす場所を求めて探索を進めるハンターと受付嬢。開けた場所に辿り着くと見たことのない痕跡を発見する。
EVC1003	前線拠点セリエナ	ハンターたちの発見した地に調査団が降り立った。新たな拠点の建設で活気づくなか、総司令が現れる。
EVC1004	永久凍土	氷に包まれた、永久に凍える大地。そこでハンターを待つものとは…。
EVC1005	猛牛竜の強襲	輸送隊の安全を確保するべく、渡りの凍て地を探索するハンターたち。その行く手をなぎ倒された木々がさえぎっていた。
EVC1006	活気づくセリエナ	輸送隊の到着によって、セリエナは更なる賑わいを見せる。帰還したハンターたちは、調査班リーダーに声を掛けるのだった。
EVC1007	忍び寄る足音	渡りの地で調査を進めるフィールドマスターとハンターたちの背後には、獲物に狙いを定めて静かに忍び寄る飛毒竜の姿があった。
EVC1008	時の凍る船	探索を進めたハンターたちは、古びた船を発見する。この船はいつ、どのような目的でこの地へたどり着いたのか…？
EVC1009	眠りに誘う飛竜	亜種の調査のため、大蟻塚の荒地に向かったハンターは突然の睡魔に襲われる。薄れゆく意識の中で見えたものとは…。
EVC1010	水を喰らう妖	縄張りを侵すプケプケ亜種を取り囲み、威嚇するシャムオス。しかし、当の侵入者は気にも留めず己の欲求を満たし続ける…。
EVC1011	凍てつく吹雪の謎	フィールドマスターと受付嬢の捜索のため渡りの凍て地へ赴いたハンターは、猛吹雪の中で氷漬けになった翼竜を発見する。
EVC1012	冰の龍	無事に再会を果たした受付嬢たちから調査結果を聞くも束の間、響き渡る歌声と共に氷雪が猛々しく舞い狂う…。
EVC1013	迅影	古代樹の森で調査を行うハンターたちに襲い掛かるナルガクルガと、横合いから急襲するリオレウス。果たして戦いの行方は…。
EVC1014	百戦錬磨の刃	巣に戻り、傷ついた身体を癒すリオレイア。その様子を窺うハンターの背後には、更なる脅威の影が迫っていた。
EVC1015	命あるものの抵抗	アステラに戻ったハンターと受付嬢。そこで二人が見たのは、氷漬けになったアンジャナフの姿だった。
EVC1016	谷に響く轟き	獲物を貪るティガレックスに、鋭い回転と突進によって襲い掛かるラドバルキン。しかし、両者の力の差は明白だった。
EVC1017	迫りし粘菌の脅威	龍結晶の地で、ハンターは黒く焦げた地面に気づく。その先から現れたウラガンキンの全身には、粘菌が付着していた。
EVC1018	月の石	月の石を見つめる受付嬢。かつて祖父から手渡されたその石は、彼女になにを語りかけるのか。
EVC1019	絶対零度の息吹	冰龍イヴェルカーナ。その身体は冷気を纏いその呼気は地を凍てつかせ、その羽ばたきはすべてを白く輝く世界に変える。
EVC1020	凍てつく冷気の抱擁	ハンターの一撃を受け、イヴェルカーナは倒れ込んだ。ハンターが近づくと、冰龍の周囲を冷気の霧が包み込み…。
EVC1021	追跡	イヴェルカーナの後を追い、渡りの凍て地を探索するハンターと受付嬢。そして、いまだ行方不明のフィールドマスターの安否は…。
EVC1022	託された想い	ハンターの活躍によって無事救出されたフィールドマスター。彼女は、受付嬢にかつての自分の姿を重ね、微笑む。
EVC1025	酸の刃	ギルオスの群れはディノバルド亜種を包囲し襲い掛かる。しかし、硫斬竜の刃はギルオスたちを次々と薙ぎ払うのであった。
EVC1026	捕食者たちの縄張り争い	獲物を求め陸珊瑚の台地を彷徨うオドガロンは、鼻息荒くハンターを睨め付ける。その時背後から咆哮が響き、禍々しい影が現れた。
EVC1027	セリエナ防衛戦	撃龍杭砲の発射準備が整うまで、イヴェルカーナの猛攻を食い止めろ！セリエナ防衛戦の行方や、如何に…？
EVC1028	追撃の烽火	見事、イヴェルカーナを退けたハンター。皆が安堵する中で、調査班リーダーは次に成すべき事を伝えるのだった。
EVC1029	追撃の果てに	ハンターはイヴェルカーナを追って、渡りの凍て地に足を踏み入れた。再び相見える両者の命運は果たして…。
EVC1030	止まない大地の異変	冰龍を退け、月の石の謎も解明した二人。しかし喜びもつかの間、竜人族のハンターから、不穏な知らせが届く。
EVC1031	新たな災厄の痕跡	龍結晶の地でネルギガンテの痕跡を発見したハンター。調査を開始しようとしたその矢先天から赤く燃える爆発物が落下し…。
EVC1032	死を纏うヴァルハザク	瘴気が漂い、異様な雰囲気となった古代樹の森。ヴァルハザクは辺りすべてを瘴気で侵しながら、歩みを進める。
EVC1033	溟海の光	七色に明滅する翼が目に映った瞬間、謎の水流に飲みこまれたハンター。目を覚ますと、そこには…。
EVC1034	立ち止まらず、先へ	大いなる存在の調査のため気球に乗り込む精鋭の中には、その解明を強く望むフィールドマスターの姿は無く…。
EVC1035	大いなる存在	決戦の地でネルギガンテを退けたハンター。しかし、そこに鳴り響き始めた歌声と共に大いなる存在が姿を現そうとしていた。
EVC1036	大自然の力	地啼龍との死闘を制したハンターの元へ集う調査団の仲間達。大いなる自然の力に立ち向かう彼らが見たものとは…。
EVC1037	月と希望の青い星	レイギエナから始まった一連の調査は、大いなる存在の解明という形で幕を閉じた。飽くなき探求心を胸に、彼らは語り合う。
EVC1038	終わりなき探求	宴の夜は明け、調査団は次なる調査に向けて動き始める。
EVC1041	導きの地へ	ネルギガンテを追うハンターたちの目の前に突如現れたのは、多種多様な種が集まる生命のゆりかごであった。
EVC1042	三つ巴の狭間で	導きの地を探索するハンターは、大量に飛び交う雷光虫の群れを発見する。そこに現れたリオレウスを前に、更なる脅威が急襲する。
EVC1043	縄張りは決して譲らない！	縄張りを見張るイャンガルルガの前に現れたのは、獲物を求めるイビルジョーだった。２頭の争いに巻き込まれたハンターは…。
EVC1044	背後に迫る強者の鼓動	導きの地を探索中、導蟲が反応した巨大な岩壁を前に思案する大団長。だがその瞬間、背後に新たな脅威が降り立つ…！
EVC1045	凄絶なる獅子	溶岩地帯を発見したハンターたちは、何者かの気配に警戒するキリンに遭遇した。果たして、その目線の先にあるものは…。
EVC1046	新たな凍て地	導きの地で新たな地帯を見つけたハンターたちは、凍える大地に残された新しい痕跡を発見する…。
EVC1047	異変の源	大団長と竜人族のハンターに連れられ、異変の原因を探るハンター達。状況から推察するに、それはまさしく…。
EVC1048	完全なる者	幽谷にて対峙した禍、眼光炯々として矮小な生命を睥睨す。
EVC1052	赤龍、再び	再び幽谷に座したる厄災、この地の天命は、青き星に委ねられた。
EVC1050	顕現せし大地の化身	地脈の流れの最果てにて、大いなる存在は咆哮する。巨岩を纏い、身動き一つで大地を揺るがすその姿は、まさしく大地の化身。
EVC1056	破滅との対峙	"冷気迸り、灼熱に身を焦がす異彩の龍――アルバトリオン。ハンター達は""破壊の象徴""と相対す。"
EVC1053	命運の処遇	嘗て一夜にして滅んだ王国──シュレイド。再び現れた黒龍により、齎される命運は彼らの双肩にかけられた。
EVC1054	世界を終わらせないために	託したものの想いを託されたものが受継ぎ、新たな地を共に歩み、紡ぎあげてきた絆がその狩人の背中をつき動かす。
