Achieve ID	Achieve Name	Achieve Desc
088	一流の観察記録師	獣人族学者からの観察依頼を数多くこなした
089	助け合いの精神	マスターランクのハンターとして下位、上位ハンターのクエストを１０回手助けした
090	マスター・オブ・マスター	マスターランクが２００になった
091	モンスター大博士	ほぼ全ての大型モンスターの研究レベルをＭＡＸにした
092	真のミニチュアクラウンコレクター	狩猟記録に記録されるほぼ全てのモンスターに最小冠をつけた
093	真のビッグクラウンコレクター	狩猟記録に記録されるほぼ全てのモンスターに金冠をつけた
094	深化せし狩猟の幕開け	マスターランクのクエストで初めて大型モンスターを狩猟した
095	狩猟の申し子	マスターランクのクエストで大型モンスターを１００頭狩猟した
096	捕獲好きの策士	マスターランクのクエストで大型モンスターを５０頭捕獲した
097	討伐の匠	マスターランクのクエストで古龍を５０体討伐した
098	異なるものとの対峙	初めて特殊な個体を狩猟した
099	数多の壁を超えし者	特殊な個体を３０頭狩猟した
