Mission ID	Mission Name	Mission Desc
46	Природа: поимка летающих	Поймайте 1 большую летающую виверну.
47	Исследование: Древний лес	Выполните 2 задания в Древнем лесу.
48	Исследование: Древний лес	Выполните 3 задания в Древнем лесу.
49	Исследование: Дикогорье	Выполните 2 задания в Дикогорье.
50	Исследование: Дикогорье	Выполните 3 задания в Дикогорье.
51	Исследование: Коралловое нагорье	Выполните 2 задания в Коралловом нагорье.
52	Исследование: Коралловое нагорье	Выполните 3 задания в Коралловом нагорье.
53	Исследование: Гнилая долина	Выполните 2 задания в Гнилой долине.
54	Исследование: Гнилая долина	Выполните 3 задания в Гнилой долине.
55	Исследование: Расследования	Закончите 2 расследования.
56	Исследование: Расследования	Выполнить 3 расследования.
57	Природа: большая охота	Убейте 2 больших чудовищ высокого ранга.
58	Природа: большая поимка	Поймайте 1 большое чудовище высокого ранга.
59	Природа: малая охота	Убейте 10 маленьких чудовищ высокого ранга.
60	Исследование: Древний лес	Завершите 2 задания высокого ранга в Древнем лесу.
61	Исследование: Дикогорье	Завершите 2 задания высокого ранга в Дикогорье.
62	Исследование: Коралловое нагорье	Завершите 2 задания высокого ранга в Коралловом нагорье.
63	Исследование: Гнилая долина	Завершите 2 задания высокого ранга в Гнилой долине.
64	Исследование: Расследования	Завершите 2 расследования высокого ранга.
65	Экспедиция: залежи ресурсов	Добудьте ресурсы из залежей 15 раз.
66	Экспедиция: кучи костей	Соберите предметы с куч костей 15 раз.
67	Экспедиция: флора	Соберите растения 8 раз.
68	Экспедиция: грибы	Соберите грибы 8 раз.
69	Экспедиция: энтомология	Соберите насекомых 7 раз.
70	Экспедиция: мед	Соберите мед 7 раз.
71	Природа: большая охота	Убейте 3 больших чудовищ высокого ранга.
72	Природа: большая поимка	Поймайте 2 больших чудовищ высокого ранга.
73	Природа: малая охота	Убейте 20 маленьких чудовищ высокого ранга.
74	Природа: охота на клыкастых	Выследите 2 больших клыкастых виверн высокого ранга.
75	Природа: поимка клыкастых	Поймайте 1 большую клыкастую виверну высокого ранга.
76	Природа: охота на пернатых	Выследите 2 больших пернатых виверн высокого ранга.
77	Природа: поимка пернатых	Поймайте 1 большую пернатую виверну высокого ранга.
78	Природа: охота на свирепых	Выследите 2 больших свирепых виверн высокого ранга.
79	Природа: поимка свирепых	Поймайте 1 большую свирепую виверну высокого ранга.
80	Природа: охота на летающих	Выследите 2 больших летающих виверн высокого ранга.
81	Природа: поимка летающих	Поймайте 1 большую летающую виверну высокого ранга.
82	Природа: охота на виверн-амфибий	Выследите 2 больших ихтиовиверн высокого ранга.
83	Природа: поимка виверн-амфибий	Поймайте 1 большую ихтиовиверну высокого ранга.
84	Исследование: Древний лес	Завершите 3 задания высокого ранга в Древнем лесу.
85	Исследование: Дикогорье	Завершите 3 задания высокого ранга в Дикогорье.
86	Исследование: Коралловое нагорье	Завершите 3 задания высокого ранга в Коралловом нагорье.
87	Исследование: Гнилая долина	Завершите 3 задания высокого ранга в Гнилой долине.
88	Исследование: Убежище Древнего	Завершите 3 задания высокого ранга в Убежище Древнего.
89	Исследование: Расследования	Завершите 3 расследования высокого ранга.
90	Природа: охота на древн. дракона	Убейте 2 древних драконов высокого ранга.
91	Экспедиция: залежи ресурсов	Добудьте ресурсы из залежей 21 раз.
92	Экспедиция: кучи костей	Соберите предметы с куч костей 21 раз.
93	Экспедиция: флора	Соберите растения 12 раз.
94	Экспедиция: грибы	Соберите грибы 12 раз.
95	Экспедиция: энтомология	Соберите насекомых 10 раз.
96	Экспедиция: мед	Соберите мед 10 раз.
97	Природа: большая охота	Убейте 4 больших чудовищ высокого ранга.
98	Природа: большая поимка	Поймайте 3 больших чудовищ высокого ранга.
99	Природа: малая охота	Убейте 30 маленьких чудовищ высокого ранга.
100	Природа: охота на клыкастых	Выследите 3 больших клыкастых виверн высокого ранга.
101	Природа: поимка клыкастых	Поймайте 2 больших клыкастых виверн высокого ранга.
102	Природа: охота на пернатых	Выследите 3 больших пернатых виверн высокого ранга.
103	Природа: поимка пернатых	Поймайте 2 больших пернатых виверн высокого ранга.
104	Природа: охота на свирепых	Выследите 3 больших свирепых виверн высокого ранга.
105	Природа: поимка свирепых	Поймайте 2 больших свирепых виверн высокого ранга.
106	Природа: охота на летающих	Выследите 3 больших летающих виверн высокого ранга.
107	Природа: поимка летающих	Поймайте 2 больших летающих виверн высокого ранга.
108	Природа: охота на виверн-амфибий	Убейте 3 больших ихтиовиверн высокого ранга.
109	Природа: поимка виверн-амфибий	Поймайте 2 больших ихтиовиверн высокого ранга.
110	Природа: охота на древн. дракона	Убейте 3 древних драконов высокого ранга.
111	Исследование: Древний лес	Завершите 4 задания высокого ранга в Древнем лесу.
112	Исследование: Дикогорье	Завершите 4 задания высокого ранга в Дикогорье.
113	Исследование: Коралловое нагорье	Завершите 4 задания высокого ранга в Коралловом нагорье.
114	Исследование: Гнилая долина	Завершите 4 задания высокого ранга в Гнилой долине.
115	Исследование: Убежище Древнего	Завершите 4 задания высокого ранга в Убежище Древнего.
116	Исследование: Расследования	Завершите 4 расследования высокого ранга.
117	Культурология: Дикогорье	Поймайте троих Защитников.
118	Культурология: Дикогорье 2	Поговорите с Защитниками в их поселении.
119	Культурология: Языки Гаялака	Соберите 10 следов Гаялака.
120	Культурология: Языки Гаялака 2	Найдите поселение Гаялака.
121	Помощь: поимка роз. парексуса	Поймайте розового парексуса.
122	Помощь: поимка рыбы-суши	Поймайте рыбу-суши.
123	Помощь: поимка пороховой рыбы	Поймайте пороховую рыбу.
124	Помощь: поимка золотой рыбки	Поймайте золотую рыбку.
125	Помощь: поимка платиновой рыбы	Поймайте платиновую рыбу.
126	Помощь: поимка древесн. птерикса	Поймайте древесного птерикса.
127	Помощь: поимка муравьев	Поймайте 9 муравьев-переносчиков.
128	Помощь: поимка ползуна	Поймайте 3 ползунов.
129	Помощь: поимка сквантула	Поймайте 5 сквантулов.
130	Помощь: поимка жука-бомбы	Поймайте жука-бомбу.
131	Помощь: поймайте древнего	Поймайте древнего обитателя Нового Света.
132	Помощь: призрачная птица	Поймайте представителя местной живности — призрачную птицу.
133	Восстановите лагерь в Др. лесу.	Обезопасьте место лагеря.
134	Помощь исслед.: поимка существа	Поймайте существо из иного мира.(Загляните в полевой справочник)
135	Помощь: ловля стекл. парексуса	Поймайте стеклянного парексуса.
136	Помощь: ловля таинственной рыбы	Поймайте таинственную рыбу в Морозном просторе.
137	Помощь: ловля пингвина-полярника	Поймайте 3 пингвинов-полярников.
138	Помощь: поимка тайного животного	Поймайте загадочный экземпляр местнойживности в Морозном просторе.
139	Помощь: ловля точильной рыбы	Поймайте точильную рыбу (зол. корона).
140	Помощь: ловля взрывной араваны	Поймайте взрывную аравану (зол. корона).
141	Помощь: ловля стеклянного парексуса	Поймайте стеклянного парексуса (зол. корона).
142	Помощь: ловля авгура	Поймайте авгура (зол. корона).
143	Помощь: ловля щеголеватой коралл. птицы	Поймайте щеголеватую коралловую птицу (зол. корона).
144	Помощь: ловля пингвина-полярника	Поймайте пингвина-полярника (зол. корона).
145	Экспедиция: залежи ресурсов	Добудьте ресурсы из залежей 12 раз.
146	Экспедиция: кучи костей	Соберите предметы с куч костей 12 раз.
147	Экспедиция: флора	Соберите растения 8 раз.
148	Экспедиция: грибы	Соберите грибы 8 раз.
149	Экспедиция: энтомология	Соберите насекомых 6 раз.
150	Экспедиция: мед	Соберите мед 6 раз.
151	Природа: крупная охота	Выследите 3 крупных чудовищ ранга мастера.
152	Природа: крупная ловля	Поймайте 3 крупных чудовищ ранга мастера.
153	Природа: истребление мелких чудовищ	Убейте 10 мелких чудовищ ранга мастера.
154	Природа: охота на клыкастых виверн	Выследите 2 крупных клыкастых виверн ранга мастера.
155	Природа: ловля клыкастых виверн	Поймайте 2 крупных клыкастых виверн ранга мастера.
156	Природа: охота на пернатых виверн	Выследите 2 крупных пернатых виверн ранга мастера.
157	Природа: ловля пернатых виверн	Поймайте 2 крупных пернатых виверн ранга мастера.
158	Природа: охота на свирепых виверн	Выследите 2 крупных свирепых виверн ранга мастера.
159	Природа: ловля свирепых виверн	Поймайте 2 крупных свирепых виверн ранга мастера.
160	Природа: охота на ихтиовиверн	Выследите 2 крупных ихтиовиверн ранга мастера.
161	Природа: ловля ихтиовиверн	Поймайте 2 крупных ихтиовиверн ранга мастера.
162	Исследование: Древний лес	Завершите 2 задания ранга мастера в Древнем лесу.
163	Исследование: Дикогорье	Завершите 2 задания ранга мастера в Дикогорье.
164	Исследование: Коралловое нагорье	Завершите 2 задания ранга мастера на Коралловом нагорье.
165	Исследование: Гнилая долина	Завершите 2 задания ранга мастера в Гнилой долине.
166	Исследование: Убежище Древнего	Завершите 2 задания ранга мастера в Убежище Древнего.
167	Исследование: Расследования	Завершите 2 расследования ранга мастера.
168	Исследование: Морозный простор	Завершите 2 задания ранга мастера в Морозный простор.
169	Природа: охота на летающих виверн	Выследите 2 крупных летающих виверн ранга мастера.
170	Природа: ловля летающих виверн	Поймайте 2 крупных летающих виверн ранга мастера.
171	Природа: крупная охота	Выследите 6 крупных чудовищ ранга мастера.
172	Природа: охота на клыкастых виверн	Выследите 4 крупных клыкастых виверн ранга мастера.
173	Природа: охота на пернатых виверн	Выследите 4 крупных пернатых виверн ранга мастера.
174	Природа: охота на свирепых виверн	Выследите 4 крупных свирепых виверны ранга мастера.
175	Природа: охота на летающих виверн	Выследите 4 крупных летающих виверн ранга мастера.
176	Природа: охота на ихтиовиверн	Выследите 4 крупных ихтиовиверн ранга мастера.
177	Природа: охота на древних драконов	Убейте 2 древних драконов ранга мастера.
178	Природа: охота на древних драконов	Убейте 4 древних драконов ранга мастера.
179	Природа: охота на закаленных	Выследите 2 закаленных чудовищ ранга мастера.
180	Природа: охота на закаленных	Выследите 4 закаленных чудовищ ранга мастера.
181	Культурология: Морозный простор	Отправляйтесь в экспедицию в Морозный простор ивыследите одно крупное чудовище.
182	Культурология: Морозный простор 2	Отправляйтесь в логово боа-боа и посетитесовет племени.
183	Культурология: Морозный простор 3	Пройдите задание М2<ICON STAR_1>Совместными усилиями.
