Deco ID	Item ID	Deco Name	Slot Size
92	874	Самоцвет могучего лука 2	2
93	875	Самоцвет мысленного взгляда 2	2
94	876	Самоцвет щита 2	2
95	877	Острый самоцвет 2	2
96	878	Самоцвет без элемента 2	2
97	825	Самоцвет миазмов 1	1
98	1968	Самоцвет феникса 3	3
99	1969	Самоцвет стража 2	2
100	1970	Самоцвет охлаждения 2	2
101	1971	Самоцвет Антиогонь+ 4	4
102	1972	Самоцвет Антивода+ 4	4
103	1973	Самоцвет Антилед+ 4	4
104	1974	Самоцвет Антигроза+ 4	4
105	1975	Самоцвет Антидракон+ 4	4
106	1976	Самоцвет пламени+ 4	4
107	1977	Самоцвет потока+ 4	4
108	1978	Самоцвет мороза+ 4	4
109	1979	Самоцвет молнии+ 4	4
110	1980	Самоцвет дракона+ 4	4
111	1981	Самоцвет отравы+ 4	4
112	1982	"Самоцвет ""Парализатор""+ 4"	4
113	1983	Самоцвет сна+ 4	4
114	1984	Самоцвет взрыва+ 4	4
115	1985	Твердый самоцвет Антиогонь 4	4
116	1986	Твердый самоцвет Антивода 4	4
117	1987	Твердый самоцвет Антилед 4	4
118	1988	Твердый самоцвет Антигроза 4	4
119	1989	Твердый самоцвет Антидракон 4	4
120	1990	Самоцвет-противоядие+ 4	4
121	1991	"Самоцвет ""Антипаралич""+ 4"	4
122	1992	Самоцвет бодрости+ 4	4
123	1993	Самоцвет твердости+ 4	4
124	1994	Саперный самоцвет+ 4	4
125	1995	Самоцвет крови+ 4	4
126	1996	Защитный самоцвет+ 4	4
127	1997	Самоцвет миазмов+ 4	4
128	1998	Самоцвет сытости+ 4	4
129	1999	Самоцвет восстановления+ 4	4
130	2000	Самоцвет бесшумности+ 4	4
131	2001	Самоцвет устрашения+ 4	4
132	2002	Самоцвет мяустера+ 4	4
133	2003	Твердый самоцвет бесшумности 4	4
134	2004	Твердый самоцвет устрашения 4	4
135	2005	Твердый самоцвет мяустера 4	4
136	2006	Снайперский самоцвет+ 4	4
137	2007	Самоцвет тяжелой артиллерии+ 4	4
138	2008	Ботанический самоцвет+ 4	4
139	2009	Геологический самоцвет+ 4	4
140	2010	Самоцвет выживания+ 4	4
141	2011	Самоцвет трясины+ 4	4
142	2012	Самоцвет образцов+ 4	4
143	2013	Звонкий самоцвет+ 4	4
144	2014	Твердый ботанический самоцвет+ 4	4
145	2015	Твердый геологический самоцвет 4	4
146	2016	Твердый самоцвет выживания 4	4
147	2017	Твердый самоцвет образцов 4	4
148	2018	Самоцвет терпения+ 4	4
149	2019	Самоцвет защиты+ 4	4
150	2020	Твердый самоцвет терпения 4	4
151	2021	Твердый самоцвет защиты 4	4
152	2022	Самоцвет артиллерии+ 4	4
153	2023	"Самоцвет ""Беруши""+ 4"	4
154	2024	"Самоцвет ""Антиветер""+ 4"	4
155	2025	Самоцвет атаки+ 4	4
156	2026	Самоцвет эксперта+ 4	4
157	2027	Самоцвет ремесла+ 4	4
158	2028	Самоцвет новых сил+ 4	4
159	2029	Самоцвет вызова+ 4	4
160	2030	Самоцвет потенциала+ 4	4
161	2031	Самоцвет ярости+ 4	4
162	2032	Самоцвет телосложения+ 4	4
163	2033	Самоцвет уклонения+ 4	4
164	2034	Самоцвет железной стены+ 4	4
165	2035	Самоцвет дружбы+ 4	4
166	2036	Самоцвет высасывания/телослож. 4	4
167	2037	Самоцвет стойкости/телосложения 4	4
168	2038	Самоцвет кризиса/телосложения 4	4
169	2039	Самоцвет жел. стены/телосложения 4	4
170	2040	Самоцвет дружбы/телосложения 4	4
171	2041	Самоцвет пресыщения/телосложения 4	4
172	2042	Самоцвет метателя/телосложения 4	4
173	2043	Самоцвет от сглаза/телосложения 4	4
174	2044	Самоцвет полета/телосложения 4	4
175	2045	Самоцвет бегуна/телосложения 4	4
176	2046	Самоцвет обновления/телосложения 4	4
177	2047	Самоцвет прыжка/телосложения 4	4
178	2048	Самоцвет ножен/телосложения 4	4
179	2049	Самоцвет обжорства/телосложения 4	4
180	2050	Самоцвет точильный/телосложения 4	4
181	2051	Самоцвет бомбардира/телосложения 4	4
182	2052	Самоцвет грибной/телосложения 4	4
183	2053	Самоцвет скольжения/телосложения 4	4
184	2054	Самоцвет стража/телосложения 4	4
185	2055	Самоцвет высасывания/уклонения 4	4
186	2056	Самоцвет стойкости/уклонения 4	4
187	2057	Самоцвет кризиса/уклонения 4	4
188	2058	Самоцвет жел. стены/уклонения 4	4
189	2059	Самоцвет дружбы/уклонения 4	4
190	2060	Самоцвет пресыщения/уклонения 4	4
191	2061	Самоцвет метателя/уклонения 4	4
192	2062	Самоцвет от сглаза/уклонения 4	4
193	2063	Самоцвет полета/уклонения 4	4
194	2064	Самоцвет бегуна/уклонения 4	4
195	2065	Самоцвет обновления/уклонения 4	4
196	2066	Самоцвет прыжка/уклонения 4	4
197	2067	Самоцвет ножен/уклонения 4	4
198	2068	Самоцвет обжорства/уклонения 4	4
199	2069	Самоцвет точильный/уклонения 4	4
200	2070	Самоцвет бомбардира/уклонения 4	4
201	2071	Самоцвет грибной/уклонения 4	4
202	2072	Самоцвет скольжения/уклонения 4	4
203	2073	Самоцвет стража/уклонения 4	4
204	2074	Самоцвет высасывания/атаки 4	4
205	2075	Самоцвет стойкости/атаки 4	4
206	2076	Самоцвет кризиса/атаки 4	4
207	2077	Самоцвет железной стены/атаки 4	4
208	2078	Самоцвет дружбы/атаки 4	4
209	2079	Самоцвет пресыщения/атаки 4	4
210	2080	Самоцвет метателя/атаки 4	4
211	2081	Самоцвет от сглаза/атаки 4	4
212	2082	Самоцвет полета/атаки 4	4
213	2083	Самоцвет бегуна/атаки 4	4
214	2084	Самоцвет обновления/атаки 4	4
215	2085	Самоцвет прыжка/атаки 4	4
216	2086	Самоцвет ножен/атаки 4	4
217	2087	Самоцвет обжорства/атаки 4	4
218	2088	Самоцвет точильный/атаки 4	4
219	2089	Самоцвет бомбардира/атаки 4	4
220	2090	Самоцвет грибной/атаки 4	4
221	2091	Самоцвет скольжения/атаки 4	4
222	2092	Самоцвет стража/атаки 4	4
223	2093	Самоцвет высасывания/эксперта 4	4
224	2094	Самоцвет стойкости/эксперта 4	4
225	2095	Самоцвет кризиса/эксперта 4	4
226	2096	Самоцвет железной стены/эксперта 4	4
227	2097	Самоцвет дружбы/эксперта 4	4
228	2098	Самоцвет пресыщения/эксперта 4	4
229	2099	Самоцвет метателя/эксперта 4	4
230	2100	Самоцвет от сглаза/эксперта 4	4
231	2101	Самоцвет полета/эксперта 4	4
232	2102	Самоцвет бегуна/эксперта 4	4
233	2103	Самоцвет обновления/эксперта 4	4
234	2104	Самоцвет прыжка/эксперта 4	4
235	2105	Самоцвет ножен/эксперта 4	4
236	2106	Самоцвет обжорства/эксперта 4	4
237	2107	Самоцвет точильный/эксперта 4	4
238	2108	Самоцвет бомбардира/эксперта 4	4
239	2109	Самоцвет грибной/эксперта 4	4
240	2110	Самоцвет скольжения/эксперта 4	4
241	2111	Самоцвет стража/эксперта 4	4
242	2112	Самоцвет высасывания/высвобожд. 4	4
243	2113	Самоцвет стойкости/высвобождения 4	4
244	2114	Самоцвет кризиса/высвобождения 4	4
245	2115	Самоцвет жел. стены/высвобожд. 4	4
246	2116	Самоцвет дружбы/высвобождения 4	4
247	2117	Самоцвет пресыщения/высвобож. 4	4
248	2118	Самоцвет метателя/высвобождения 4	4
249	2119	Самоцвет от сглаза/высвобождения 4	4
250	2120	Самоцвет полета/высвобождения 4	4
251	2121	Самоцвет бегуна/высвобождения 4	4
252	2122	Самоцвет обновления/высвобожд. 4	4
253	2123	Самоцвет прыжка/высвобождения 4	4
254	2124	Самоцвет ножен/высвобождения 4	4
255	2125	Самоцвет обжорства/высвобождения 4	4
256	2126	Самоцвет точильный/высвобождения 4	4
257	2127	Самоцвет бомбардира/высвобожд. 4	4
258	2128	Самоцвет грибной/высвобождения 4	4
259	2129	Самоцвет скольжения/высвобожд. 4	4
260	2130	Самоцвет стража/высвобождения 4	4
261	2131	Самоцвет высасывания/ремесла 4	4
262	2132	Самоцвет стойкости/ремесла 4	4
263	2133	Самоцвет кризиса/ремесла 4	4
264	2134	Самоцвет железной стены/ремесла 4	4
265	2135	Самоцвет дружбы/ремесла 4	4
266	2136	Самоцвет пресыщения/ремесла 4	4
267	2137	Самоцвет метателя/ремесла 4	4
268	2138	Самоцвет от сглаза/ремесла 4	4
269	2139	Самоцвет полета/ремесла 4	4
270	2140	Самоцвет бегуна/ремесла 4	4
271	2141	Самоцвет обновления/ремесла 4	4
272	2142	Самоцвет прыжка/ремесла 4	4
273	2143	Самоцвет ножен/ремесла 4	4
274	2144	Самоцвет обжорства/ремесла 4	4
275	2145	Самоцвет точильный/ремесла 4	4
276	2146	Самоцвет бомбардира/ремесла 4	4
277	2147	Самоцвет грибной/ремесла 4	4
278	2148	Самоцвет скольжения/ремесла 4	4
279	2149	Самоцвет стража/ремесла 4	4
280	2150	Самоцвет устойчивости/благосл. 4	4
281	2151	Самоцвет заряда/благословения 4	4
282	2152	Самоцвет усиления/благословения 4	4
283	2153	Самоцвет уничтожения/благослов. 4	4
284	2154	Самоцвет нокаута/благословения 4	4
285	2155	Самоцвет потенциала/благослов. 4	4
286	2156	Самоцвет антиветра/благословения 4	4
287	2157	Самоцвет выхвата/благословения 4	4
288	2158	Самоцвет новых сил/благословения 4	4
289	2159	Самоцвет вызова/благословения 4	4
290	2160	Самоцвет безупречный/благослов. 4	4
291	2161	Самоцвет ярости/благословения 4	4
292	2162	Самоцвет могучий/благословения 4	4
293	2163	Самоцвет группировки/благослов. 4	4
294	2164	Самоцвет феникса/благословения 4	4
295	2165	"Самоцвет ""беруши""/благословения 4"	4
296	2166	Самоцвет критический/благосл. 4	4
297	2167	Самоцвет размягчения/благослов. 4	4
298	2168	Самоцвет ремесла/благословения 4	4
299	2169	Самоцвет высвобождения/благосл. 4	4
300	2170	Самоцвет устойчивости/лекарств. 4	4
301	2171	Самоцвет заряда/лекарственный 4	4
302	2172	Самоцвет усиления/лекарственный 4	4
303	2173	Самоцвет уничтожения/лекарств. 4	4
304	2174	Самоцвет нокаута/лекарственный 4	4
305	2175	Самоцвет потенциала/лекарств. 4	4
306	2176	Самоцвет антиветра/лекарственный 4	4
307	2177	Самоцвет выхвата/лекарственный 4	4
308	2178	Самоцвет новых сил/лекарственный 4	4
309	2179	Самоцвет вызова/лекарственный 4	4
310	2180	Самоцвет безупречный/лекарств. 4	4
311	2181	Самоцвет ярости/лекарственный 4	4
312	2182	Самоцвет могучий/лекарственный 4	4
313	2183	Самоцвет группировки/лекарств. 4	4
314	2184	Самоцвет феникса/лекарственный 4	4
315	2185	"Самоцвет ""беруши""/лекарственный 4"	4
316	2186	Самоцвет критический/лекарст. 4	4
317	2187	Самоцвет размягчения/лекарств. 4	4
318	2188	Самоцвет ремесла/лекарственный 4	4
319	2189	Самоцвет высвобождения/лекарств. 4	4
320	2190	Самоцвет устойчивости/живучести 4	4
321	2191	Самоцвет заряда/живучести 4	4
322	2192	Самоцвет усиления/живучести 4	4
323	2193	Самоцвет уничтожения/живучести 4	4
324	2194	Самоцвет нокаута/живучести 4	4
325	2195	Самоцвет потенциала/живучести 4	4
326	2196	Самоцвет антиветра/живучести 4	4
327	2197	Самоцвет выхвата/живучести 4	4
328	2198	Самоцвет новых сил/живучести 4	4
329	2199	Самоцвет вызова/живучести 4	4
330	2200	Самоцвет безупречный/живучести 4	4
331	2201	Самоцвет ярости/живучести 4	4
332	2202	Самоцвет могучий/живучести 4	4
333	2203	Самоцвет группировки/живучести 4	4
334	2204	Самоцвет феникса/живучести 4	4
335	2205	"Самоцвет ""беруши""/живучести 4"	4
336	2206	Самоцвет критический/живучести 4	4
337	2207	Самоцвет размягчения/живучести 4	4
338	2208	Самоцвет ремесла/живучести 4	4
339	2209	Самоцвет высвобождения/живучести 4	4
340	2210	Самоцвет устойчивости/обслужив. 4	4
341	2211	Самоцвет заряда/обслуживания 4	4
342	2212	Самоцвет усиления/обслуживания 4	4
343	2213	Самоцвет уничтожения/обслужив. 4	4
344	2214	Самоцвет нокаута/обслуживания 4	4
345	2215	Самоцвет потенциала/обслуживания 4	4
346	2216	Самоцвет антиветра/обслуживания 4	4
347	2217	Самоцвет выхвата/обслуживания 4	4
348	2218	Самоцвет новых сил/обслуживания 4	4
349	2219	Самоцвет вызова/обслуживания 4	4
350	2220	Самоцвет безупречный/обслужив. 4	4
351	2221	Самоцвет ярости/обслуживания 4	4
352	2222	Самоцвет могучий/обслуживания 4	4
353	2223	Самоцвет группировки/обслужив. 4	4
354	2224	Самоцвет феникса/обслуживания 4	4
355	2225	"Самоцвет ""беруши""/обслуживания 4"	4
356	2226	Самоцвет критический/обслужив. 4	4
357	2227	Самоцвет размягчения/обслужив. 4	4
358	2228	Самоцвет ремесла/обслуживания 4	4
359	2229	Самоцвет высвобождения/обслужив. 4	4
360	2230	Самоцвет устойчивости/телослож. 4	4
361	2231	Самоцвет заряда/телосложения 4	4
362	2232	Самоцвет усиления/телосложения 4	4
363	2233	Самоцвет уничтожения/телослож. 4	4
364	2234	Самоцвет нокаута/телосложения 4	4
365	2235	Самоцвет потенциала/телосложения 4	4
366	2236	Самоцвет антиветра/телосложения 4	4
367	2237	Самоцвет выхвата/телосложения 4	4
368	2238	Самоцвет новых сил/телосложения 4	4
369	2239	Самоцвет вызова/телосложения 4	4
370	2240	Самоцвет безупречный/телослож. 4	4
371	2241	Самоцвет ярости/телосложения 4	4
372	2242	Самоцвет могучий/телосложения 4	4
373	2243	Самоцвет группировки/телослож. 4	4
374	2244	Самоцвет феникса/телосложения 4	4
375	2245	"Самоцвет ""беруши""/телосложения 4"	4
376	2246	Самоцвет критический/телослож. 4	4
377	2247	Самоцвет размягчения/телослож. 4	4
378	2248	Самоцвет ремесла/телосложения 4	4
379	2249	Самоцвет высвобождения/телослож. 4	4
380	2250	Самоцвет устойчивости/уклонения 4	4
381	2251	Самоцвет заряда/уклонения 4	4
382	2252	Самоцвет усиления/уклонения 4	4
383	2253	Самоцвет уничтожения/уклонения 4	4
384	2254	Самоцвет нокаута/уклонения 4	4
385	2255	Самоцвет потенциала/уклонения 4	4
386	2256	Амулет антиветра/уклонения 4	4
387	2257	Самоцвет выхвата/уклонения 4	4
388	2258	Самоцвет новых сил/уклонения 4	4
389	2259	Самоцвет вызова/уклонения 4	4
390	2260	Самоцвет безупречный/уклонения 4	4
391	2261	Самоцвет ярости/уклонения 4	4
392	2262	Самоцвет могучий/уклонения 4	4
393	2263	Самоцвет группировки/уклонения 4	4
394	2264	Самоцвет феникса/уклонения 4	4
395	2265	"Самоцвет ""беруши""/уклонения 4"	4
396	2266	Самоцвет критический/уклонения 4	4
397	2267	Самоцвет размягчения/уклонения 4	4
398	2268	Самоцвет ремесла/уклонения 4	4
399	2269	Самоцвет высвобождения/уклонения 4	4
400	2272	Самоцвет тепла 2	2
