Insect ID	Insect Code	Insect Name	Model
55	ROD_INSECT_055_NAME	Бычье облако 2	mus021
56	ROD_INSECT_056_NAME	Бычье облако 3	mus021
57	ROD_INSECT_057_NAME	Оса-шептун 1	mus022
58	ROD_INSECT_058_NAME	Оса-шептун 2	mus022
59	ROD_INSECT_059_NAME	Оса-шептун 3	mus022
60	ROD_INSECT_190_NAME	Душа дракона	mus023
61	ROD_INSECT_191_NAME	Душа истинного дракона	mus023
62	ROD_INSECT_060_NAME	Визирь 1 Быстрый	mus024
63	ROD_INSECT_061_NAME	Визирь 2 Быстрый	mus024
64	ROD_INSECT_062_NAME	Визирь 3 Быстрый	mus024
65	ROD_INSECT_063_NAME	Визирь 1 Сильный	mus024
66	ROD_INSECT_064_NAME	Визирь 2 Сильный	mus024
67	ROD_INSECT_065_NAME	Визирь 3 Сильный	mus024
68	ROD_INSECT_066_NAME	Бильбобрикс 1 Быстрый	mus025
69	ROD_INSECT_067_NAME	Бильбобрикс 2 Быстрый	mus025
70	ROD_INSECT_068_NAME	Бильбобрикс 3 Быстрый	mus025
71	ROD_INSECT_069_NAME	Бильбобрикс 1 Сильный	mus025
72	ROD_INSECT_070_NAME	Бильбобрикс 2 Сильный	mus025
73	ROD_INSECT_071_NAME	Бильбобрикс 3 Сильный	mus025
74	ROD_INSECT_072_NAME	Листвоед 1 Целебный	mus026
75	ROD_INSECT_073_NAME	Листвоед 2 Целебный	mus026
76	ROD_INSECT_074_NAME	Листвоед 3 Целебный	mus026
77	ROD_INSECT_075_NAME	Листвоед 1 Сильный	mus026
78	ROD_INSECT_076_NAME	Листвоед 2 Сильный	mus026
79	ROD_INSECT_077_NAME	Листвоед 3 Сильный	mus026
80	ROD_INSECT_078_NAME	Эльскараб 1	mus002
81	ROD_INSECT_079_NAME	Эльскараб 2	mus002
82	ROD_INSECT_080_NAME	Эльскараб 3	mus002
83	ROD_INSECT_081_NAME	Блескожук 1 Быстрый	mus027
84	ROD_INSECT_082_NAME	Блескожук 2 Быстрый	mus027
85	ROD_INSECT_083_NAME	Блескожук 3 Быстрый	mus027
86	ROD_INSECT_084_NAME	Блескожук 1 Целебный	mus027
87	ROD_INSECT_085_NAME	Блескожук 2 Целебный	mus027
88	ROD_INSECT_086_NAME	Блескожук 3 Целебный	mus027
89	ROD_INSECT_087_NAME	Ледиба 1 Сильная	mus028
90	ROD_INSECT_088_NAME	Ледиба 2 Сильная	mus028
91	ROD_INSECT_089_NAME	Ледиба 3 Сильная	mus028
92	ROD_INSECT_090_NAME	Ледиба 1 Быстрая	mus028
93	ROD_INSECT_091_NAME	Ледиба 2 Быстрая	mus028
94	ROD_INSECT_092_NAME	Ледиба 3 Быстрая	mus028
95	ROD_INSECT_093_NAME	Смелокрыл 1 Сильный	mus029
96	ROD_INSECT_094_NAME	Смелокрыл 2 Сильный	mus029
97	ROD_INSECT_095_NAME	Смелокрыл 3 Сильный	mus029
98	ROD_INSECT_096_NAME	Смелокрыл 1 Целебный	mus029
99	ROD_INSECT_097_NAME	Смелокрыл 2 Целебный	mus029
100	ROD_INSECT_098_NAME	Смелокрыл 3 Целебный	mus029
101	ROD_INSECT_099_NAME	Аргинесс 1	mus013
102	ROD_INSECT_100_NAME	Аргинесс 2	mus013
103	ROD_INSECT_101_NAME	Аргинесс 3	mus013
104	ROD_INSECT_192_NAME	Душа дракона истока	mus023
